qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	query_start	query_end	subject_start	subject_end	query_contig	subject_contig
gene_19_SAMEA2619923_17	gene_18_SAMEA2621061_122	54.506	233	104	2	5	235	5	237	7.76e-91	264.0	11418	12149	12513	13226	SAMEA2619923_17	SAMEA2621061_122
gene_19_SAMEA2619923_17	gene_22_SAMEA2621085_65	55.869	213	93	1	12	223	2	214	2.84e-88	257.0	11418	12149	11777	12454	SAMEA2619923_17	SAMEA2621085_65
gene_19_SAMEA2619923_17	gene_30_contig_154566	56.279	215	93	1	16	229	2	216	4.24e-88	256.0	11418	12149	41835	42494	SAMEA2619923_17	contig_154566
gene_19_SAMEA2619923_17	gene_98_contig_155688	55.708	219	95	2	10	226	1	219	3.28e-87	254.0	11418	12149	91770	92450	SAMEA2619923_17	contig_155688
gene_19_SAMEA2619923_17	gene_91_SAMEA2621151_40	54.0	200	91	1	28	226	2	201	4.52e-80	236.0	11418	12149	100433	101062	SAMEA2619923_17	SAMEA2621151_40
gene_19_SAMEA2621085_65	gene_33_contig_154566	72.517	302	82	1	20	320	2	303	6.88e-162	451.0	9905	10879	43450	44412	SAMEA2621085_65	contig_154566
gene_19_SAMEA2621085_65	gene_15_SAMEA2621061_122	66.667	276	90	2	35	309	23	297	1.67e-143	404.0	9905	10879	10323	11285	SAMEA2621085_65	SAMEA2621061_122
gene_19_SAMEA2621085_65	gene_94_SAMEA2621151_40	67.742	310	92	3	19	321	12	320	4.51e-141	398.0	9905	10879	102084	103067	SAMEA2621085_65	SAMEA2621151_40
gene_19_SAMEA2621085_65	gene_100_contig_155688	60.345	290	113	2	23	311	9	297	1.36e-131	373.0	9905	10879	93618	94547	SAMEA2621085_65	contig_155688
gene_19_SAMEA2621085_65	gene_16_SAMEA2619923_17	60.727	275	106	2	23	296	18	291	3.42e-127	363.0	9905	10879	9149	10156	SAMEA2621085_65	SAMEA2619923_17
gene_1_contig_154566	gene_64_SAMEA2621151_40	50.192	4939	2043	112	448	5206	799	5500	0.0	4479.0	1	102800	56214	72716	contig_154566	SAMEA2621151_40
gene_1_contig_154566	gene_67_contig_155688	51.472	781	341	18	4434	5206	4822	5572	0.0	743.0	1	102800	44459	61177	contig_154566	contig_155688
gene_1_contig_154566	gene_67_contig_155688	52.316	367	165	6	1	364	370	729	2.33e-102	368.0	1	102800	44459	61177	contig_154566	contig_155688
gene_1_contig_154566	gene_50_SAMEA2621085_65	50.506	1483	615	32	3751	5205	4151	5542	0.0	1371.0	1	102800	41720	58351	contig_154566	SAMEA2621085_65
gene_1_contig_154566	gene_49_SAMEA2621061_122	50.644	776	342	13	4443	5204	5493	6241	0.0	758.0	1	102800	45195	63923	contig_154566	SAMEA2621061_122
gene_20_SAMEA2621061_122	gene_28_contig_154566	50.0	152	64	6	1	143	1	149	2.56e-21	92.8	13621	15258	40086	41408	SAMEA2621061_122	contig_154566
gene_20_SAMEA2621061_122	gene_24_SAMEA2621085_65	50.685	146	67	2	1	143	1	144	5.32e-24	100.0	13621	15258	12852	14159	SAMEA2621061_122	SAMEA2621085_65
gene_20_SAMEA2621085_65	gene_32_contig_154566	55.34	206	84	5	1	200	1	204	9.14e-66	197.0	10876	11484	42833	43453	SAMEA2621085_65	contig_154566
gene_20_contig_156409	gene_64_SAMEA2621085_65	50.655	229	110	2	2	229	3	229	3.27e-75	223.0	22387	23082	73247	73945	contig_156409	SAMEA2621085_65
gene_20_contig_156409	gene_60_SAMEA2621061_122	50.0	228	111	2	2	228	3	228	8.62e-75	223.0	22387	23082	73097	73798	contig_156409	SAMEA2621061_122
gene_21_SAMEA2621085_65	gene_92_SAMEA2621151_40	59.524	84	32	1	1	84	1	82	3.34e-32	103.0	11490	11744	101153	101407	SAMEA2621085_65	SAMEA2621151_40
gene_22_SAMEA2621085_65	gene_18_SAMEA2621061_122	67.907	215	69	0	5	219	16	230	3.9e-115	325.0	11777	12454	12513	13226	SAMEA2621085_65	SAMEA2621061_122
gene_22_SAMEA2621085_65	gene_30_contig_154566	66.21	219	74	0	5	223	1	219	8.41e-112	315.0	11777	12454	41835	42494	SAMEA2621085_65	contig_154566
gene_22_SAMEA2621085_65	gene_91_SAMEA2621151_40	67.0	200	66	0	18	217	2	201	2.7e-108	306.0	11777	12454	100433	101062	SAMEA2621085_65	SAMEA2621151_40
gene_22_SAMEA2621085_65	gene_98_contig_155688	62.385	218	81	1	3	219	4	221	8.13e-105	298.0	11777	12454	91770	92450	SAMEA2621085_65	contig_155688
gene_22_SAMEA2621085_65	gene_19_SAMEA2619923_17	56.221	217	94	1	2	218	12	227	1.52e-90	263.0	11777	12454	11418	12149	SAMEA2621085_65	SAMEA2619923_17
gene_22_SAMEA2621085_65	gene_75_contig_156409	51.22	205	98	2	22	225	2	205	3.51e-78	230.0	11777	12454	70476	71099	SAMEA2621085_65	contig_156409
gene_22_contig_154566	gene_28_SAMEA2621061_122	52.679	112	52	1	1	111	1	112	7.95e-39	122.0	32185	32535	25074	25424	contig_154566	SAMEA2621061_122
gene_23_SAMEA2619923_17	gene_94_contig_155688	71.869	487	136	1	7	493	5	490	0.0	757.0	16459	17949	85221	86702	SAMEA2619923_17	contig_155688
gene_23_SAMEA2619923_17	gene_23_SAMEA2621061_122	69.433	494	147	3	2	495	3	492	0.0	746.0	16459	17949	18889	20370	SAMEA2619923_17	SAMEA2621061_122
gene_23_SAMEA2619923_17	gene_27_SAMEA2621085_65	68.507	489	150	2	7	495	6	490	0.0	723.0	16459	17949	17275	18750	SAMEA2619923_17	SAMEA2621085_65
gene_23_SAMEA2619923_17	gene_86_SAMEA2621151_40	66.392	485	162	1	1	485	1	484	0.0	707.0	16459	17949	94159	95634	SAMEA2619923_17	SAMEA2621151_40
gene_23_SAMEA2619923_17	gene_25_contig_154566	67.161	472	154	1	6	477	5	475	0.0	691.0	16459	17949	35538	37019	SAMEA2619923_17	contig_154566
gene_23_SAMEA2619923_17	gene_80_contig_156409	50.323	465	219	4	7	470	5	458	1.55e-177	503.0	16459	17949	77201	78601	SAMEA2619923_17	contig_156409
gene_23_SAMEA2621061_122	gene_94_contig_155688	79.022	491	100	1	6	493	3	493	0.0	843.0	18889	20370	85221	86702	SAMEA2621061_122	contig_155688
gene_23_SAMEA2621061_122	gene_27_SAMEA2621085_65	76.025	488	117	0	6	493	4	491	0.0	805.0	18889	20370	17275	18750	SAMEA2621061_122	SAMEA2621085_65
gene_23_SAMEA2621061_122	gene_86_SAMEA2621151_40	73.727	491	128	1	3	493	2	491	0.0	781.0	18889	20370	94159	95634	SAMEA2621061_122	SAMEA2621151_40
gene_23_SAMEA2621061_122	gene_25_contig_154566	74.004	477	124	0	5	481	3	479	0.0	775.0	18889	20370	35538	37019	SAMEA2621061_122	contig_154566
gene_23_SAMEA2621061_122	gene_23_SAMEA2619923_17	69.433	494	147	3	3	492	2	495	0.0	746.0	18889	20370	16459	17949	SAMEA2621061_122	SAMEA2619923_17
gene_23_SAMEA2621061_122	gene_80_contig_156409	51.483	472	217	4	7	477	4	464	1.5e-177	503.0	18889	20370	77201	78601	SAMEA2621061_122	contig_156409
gene_23_contig_154566	gene_27_SAMEA2621061_122	70.451	599	144	7	4	580	7	594	0.0	867.0	32577	34319	23244	25028	contig_154566	SAMEA2621061_122
gene_23_contig_154566	gene_84_SAMEA2621151_40	74.061	559	126	5	27	580	1	545	0.0	861.0	32577	34319	91226	92863	contig_154566	SAMEA2621151_40
gene_23_contig_154566	gene_29_SAMEA2621085_65	71.233	584	162	4	2	580	4	586	0.0	834.0	32577	34319	20001	21761	contig_154566	SAMEA2621085_65
gene_23_contig_154566	gene_89_contig_155688	65.541	592	191	5	1	579	1	592	0.0	800.0	32577	34319	81163	82944	contig_154566	contig_155688
gene_23_contig_154566	gene_25_SAMEA2619923_17	65.424	590	186	7	1	580	1	582	0.0	780.0	32577	34319	19266	21014	contig_154566	SAMEA2619923_17
gene_23_contig_154566	gene_82_contig_156409	56.457	604	223	9	1	574	1	594	0.0	685.0	32577	34319	80284	82125	contig_154566	contig_156409
gene_24_SAMEA2621085_65	gene_20_SAMEA2621061_122	51.701	147	64	3	1	144	1	143	2.74e-27	110.0	12852	14159	13621	15258	SAMEA2621085_65	SAMEA2621061_122
gene_24_SAMEA2621151_40	gene_83_SAMEA2621061_122	58.721	172	62	1	1	172	1	163	2.53e-73	215.0	16027	16560	89349	89894	SAMEA2621151_40	SAMEA2621061_122
gene_24_SAMEA2621151_40	gene_63_contig_154566	57.225	173	65	1	1	173	1	164	8.64e-71	207.0	16027	16560	66279	66779	SAMEA2621151_40	contig_154566
gene_24_SAMEA2621151_40	gene_41_contig_156409	53.514	185	77	3	1	176	1	185	1.5e-63	190.0	16027	16560	41468	42034	SAMEA2621151_40	contig_156409
gene_24_SAMEA2621151_40	gene_82_SAMEA2619923_17	57.419	155	55	2	25	177	1	146	1.43e-61	184.0	16027	16560	91069	91509	SAMEA2621151_40	SAMEA2619923_17
gene_24_SAMEA2621151_40	gene_24_contig_155688	56.863	153	57	1	25	177	1	144	2.29e-59	178.0	16027	16560	14875	15309	SAMEA2621151_40	contig_155688
gene_24_contig_155688	gene_82_SAMEA2619923_17	75.342	146	34	1	1	144	1	146	4.69e-79	226.0	14875	15309	91069	91509	contig_155688	SAMEA2619923_17
gene_24_contig_155688	gene_83_SAMEA2621061_122	76.259	139	33	0	1	139	25	163	4.84e-78	225.0	14875	15309	89349	89894	contig_155688	SAMEA2621061_122
gene_24_contig_155688	gene_63_contig_154566	75.0	140	35	0	1	140	25	164	9.92e-77	221.0	14875	15309	66279	66779	contig_155688	contig_154566
gene_24_contig_155688	gene_94_SAMEA2621085_65	64.583	144	47	2	1	140	25	168	2.59e-61	182.0	14875	15309	97474	97986	contig_155688	SAMEA2621085_65
gene_24_contig_155688	gene_24_SAMEA2621151_40	56.863	153	57	1	1	144	25	177	1.87e-59	178.0	14875	15309	16027	16560	contig_155688	SAMEA2621151_40
gene_24_contig_155688	gene_41_contig_156409	55.975	159	52	3	1	141	25	183	7.18e-55	167.0	14875	15309	41468	42034	contig_155688	contig_156409
gene_25_SAMEA2619923_17	gene_27_SAMEA2621061_122	62.418	612	182	9	1	582	1	594	0.0	790.0	19266	21014	23244	25028	SAMEA2619923_17	SAMEA2621061_122
gene_25_SAMEA2619923_17	gene_23_contig_154566	64.846	586	196	6	1	582	1	580	0.0	768.0	19266	21014	32577	34319	SAMEA2619923_17	contig_154566
gene_25_SAMEA2619923_17	gene_29_SAMEA2621085_65	62.415	588	213	5	1	582	1	586	0.0	762.0	19266	21014	20001	21761	SAMEA2619923_17	SAMEA2621085_65
gene_25_SAMEA2619923_17	gene_84_SAMEA2621151_40	65.709	557	176	6	29	582	1	545	0.0	759.0	19266	21014	91226	92863	SAMEA2619923_17	SAMEA2621151_40
gene_25_SAMEA2619923_17	gene_89_contig_155688	58.242	637	165	7	1	581	1	592	0.0	757.0	19266	21014	81163	82944	SAMEA2619923_17	contig_155688
gene_25_SAMEA2619923_17	gene_82_contig_156409	57.993	588	228	3	8	577	9	595	0.0	706.0	19266	21014	80284	82125	SAMEA2619923_17	contig_156409
gene_25_contig_154566	gene_86_SAMEA2621151_40	85.366	492	69	1	2	493	3	491	0.0	894.0	35538	37019	94159	95634	contig_154566	SAMEA2621151_40
gene_25_contig_154566	gene_27_SAMEA2621085_65	81.02	490	91	1	4	493	4	491	0.0	855.0	35538	37019	17275	18750	contig_154566	SAMEA2621085_65
gene_25_contig_154566	gene_23_SAMEA2621061_122	73.116	491	130	1	3	493	5	493	0.0	785.0	35538	37019	18889	20370	contig_154566	SAMEA2621061_122
gene_25_contig_154566	gene_94_contig_155688	73.482	494	124	2	4	493	3	493	0.0	779.0	35538	37019	85221	86702	contig_154566	contig_155688
gene_25_contig_154566	gene_23_SAMEA2619923_17	65.644	489	166	2	5	491	6	494	0.0	693.0	35538	37019	16459	17949	contig_154566	SAMEA2619923_17
gene_25_contig_156409	gene_65_SAMEA2621061_122	55.0	80	34	1	48	127	23	100	2.13e-24	86.7	25441	25824	76571	76930	contig_156409	SAMEA2621061_122
gene_26_SAMEA2621061_122	gene_85_SAMEA2621151_40	55.348	374	167	0	33	406	20	393	5.18e-157	445.0	22012	23244	92950	94143	SAMEA2621061_122	SAMEA2621151_40
gene_26_SAMEA2621061_122	gene_28_SAMEA2621085_65	54.642	377	171	0	34	410	8	384	6.03e-153	434.0	22012	23244	18847	20001	SAMEA2621061_122	SAMEA2621085_65
gene_27_SAMEA2621061_122	gene_84_SAMEA2621151_40	73.675	566	126	5	31	594	1	545	0.0	866.0	23244	25028	91226	92863	SAMEA2621061_122	SAMEA2621151_40
gene_27_SAMEA2621061_122	gene_23_contig_154566	71.429	588	157	4	7	594	4	580	0.0	848.0	23244	25028	32577	34319	SAMEA2621061_122	contig_154566
gene_27_SAMEA2621061_122	gene_89_contig_155688	68.729	598	176	6	1	593	1	592	0.0	843.0	23244	25028	81163	82944	SAMEA2621061_122	contig_155688
gene_27_SAMEA2621061_122	gene_29_SAMEA2621085_65	68.93	589	172	4	8	594	7	586	0.0	831.0	23244	25028	20001	21761	SAMEA2621061_122	SAMEA2621085_65
gene_27_SAMEA2621061_122	gene_25_SAMEA2619923_17	63.487	608	182	10	1	594	1	582	0.0	786.0	23244	25028	19266	21014	SAMEA2621061_122	SAMEA2619923_17
gene_27_SAMEA2621061_122	gene_82_contig_156409	62.88	493	173	4	4	487	3	494	0.0	674.0	23244	25028	80284	82125	SAMEA2621061_122	contig_156409
gene_27_SAMEA2621085_65	gene_86_SAMEA2621151_40	82.787	488	83	1	4	491	5	491	0.0	870.0	17275	18750	94159	95634	SAMEA2621085_65	SAMEA2621151_40
gene_27_SAMEA2621085_65	gene_25_contig_154566	80.816	490	92	1	4	491	4	493	0.0	846.0	17275	18750	35538	37019	SAMEA2621085_65	contig_154566
gene_27_SAMEA2621085_65	gene_94_contig_155688	76.065	493	115	1	2	491	1	493	0.0	808.0	17275	18750	85221	86702	SAMEA2621085_65	contig_155688
gene_27_SAMEA2621085_65	gene_23_SAMEA2621061_122	76.025	488	117	0	4	491	6	493	0.0	805.0	17275	18750	18889	20370	SAMEA2621085_65	SAMEA2621061_122
gene_27_SAMEA2621085_65	gene_23_SAMEA2619923_17	68.507	489	150	2	6	490	7	495	0.0	723.0	17275	18750	16459	17949	SAMEA2621085_65	SAMEA2619923_17
gene_28_SAMEA2621061_122	gene_22_contig_154566	52.679	112	52	1	1	112	1	111	7.95e-39	122.0	25074	25424	32185	32535	SAMEA2621061_122	contig_154566
gene_28_SAMEA2621085_65	gene_85_SAMEA2621151_40	62.865	377	140	0	8	384	21	397	6.07e-180	502.0	18847	20001	92950	94143	SAMEA2621085_65	SAMEA2621151_40
gene_28_SAMEA2621085_65	gene_26_SAMEA2621061_122	54.642	377	171	0	8	384	34	410	5.64e-153	434.0	18847	20001	22012	23244	SAMEA2621085_65	SAMEA2621061_122
gene_28_contig_154566	gene_20_SAMEA2621061_122	50.0	152	64	6	1	149	1	143	2.92e-20	89.0	40086	41408	13621	15258	contig_154566	SAMEA2621061_122
gene_29_SAMEA2621061_122	gene_82_SAMEA2621151_40	52.632	114	50	2	1	113	1	111	6.5e-37	117.0	25435	25785	90474	90818	SAMEA2621061_122	SAMEA2621151_40
gene_29_SAMEA2621061_122	gene_87_contig_155688	50.0	114	47	2	5	114	4	111	7.61e-31	102.0	25435	25785	80420	80758	SAMEA2621061_122	contig_155688
gene_29_SAMEA2621085_65	gene_84_SAMEA2621151_40	74.555	562	121	6	30	586	1	545	0.0	867.0	20001	21761	91226	92863	SAMEA2621085_65	SAMEA2621151_40
gene_29_SAMEA2621085_65	gene_27_SAMEA2621061_122	69.966	596	167	6	1	586	1	594	0.0	847.0	20001	21761	23244	25028	SAMEA2621085_65	SAMEA2621061_122
gene_29_SAMEA2621085_65	gene_23_contig_154566	70.408	588	160	4	4	586	2	580	0.0	834.0	20001	21761	32577	34319	SAMEA2621085_65	contig_154566
gene_29_SAMEA2621085_65	gene_89_contig_155688	65.008	603	182	5	1	585	1	592	0.0	818.0	20001	21761	81163	82944	SAMEA2621085_65	contig_155688
gene_29_SAMEA2621085_65	gene_25_SAMEA2619923_17	62.795	594	201	7	1	586	1	582	0.0	764.0	20001	21761	19266	21014	SAMEA2621085_65	SAMEA2619923_17
gene_29_SAMEA2621085_65	gene_82_contig_156409	65.539	473	157	4	1	470	1	470	0.0	690.0	20001	21761	80284	82125	SAMEA2621085_65	contig_156409
gene_2_contig_155688	gene_102_SAMEA2621061_122	53.927	191	80	2	653	841	3	187	3e-67	218.0	1259	3811	101477	102067	contig_155688	SAMEA2621061_122
gene_30_SAMEA2619923_17	gene_32_SAMEA2621061_122	57.391	460	170	9	16	459	10	459	4.25e-170	482.0	27914	29293	31977	33362	SAMEA2619923_17	SAMEA2621061_122
gene_30_SAMEA2619923_17	gene_79_SAMEA2621151_40	55.921	456	183	8	17	459	15	465	1.22e-168	479.0	27914	29293	82890	84287	SAMEA2619923_17	SAMEA2621151_40
gene_30_SAMEA2619923_17	gene_34_SAMEA2621085_65	54.585	458	188	6	17	459	14	466	5.78e-155	444.0	27914	29293	28595	30001	SAMEA2619923_17	SAMEA2621085_65
gene_30_SAMEA2619923_17	gene_18_contig_154566	53.978	465	197	7	7	459	1	460	1.57e-152	438.0	27914	29293	24459	25847	SAMEA2619923_17	contig_154566
gene_30_SAMEA2619923_17	gene_84_contig_155688	54.248	459	164	13	21	454	15	452	2.11e-151	435.0	27914	29293	72525	73904	SAMEA2619923_17	contig_155688
gene_30_SAMEA2619923_17	gene_87_contig_156409	51.282	468	191	9	19	459	13	470	4.94e-143	414.0	27914	29293	89952	91373	SAMEA2619923_17	contig_156409
gene_30_contig_154566	gene_22_SAMEA2621085_65	67.143	210	69	0	1	210	5	214	2.01e-108	307.0	41835	42494	11777	12454	contig_154566	SAMEA2621085_65
gene_30_contig_154566	gene_18_SAMEA2621061_122	63.256	215	79	0	1	215	16	230	3.76e-101	289.0	41835	42494	12513	13226	contig_154566	SAMEA2621061_122
gene_30_contig_154566	gene_98_contig_155688	60.274	219	86	1	1	218	6	224	3.37e-99	284.0	41835	42494	91770	92450	contig_154566	contig_155688
gene_30_contig_154566	gene_91_SAMEA2621151_40	63.0	200	74	0	14	213	2	201	4.58e-99	283.0	41835	42494	100433	101062	contig_154566	SAMEA2621151_40
gene_30_contig_154566	gene_19_SAMEA2619923_17	56.279	215	93	1	2	216	16	229	3.82e-88	256.0	41835	42494	11418	12149	contig_154566	SAMEA2619923_17
gene_31_SAMEA2619923_17	gene_78_SAMEA2621151_40	75.628	398	86	5	1	394	1	391	0.0	632.0	29330	30514	81677	82852	SAMEA2619923_17	SAMEA2621151_40
gene_31_SAMEA2619923_17	gene_33_SAMEA2621061_122	77.778	396	78	4	1	394	1	388	0.0	619.0	29330	30514	33398	34564	SAMEA2619923_17	SAMEA2621061_122
gene_31_SAMEA2619923_17	gene_35_SAMEA2621085_65	76.962	395	71	3	1	394	1	376	0.0	617.0	29330	30514	30007	31137	SAMEA2619923_17	SAMEA2621085_65
gene_31_SAMEA2619923_17	gene_83_contig_155688	75.635	394	68	2	1	394	1	366	0.0	610.0	29330	30514	71407	72507	SAMEA2619923_17	contig_155688
gene_31_SAMEA2619923_17	gene_17_contig_154566	77.215	395	71	5	1	394	1	377	0.0	608.0	29330	30514	23323	24456	SAMEA2619923_17	contig_154566
gene_31_SAMEA2619923_17	gene_88_contig_156409	72.544	397	90	4	1	394	1	381	0.0	602.0	29330	30514	91376	92521	SAMEA2619923_17	contig_156409
gene_31_contig_154566	gene_92_SAMEA2621151_40	51.724	87	36	1	1	87	2	82	2.8e-24	84.0	42561	42827	101153	101407	contig_154566	SAMEA2621151_40
gene_32_SAMEA2621061_122	gene_18_contig_154566	67.245	461	133	9	9	458	6	459	0.0	555.0	31977	33362	24459	25847	SAMEA2621061_122	contig_154566
gene_32_SAMEA2621061_122	gene_79_SAMEA2621151_40	63.499	463	137	9	13	458	17	464	0.0	546.0	31977	33362	82890	84287	SAMEA2621061_122	SAMEA2621151_40
gene_32_SAMEA2621061_122	gene_84_contig_155688	60.208	480	149	13	1	460	1	458	0.0	519.0	31977	33362	72525	73904	SAMEA2621061_122	contig_155688
gene_32_SAMEA2621061_122	gene_34_SAMEA2621085_65	64.957	468	150	8	3	461	6	468	0.0	517.0	31977	33362	28595	30001	SAMEA2621061_122	SAMEA2621085_65
gene_32_SAMEA2621061_122	gene_30_SAMEA2619923_17	57.391	460	170	9	10	459	16	459	1.75e-165	471.0	31977	33362	27914	29293	SAMEA2621061_122	SAMEA2619923_17
gene_32_SAMEA2621061_122	gene_87_contig_156409	50.429	466	206	8	13	460	13	471	3.25e-142	412.0	31977	33362	89952	91373	SAMEA2621061_122	contig_156409
gene_32_SAMEA2621085_65	gene_81_SAMEA2621151_40	54.902	204	55	2	3	206	2	168	4.73e-67	199.0	22504	23124	89966	90472	SAMEA2621085_65	SAMEA2621151_40
gene_32_contig_154566	gene_20_SAMEA2621085_65	54.369	206	86	6	1	204	1	200	8.27e-66	197.0	42833	43453	10876	11484	contig_154566	SAMEA2621085_65
gene_33_SAMEA2619923_17	gene_81_contig_155688	59.14	93	37	1	3	94	13	105	1.92e-33	109.0	31037	31411	70521	70883	SAMEA2619923_17	contig_155688
gene_33_SAMEA2621061_122	gene_78_SAMEA2621151_40	77.806	392	82	3	1	388	1	391	0.0	641.0	33398	34564	81677	82852	SAMEA2621061_122	SAMEA2621151_40
gene_33_SAMEA2621061_122	gene_31_SAMEA2619923_17	77.778	396	78	4	1	388	1	394	0.0	639.0	33398	34564	29330	30514	SAMEA2621061_122	SAMEA2619923_17
gene_33_SAMEA2621061_122	gene_35_SAMEA2621085_65	80.412	388	64	3	1	388	1	376	0.0	636.0	33398	34564	30007	31137	SAMEA2621061_122	SAMEA2621085_65
gene_33_SAMEA2621061_122	gene_17_contig_154566	78.462	390	69	3	1	388	1	377	0.0	623.0	33398	34564	23323	24456	SAMEA2621061_122	contig_154566
gene_33_SAMEA2621061_122	gene_83_contig_155688	75.773	388	72	3	1	388	1	366	0.0	597.0	33398	34564	71407	72507	SAMEA2621061_122	contig_155688
gene_33_SAMEA2621061_122	gene_88_contig_156409	70.918	392	99	8	1	388	1	381	0.0	559.0	33398	34564	91376	92521	SAMEA2621061_122	contig_156409
gene_33_contig_154566	gene_19_SAMEA2621085_65	74.394	289	73	1	2	290	20	307	7.67e-157	438.0	43450	44412	9905	10879	contig_154566	SAMEA2621085_65
gene_33_contig_154566	gene_15_SAMEA2621061_122	63.701	281	99	3	14	293	20	298	8.25e-140	394.0	43450	44412	10323	11285	contig_154566	SAMEA2621061_122
gene_33_contig_154566	gene_94_SAMEA2621151_40	62.776	317	114	4	2	317	13	326	5.52e-130	370.0	43450	44412	102084	103067	contig_154566	SAMEA2621151_40
gene_33_contig_154566	gene_100_contig_155688	55.326	291	127	3	5	294	9	297	1.87e-123	352.0	43450	44412	93618	94547	contig_154566	contig_155688
gene_33_contig_154566	gene_16_SAMEA2619923_17	50.325	308	143	4	5	307	18	320	4.32e-116	335.0	43450	44412	9149	10156	contig_154566	SAMEA2619923_17
gene_34_SAMEA2621085_65	gene_79_SAMEA2621151_40	63.214	473	157	7	1	465	1	464	0.0	565.0	28595	30001	82890	84287	SAMEA2621085_65	SAMEA2621151_40
gene_34_SAMEA2621085_65	gene_32_SAMEA2621061_122	65.032	469	148	8	6	468	3	461	0.0	563.0	28595	30001	31977	33362	SAMEA2621085_65	SAMEA2621061_122
gene_34_SAMEA2621085_65	gene_18_contig_154566	67.028	461	136	8	14	466	8	460	0.0	561.0	28595	30001	24459	25847	SAMEA2621085_65	contig_154566
gene_34_SAMEA2621085_65	gene_84_contig_155688	58.898	472	152	12	14	467	11	458	1.83e-178	504.0	28595	30001	72525	73904	SAMEA2621085_65	contig_155688
gene_34_SAMEA2621085_65	gene_30_SAMEA2619923_17	55.172	464	176	9	14	466	17	459	9.43e-163	464.0	28595	30001	27914	29293	SAMEA2621085_65	SAMEA2619923_17
gene_34_SAMEA2621085_65	gene_87_contig_156409	52.119	472	204	8	10	467	8	471	2.8e-144	417.0	28595	30001	89952	91373	SAMEA2621085_65	contig_156409
gene_34_SAMEA2621151_40	gene_81_SAMEA2621085_65	61.333	225	82	2	24	244	2	225	9.51e-87	253.0	20101	20835	85848	86525	SAMEA2621151_40	SAMEA2621085_65
gene_34_SAMEA2621151_40	gene_16_contig_155688	52.885	208	87	4	41	244	7	207	6.02e-64	194.0	20101	20835	12068	12691	SAMEA2621151_40	contig_155688
gene_34_contig_154566	gene_13_SAMEA2621061_122	72.222	234	63	1	5	236	6	239	1.64e-131	367.0	44693	45406	9368	10090	contig_154566	SAMEA2621061_122
gene_34_contig_154566	gene_102_contig_155688	70.085	234	70	0	4	237	5	238	3.36e-131	366.0	44693	45406	94723	95439	contig_154566	contig_155688
gene_34_contig_154566	gene_95_SAMEA2621151_40	70.69	232	66	1	4	235	5	234	3.68e-129	360.0	44693	45406	103292	104002	contig_154566	SAMEA2621151_40
gene_34_contig_154566	gene_17_SAMEA2621085_65	67.511	237	77	0	1	237	1	237	1.1e-128	359.0	44693	45406	8969	9682	contig_154566	SAMEA2621085_65
gene_34_contig_154566	gene_15_SAMEA2619923_17	65.812	234	80	0	4	237	7	240	2.37e-124	348.0	44693	45406	8368	9090	contig_154566	SAMEA2619923_17
gene_34_contig_154566	gene_71_contig_156409	56.25	240	99	4	1	236	1	238	1.81e-99	286.0	44693	45406	67550	68269	contig_154566	contig_156409
gene_35_SAMEA2621085_65	gene_17_contig_154566	86.207	377	51	1	1	376	1	377	0.0	671.0	30007	31137	23323	24456	SAMEA2621085_65	contig_154566
gene_35_SAMEA2621085_65	gene_78_SAMEA2621151_40	80.102	392	61	5	1	376	1	391	0.0	642.0	30007	31137	81677	82852	SAMEA2621085_65	SAMEA2621151_40
gene_35_SAMEA2621085_65	gene_31_SAMEA2619923_17	76.962	395	71	3	1	376	1	394	0.0	637.0	30007	31137	29330	30514	SAMEA2621085_65	SAMEA2619923_17
gene_35_SAMEA2621085_65	gene_33_SAMEA2621061_122	80.412	388	64	3	1	376	1	388	0.0	636.0	30007	31137	33398	34564	SAMEA2621085_65	SAMEA2621061_122
gene_35_SAMEA2621085_65	gene_83_contig_155688	81.915	376	58	3	1	376	1	366	0.0	624.0	30007	31137	71407	72507	SAMEA2621085_65	contig_155688
gene_35_SAMEA2621085_65	gene_88_contig_156409	71.99	382	100	4	1	376	1	381	0.0	573.0	30007	31137	91376	92521	SAMEA2621085_65	contig_156409
gene_35_contig_154566	gene_16_SAMEA2621085_65	68.235	85	27	0	1	85	1	85	3.26e-41	126.0	45416	45673	8711	8968	contig_154566	SAMEA2621085_65
gene_35_contig_154566	gene_96_SAMEA2621151_40	67.949	78	25	0	3	80	13	90	4.37e-37	116.0	45416	45673	104009	104296	contig_154566	SAMEA2621151_40
gene_35_contig_154566	gene_14_SAMEA2619923_17	54.321	81	33	1	1	77	1	81	1.05e-26	89.7	45416	45673	8120	8368	contig_154566	SAMEA2619923_17
gene_35_contig_154566	gene_103_contig_155688	56.25	80	35	0	1	80	1	80	2.09e-26	89.0	45416	45673	95439	95693	contig_154566	contig_155688
gene_35_contig_154566	gene_12_SAMEA2621061_122	53.086	81	37	1	1	80	1	81	1.53e-23	82.0	45416	45673	9110	9367	contig_154566	SAMEA2621061_122
gene_36_SAMEA2621085_65	gene_89_contig_156409	53.147	143	63	4	1	141	1	141	9.79e-35	114.0	31173	31601	92553	92981	SAMEA2621085_65	contig_156409
