qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	query_start	query_end	subject_start	subject_end	query_contig	subject_contig
gene_27_766270197_ext	gene_80_contig_155057	60.227	88	28	3	1	84	1	85	1.11e-30	100.0	19251	19532	49134	49397	766270197_ext	contig_155057
gene_27_775118401_ext	gene_22_766270197_ext	58.333	60	25	0	137	196	26	85	5.69e-20	87.4	27819	29450	17349	18380	775118401_ext	766270197_ext
gene_27_778722464	gene_58_contig_154940	59.036	83	34	0	3	85	5	87	9.4e-38	119.0	28108	28431	50281	50586	778722464	contig_154940
gene_27_786772955	gene_5_766270197_ext	71.215	469	124	5	1	464	1	463	0.0	693.0	31615	33009	4268	5665	786772955	766270197_ext
gene_27_786772955	gene_7_775118401_ext	69.612	464	131	3	1	459	12	470	0.0	684.0	31615	33009	5748	7172	786772955	775118401_ext
gene_27_786772955	gene_67_778722464	63.17	429	154	2	36	463	39	464	0.0	574.0	31615	33009	52407	53801	786772955	778722464
gene_27_786772955	gene_62_contig_155057	60.349	459	174	5	7	463	4	456	0.0	571.0	31615	33009	35520	36893	786772955	contig_155057
gene_27_786772955	gene_11_contig_154940	56.167	454	181	5	10	453	6	451	0.0	521.0	31615	33009	10795	12159	786772955	contig_154940
gene_27_786772955	gene_8_contig_172037	56.948	439	172	4	33	458	55	489	0.0	521.0	31615	33009	8569	10050	786772955	contig_172037
gene_27_contig_154940	gene_7_778722464	56.656	323	121	6	31	343	27	340	3.09e-109	319.0	22884	23933	3938	4999	contig_154940	778722464
gene_28_766270197_ext	gene_81_contig_155057	50.422	474	230	5	4	475	2	472	1.78e-134	430.0	19529	22324	49417	53133	766270197_ext	contig_155057
gene_28_766270197_ext	gene_2_786772955	50.538	465	222	5	14	476	18	476	1.55e-126	404.0	19529	22324	6306	9350	766270197_ext	786772955
gene_28_778722464	gene_60_contig_154940	63.942	208	74	1	1	207	6	213	1.23e-99	284.0	28428	29051	50761	51402	778722464	contig_154940
gene_28_778722464	gene_53_775118401_ext	50.505	198	96	2	1	197	1	197	3.24e-70	209.0	28428	29051	56276	56899	778722464	775118401_ext
gene_28_786772955	gene_5_775118401_ext	51.446	484	218	5	3	475	10	487	0.0	521.0	33343	34776	4022	5485	786772955	775118401_ext
gene_28_786772955	gene_61_contig_155057	50.11	455	213	6	25	472	35	482	2.74e-163	467.0	33343	34776	33605	35062	786772955	contig_155057
gene_29_766270197_ext	gene_11_778722464	52.809	89	42	0	1132	1220	1125	1213	3.33e-26	114.0	22329	29801	9129	16127	766270197_ext	778722464
gene_29_766270197_ext	gene_32_contig_154940	57.273	110	44	1	1114	1220	1164	1273	9.13e-31	129.0	22329	29801	28315	35601	766270197_ext	contig_154940
gene_29_775118401_ext	gene_26_766270197_ext	56.303	119	51	1	1	118	1	119	6.8e-45	138.0	29689	30045	18877	19236	775118401_ext	766270197_ext
gene_29_775118401_ext	gene_8_778722464	54.701	117	52	1	1	116	1	117	4.92e-42	130.0	29689	30045	5043	5396	775118401_ext	778722464
gene_29_775118401_ext	gene_25_contig_172037	53.39	118	55	0	1	118	1	118	3.46e-40	126.0	29689	30045	21619	21975	775118401_ext	contig_172037
gene_29_775118401_ext	gene_4_786772955	50.862	116	57	0	1	116	1	116	7.57e-40	125.0	29689	30045	9645	9995	775118401_ext	786772955
gene_29_775118401_ext	gene_29_contig_154940	51.724	116	54	2	1	114	1	116	4.26e-39	123.0	29689	30045	24191	24541	775118401_ext	contig_154940
gene_29_775118401_ext	gene_79_contig_155057	50.833	120	57	2	1	118	1	120	4.57e-38	121.0	29689	30045	48757	49119	775118401_ext	contig_155057
gene_29_786772955	gene_4_775118401_ext	65.731	499	168	3	1	498	1	497	0.0	730.0	34888	36393	2325	3824	786772955	775118401_ext
gene_29_786772955	gene_1_766270197_ext	67.951	493	154	4	9	498	1	492	0.0	727.0	34888	36393	56	1540	786772955	766270197_ext
gene_29_786772955	gene_60_contig_155057	62.374	497	181	5	7	501	8	500	0.0	662.0	34888	36393	31748	33250	786772955	contig_155057
gene_29_786772955	gene_8_contig_154940	58.511	470	192	3	9	476	6	474	0.0	603.0	34888	36393	7469	8950	786772955	contig_154940
gene_29_786772955	gene_63_778722464	56.907	485	205	3	6	487	9	492	0.0	584.0	34888	36393	48892	50397	786772955	778722464
gene_29_786772955	gene_6_contig_172037	59.305	403	162	2	68	470	1	401	0.0	512.0	34888	36393	5291	6568	786772955	contig_172037
gene_29_contig_154940	gene_26_766270197_ext	73.913	115	29	1	1	115	1	114	2.29e-59	174.0	24191	24541	18877	19236	contig_154940	766270197_ext
gene_29_contig_154940	gene_79_contig_155057	67.241	116	38	0	1	116	1	116	4.25e-53	159.0	24191	24541	48757	49119	contig_154940	contig_155057
gene_29_contig_154940	gene_8_778722464	66.087	115	38	1	1	115	1	114	1.51e-51	155.0	24191	24541	5043	5396	contig_154940	778722464
gene_29_contig_154940	gene_4_786772955	64.348	115	39	2	1	115	1	113	7.69e-48	145.0	24191	24541	9645	9995	contig_154940	786772955
gene_29_contig_154940	gene_25_contig_172037	54.783	115	50	2	1	115	1	113	5.21e-41	128.0	24191	24541	21619	21975	contig_154940	contig_172037
gene_29_contig_154940	gene_29_775118401_ext	51.724	116	54	2	1	116	1	114	4.19e-39	123.0	24191	24541	29689	30045	contig_154940	775118401_ext
gene_29_contig_172037	gene_83_786772955	50.435	230	105	3	1	229	1	222	4.71e-71	213.0	32869	33588	69501	70190	contig_172037	786772955
gene_2_766270197_ext	gene_61_contig_155057	52.07	459	213	5	28	485	33	485	1.3e-172	491.0	1966	3429	33605	35062	766270197_ext	contig_155057
gene_2_786772955	gene_28_766270197_ext	50.538	465	222	5	18	476	14	476	1.42e-133	422.0	6306	9350	19529	22324	786772955	766270197_ext
gene_2_contig_155057	gene_33_contig_172037	52.239	67	31	1	10	76	41	106	4.01e-24	83.6	1998	2234	38226	38546	contig_155057	contig_172037
gene_30_766270197_ext	gene_33_775118401_ext	56.356	236	99	3	1	233	1	235	2.29e-89	260.0	29785	30507	41430	42146	766270197_ext	775118401_ext
gene_30_766270197_ext	gene_83_contig_155057	53.586	237	108	2	1	237	5	239	2.57e-84	247.0	29785	30507	60046	60771	766270197_ext	contig_155057
gene_30_766270197_ext	gene_83_786772955	50.427	234	109	2	1	234	1	227	4.89e-81	239.0	29785	30507	69501	70190	766270197_ext	786772955
gene_30_contig_172037	gene_84_contig_155057	51.724	290	131	4	53	338	3	287	3.27e-103	301.0	33862	34878	60786	61649	contig_172037	contig_155057
gene_31_766270197_ext	gene_84_contig_155057	54.737	285	124	3	51	333	3	284	1.23e-107	312.0	30640	31656	60786	61649	766270197_ext	contig_155057
gene_31_766270197_ext	gene_35_775118401_ext	50.73	274	133	2	60	333	1	272	2.89e-102	298.0	30640	31656	43011	43832	766270197_ext	775118401_ext
gene_31_775118401_ext	gene_81_contig_155057	50.617	81	40	0	862	942	1155	1235	2.27e-18	86.7	30359	33205	49417	53133	775118401_ext	contig_155057
gene_31_778722464	gene_62_contig_154940	66.176	340	114	1	1	340	87	425	8.71e-168	471.0	29673	30710	51932	53236	778722464	contig_154940
gene_31_778722464	gene_55_775118401_ext	64.058	345	123	1	1	345	89	432	9.35e-165	463.0	29673	30710	57453	58751	778722464	775118401_ext
gene_31_778722464	gene_48_766270197_ext	65.192	339	118	0	1	339	91	429	7.05e-163	459.0	29673	30710	43268	44602	778722464	766270197_ext
gene_31_778722464	gene_48_contig_172037	64.307	339	119	2	1	339	90	426	4.55e-162	457.0	29673	30710	48502	49857	778722464	contig_172037
gene_31_778722464	gene_64_786772955	64.307	339	120	1	1	339	91	428	5.69e-161	454.0	29673	30710	53737	55074	778722464	786772955
gene_31_778722464	gene_21_contig_155057	61.765	340	128	2	1	339	86	424	3.38e-157	444.0	29673	30710	13712	15040	778722464	contig_155057
gene_32_775118401_ext	gene_32_contig_154940	50.538	93	46	0	1362	1454	1181	1273	3.42e-24	108.0	33214	41433	28315	35601	775118401_ext	contig_154940
gene_32_contig_154940	gene_29_766270197_ext	53.279	122	54	1	1152	1273	1102	1220	8.68e-31	129.0	28315	35601	22329	29801	contig_154940	766270197_ext
gene_32_contig_154940	gene_1_786772955	51.02	98	47	1	1176	1273	1018	1114	1.73e-24	108.0	28315	35601	2	6301	contig_154940	786772955
gene_32_contig_154940	gene_32_775118401_ext	50.538	93	46	0	1181	1273	1362	1454	2.74e-24	108.0	28315	35601	33214	41433	contig_154940	775118401_ext
gene_33_766270197_ext	gene_81_786772955	53.357	283	121	3	1	277	1	278	5.54e-106	306.0	31818	32669	67278	68129	766270197_ext	786772955
gene_33_775118401_ext	gene_83_786772955	57.322	239	91	3	1	238	1	229	1.22e-94	273.0	41430	42146	69501	70190	775118401_ext	786772955
gene_33_775118401_ext	gene_30_766270197_ext	56.356	236	99	3	1	235	1	233	2.27e-89	260.0	41430	42146	29785	30507	775118401_ext	766270197_ext
gene_33_775118401_ext	gene_83_contig_155057	51.046	239	111	4	1	238	5	238	1.31e-77	230.0	41430	42146	60046	60771	775118401_ext	contig_155057
gene_33_contig_172037	gene_2_contig_155057	52.239	67	31	1	41	106	10	76	5.45e-24	83.6	38226	38546	1998	2234	contig_172037	contig_155057
gene_35_766270197_ext	gene_79_786772955	61.434	739	280	3	5	738	1	739	0.0	957.0	33137	35353	64713	66932	766270197_ext	786772955
gene_35_766270197_ext	gene_40_775118401_ext	59.304	747	291	3	5	738	1	747	0.0	934.0	33137	35353	45512	47755	766270197_ext	775118401_ext
gene_35_766270197_ext	gene_88_contig_155057	54.076	736	334	3	5	738	1	734	0.0	853.0	33137	35353	63522	65726	766270197_ext	contig_155057
gene_35_766270197_ext	gene_17_778722464	52.255	754	333	10	5	738	1	747	0.0	785.0	33137	35353	19359	21602	766270197_ext	778722464
gene_35_766270197_ext	gene_38_contig_154940	50.0	750	351	8	5	738	1	742	0.0	753.0	33137	35353	39097	41325	766270197_ext	contig_154940
gene_35_775118401_ext	gene_82_786772955	56.429	280	108	3	1	272	8	281	3.25e-110	316.0	43011	43832	68439	69296	775118401_ext	786772955
gene_35_775118401_ext	gene_31_766270197_ext	50.73	274	133	2	1	272	60	333	2.33e-102	298.0	43011	43832	30640	31656	775118401_ext	766270197_ext
gene_35_contig_154940	gene_13_778722464	54.286	315	136	4	2	311	21	332	2.51e-120	345.0	36643	37584	16996	17997	contig_154940	778722464
gene_37_contig_172037	gene_38_766270197_ext	54.688	320	129	6	1	307	1	317	2.75e-115	332.0	41127	42050	36721	37677	contig_172037	766270197_ext
gene_37_contig_172037	gene_7_contig_155057	54.808	312	132	6	1	307	1	308	2.22e-114	329.0	41127	42050	5009	5944	contig_172037	contig_155057
gene_37_contig_172037	gene_19_778722464	50.318	314	145	5	1	307	2	311	1.93e-110	320.0	41127	42050	22949	23944	contig_172037	778722464
gene_37_contig_172037	gene_43_775118401_ext	52.941	289	134	1	17	303	25	313	3.14e-110	319.0	41127	42050	48908	49897	contig_172037	775118401_ext
gene_37_contig_172037	gene_44_contig_154940	50.799	313	137	5	8	307	17	325	4.64e-105	306.0	41127	42050	43629	44609	contig_172037	contig_154940
gene_38_766270197_ext	gene_7_contig_155057	63.208	318	106	5	1	317	1	308	3.71e-141	397.0	36721	37677	5009	5944	766270197_ext	contig_155057
gene_38_766270197_ext	gene_44_contig_154940	63.051	295	104	2	27	317	32	325	1.91e-134	381.0	36721	37677	43629	44609	766270197_ext	contig_154940
gene_38_766270197_ext	gene_43_775118401_ext	59.434	318	123	4	1	315	1	315	2.79e-134	380.0	36721	37677	48908	49897	766270197_ext	775118401_ext
gene_38_766270197_ext	gene_74_786772955	58.36	317	126	5	1	315	1	313	2.95e-132	375.0	36721	37677	62277	63224	766270197_ext	786772955
gene_38_766270197_ext	gene_37_contig_172037	54.688	320	129	6	1	317	1	307	2.85e-115	332.0	36721	37677	41127	42050	766270197_ext	contig_172037
gene_38_775118401_ext	gene_81_786772955	60.987	223	79	4	1	220	65	282	5.12e-93	270.0	44288	44950	67278	68129	775118401_ext	786772955
gene_38_contig_154940	gene_17_778722464	51.872	748	353	5	1	742	1	747	0.0	788.0	39097	41325	19359	21602	contig_154940	778722464
gene_38_contig_154940	gene_35_766270197_ext	50.0	750	351	8	1	742	5	738	0.0	753.0	39097	41325	33137	35353	contig_154940	766270197_ext
gene_3_778722464	gene_22_775118401_ext	60.504	119	46	1	1	118	1	119	5.21e-38	120.0	1154	1510	24534	24896	778722464	775118401_ext
gene_3_778722464	gene_12_786772955	65.354	127	35	2	1	118	1	127	3e-35	114.0	1154	1510	13963	14364	778722464	786772955
gene_3_786772955	gene_27_766270197_ext	59.036	83	33	1	1	82	1	83	1.48e-26	90.1	9337	9624	19251	19532	786772955	766270197_ext
gene_40_775118401_ext	gene_35_766270197_ext	59.304	747	291	3	1	747	5	738	0.0	934.0	45512	47755	33137	35353	775118401_ext	766270197_ext
gene_40_775118401_ext	gene_79_786772955	59.546	749	291	5	1	747	1	739	0.0	926.0	45512	47755	64713	66932	775118401_ext	786772955
gene_40_775118401_ext	gene_88_contig_155057	51.738	748	345	5	2	747	1	734	0.0	792.0	45512	47755	63522	65726	775118401_ext	contig_155057
gene_40_775118401_ext	gene_17_778722464	51.19	756	351	8	1	747	1	747	0.0	767.0	45512	47755	19359	21602	775118401_ext	778722464
gene_42_778722464	gene_64_775118401_ext	51.471	204	70	4	1	203	1	176	4.57e-74	218.0	36689	37339	62150	62689	778722464	775118401_ext
gene_42_778722464	gene_57_766270197_ext	52.709	203	54	3	1	203	1	161	6.17e-72	212.0	36689	37339	48754	49254	778722464	766270197_ext
gene_43_766270197_ext	gene_17_contig_155057	53.435	131	61	0	22	152	1	131	1.79e-52	159.0	40473	40937	11364	11771	766270197_ext	contig_155057
gene_43_775118401_ext	gene_74_786772955	60.568	317	123	1	1	317	1	315	5.7e-147	413.0	48908	49897	62277	63224	775118401_ext	786772955
gene_43_775118401_ext	gene_38_766270197_ext	59.434	318	123	4	1	315	1	315	7.58e-136	385.0	48908	49897	36721	37677	775118401_ext	766270197_ext
gene_43_775118401_ext	gene_7_contig_155057	53.312	317	137	5	1	316	1	307	1.52e-119	343.0	48908	49897	5009	5944	775118401_ext	contig_155057
gene_43_775118401_ext	gene_37_contig_172037	50.16	313	146	2	1	313	1	303	3.76e-111	322.0	48908	49897	41127	42050	775118401_ext	contig_172037
gene_44_contig_154940	gene_38_766270197_ext	63.051	295	104	2	32	325	27	317	1.96e-134	381.0	43629	44609	36721	37677	contig_154940	766270197_ext
gene_44_contig_154940	gene_19_778722464	53.583	321	136	5	8	326	3	312	5.33e-122	350.0	43629	44609	22949	23944	contig_154940	778722464
gene_44_contig_154940	gene_7_contig_155057	54.459	314	133	5	15	326	4	309	6.34e-119	341.0	43629	44609	5009	5944	contig_154940	contig_155057
gene_44_contig_154940	gene_37_contig_172037	50.799	313	137	5	17	325	8	307	4.92e-105	306.0	43629	44609	41127	42050	contig_154940	contig_172037
gene_46_766270197_ext	gene_20_contig_155057	54.589	207	92	2	6	211	1	206	4.79e-78	229.0	42073	42717	12972	13601	766270197_ext	contig_155057
gene_46_766270197_ext	gene_53_775118401_ext	55.556	198	86	2	6	202	1	197	2.1e-75	223.0	42073	42717	56276	56899	766270197_ext	775118401_ext
gene_46_766270197_ext	gene_65_786772955	50.472	212	99	3	4	214	5	211	2.74e-71	212.0	42073	42717	55378	56013	766270197_ext	786772955
gene_46_775118401_ext	gene_72_786772955	56.14	399	165	6	2	399	1	390	1.58e-158	448.0	51716	52915	59244	60419	775118401_ext	786772955
gene_47_775118401_ext	gene_71_786772955	54.307	267	118	2	54	316	3	269	4.78e-96	281.0	52965	53921	58381	59196	775118401_ext	786772955
gene_47_contig_172037	gene_53_775118401_ext	51.0	200	94	2	1	199	1	197	1.41e-63	192.0	47692	48336	56276	56899	contig_172037	775118401_ext
gene_48_766270197_ext	gene_55_775118401_ext	73.55	431	113	1	4	434	2	431	0.0	688.0	43268	44602	57453	58751	766270197_ext	775118401_ext
gene_48_766270197_ext	gene_64_786772955	70.655	443	129	1	1	443	1	442	0.0	687.0	43268	44602	53737	55074	766270197_ext	786772955
gene_48_766270197_ext	gene_21_contig_155057	65.376	439	143	4	5	441	6	437	0.0	611.0	43268	44602	13712	15040	766270197_ext	contig_155057
gene_48_766270197_ext	gene_48_contig_172037	65.493	426	142	4	4	429	6	426	0.0	567.0	43268	44602	48502	49857	766270197_ext	contig_172037
gene_48_766270197_ext	gene_62_contig_154940	57.042	426	179	2	4	429	3	424	0.0	517.0	43268	44602	51932	53236	766270197_ext	contig_154940
gene_48_766270197_ext	gene_31_778722464	65.192	339	118	0	91	429	1	339	9.23e-159	449.0	43268	44602	29673	30710	766270197_ext	778722464
gene_48_contig_172037	gene_21_contig_155057	63.218	435	153	4	5	437	4	433	0.0	586.0	48502	49857	13712	15040	contig_172037	contig_155057
gene_48_contig_172037	gene_55_775118401_ext	63.765	425	150	2	6	426	2	426	0.0	573.0	48502	49857	57453	58751	contig_172037	775118401_ext
gene_48_contig_172037	gene_48_766270197_ext	65.493	426	142	4	6	426	4	429	0.0	567.0	48502	49857	43268	44602	contig_172037	766270197_ext
gene_48_contig_172037	gene_64_786772955	63.294	425	152	2	6	426	4	428	0.0	566.0	48502	49857	53737	55074	contig_172037	786772955
gene_48_contig_172037	gene_62_contig_154940	60.235	425	168	1	5	428	2	426	0.0	549.0	48502	49857	51932	53236	contig_172037	contig_154940
gene_48_contig_172037	gene_31_778722464	64.307	339	119	2	90	426	1	339	2.76e-158	447.0	48502	49857	29673	30710	contig_172037	778722464
gene_4_775118401_ext	gene_1_766270197_ext	72.098	491	135	2	9	497	1	491	0.0	760.0	2325	3824	56	1540	775118401_ext	766270197_ext
gene_4_775118401_ext	gene_29_786772955	65.731	499	168	3	1	497	1	498	0.0	730.0	2325	3824	34888	36393	775118401_ext	786772955
gene_4_775118401_ext	gene_60_contig_155057	61.569	497	182	6	7	499	8	499	0.0	647.0	2325	3824	31748	33250	775118401_ext	contig_155057
gene_4_775118401_ext	gene_8_contig_154940	60.177	452	180	0	5	456	2	453	0.0	615.0	2325	3824	7469	8950	775118401_ext	contig_154940
gene_4_775118401_ext	gene_63_778722464	60.123	489	191	2	5	491	8	494	0.0	610.0	2325	3824	48892	50397	775118401_ext	778722464
gene_4_775118401_ext	gene_6_contig_172037	64.706	391	136	2	68	458	1	389	0.0	541.0	2325	3824	5291	6568	775118401_ext	contig_172037
gene_4_778722464	gene_19_contig_172037	73.889	180	46	1	1	179	13	192	3.49e-96	273.0	1521	2060	17278	17856	778722464	contig_172037
gene_4_778722464	gene_19_766270197_ext	70.391	179	52	1	1	179	1	178	6.3e-91	259.0	1521	2060	15145	15681	778722464	766270197_ext
gene_4_778722464	gene_74_contig_155057	74.699	166	41	1	14	179	1	165	5.36e-87	249.0	1521	2060	45332	45829	778722464	contig_155057
gene_4_778722464	gene_9_786772955	68.156	179	56	1	1	179	1	178	4.11e-86	247.0	1521	2060	13039	13575	778722464	786772955
gene_4_778722464	gene_24_contig_154940	53.333	180	75	4	4	176	2	179	2.93e-58	177.0	1521	2060	20464	21009	778722464	contig_154940
gene_4_778722464	gene_24_775118401_ext	60.825	97	38	0	1	97	1	97	2.2e-38	130.0	1521	2060	25037	26044	778722464	775118401_ext
gene_4_778722464	gene_24_775118401_ext	51.807	83	25	3	100	177	261	333	4.23e-21	84.7	1521	2060	25037	26044	778722464	775118401_ext
gene_4_786772955	gene_26_766270197_ext	61.538	117	44	1	1	116	1	117	3.29e-48	146.0	9645	9995	18877	19236	786772955	766270197_ext
gene_4_786772955	gene_29_contig_154940	64.348	115	39	2	1	113	1	115	7.69e-48	145.0	9645	9995	24191	24541	786772955	contig_154940
gene_4_786772955	gene_25_contig_172037	58.621	116	48	0	1	116	1	116	2.91e-47	144.0	9645	9995	21619	21975	786772955	contig_172037
gene_4_786772955	gene_8_778722464	59.829	117	46	1	1	116	1	117	4.19e-47	144.0	9645	9995	5043	5396	786772955	778722464
gene_4_786772955	gene_79_contig_155057	55.085	118	51	2	1	116	1	118	3.96e-40	126.0	9645	9995	48757	49119	786772955	contig_155057
gene_4_786772955	gene_29_775118401_ext	50.862	116	57	0	1	116	1	116	7.44e-40	125.0	9645	9995	29689	30045	786772955	775118401_ext
gene_51_775118401_ext	gene_66_786772955	51.22	82	40	0	1	82	1	82	2.21e-28	94.4	55732	56001	56010	56279	775118401_ext	786772955
gene_52_786772955	gene_63_775118401_ext	73.333	75	20	0	1	75	1	75	1.88e-37	116.0	49113	49340	61923	62153	786772955	775118401_ext
gene_53_775118401_ext	gene_65_786772955	63.768	207	73	1	1	207	7	211	2.22e-96	275.0	56276	56899	55378	56013	775118401_ext	786772955
gene_53_775118401_ext	gene_46_766270197_ext	55.714	210	89	3	1	207	6	214	6.85e-79	231.0	56276	56899	42073	42717	775118401_ext	766270197_ext
gene_53_775118401_ext	gene_20_contig_155057	53.11	209	96	2	1	207	1	209	1.4e-77	228.0	56276	56899	12972	13601	775118401_ext	contig_155057
gene_53_775118401_ext	gene_28_778722464	50.481	208	101	2	1	207	1	207	2.59e-75	222.0	56276	56899	28428	29051	775118401_ext	778722464
gene_53_775118401_ext	gene_47_contig_172037	50.98	204	95	3	1	200	1	203	1.12e-63	192.0	56276	56899	47692	48336	775118401_ext	contig_172037
gene_55_775118401_ext	gene_64_786772955	77.7	426	95	0	2	427	4	429	0.0	714.0	57453	58751	53737	55074	775118401_ext	786772955
gene_55_775118401_ext	gene_48_766270197_ext	73.55	431	113	1	2	431	4	434	0.0	688.0	57453	58751	43268	44602	775118401_ext	766270197_ext
gene_55_775118401_ext	gene_21_contig_155057	64.019	428	147	2	3	429	6	427	0.0	600.0	57453	58751	13712	15040	775118401_ext	contig_155057
gene_55_775118401_ext	gene_48_contig_172037	63.765	425	150	2	2	426	6	426	0.0	573.0	57453	58751	48502	49857	775118401_ext	contig_172037
gene_55_775118401_ext	gene_62_contig_154940	56.941	425	180	1	2	426	3	424	0.0	527.0	57453	58751	51932	53236	775118401_ext	contig_154940
gene_55_775118401_ext	gene_31_778722464	64.058	345	123	1	89	432	1	345	4.79e-159	449.0	57453	58751	29673	30710	775118401_ext	778722464
gene_57_766270197_ext	gene_64_775118401_ext	60.894	179	55	1	1	164	1	179	1.01e-80	233.0	48754	49254	62150	62689	766270197_ext	775118401_ext
gene_57_766270197_ext	gene_42_778722464	52.709	203	54	3	1	161	1	203	4.74e-72	212.0	48754	49254	36689	37339	766270197_ext	778722464
gene_57_766270197_ext	gene_65_contig_154940	57.396	169	68	2	1	165	27	195	3.27e-66	198.0	48754	49254	55126	55806	766270197_ext	contig_154940
gene_57_766270197_ext	gene_26_contig_155057	50.4	125	52	4	47	161	1	125	4.47e-36	118.0	48754	49254	17583	17999	766270197_ext	contig_155057
gene_58_contig_154940	gene_27_778722464	59.036	83	34	0	5	87	3	85	8.78e-38	119.0	50281	50586	28108	28431	contig_154940	778722464
gene_5_766270197_ext	gene_27_786772955	71.215	469	124	5	1	463	1	464	0.0	693.0	4268	5665	31615	33009	766270197_ext	786772955
gene_5_766270197_ext	gene_7_775118401_ext	68.468	444	136	3	18	457	26	469	0.0	638.0	4268	5665	5748	7172	766270197_ext	775118401_ext
gene_5_766270197_ext	gene_62_contig_155057	62.611	452	167	1	6	457	2	451	0.0	592.0	4268	5665	35520	36893	766270197_ext	contig_155057
gene_5_766270197_ext	gene_67_778722464	59.56	455	171	4	7	460	20	462	0.0	546.0	4268	5665	52407	53801	766270197_ext	778722464
gene_5_766270197_ext	gene_8_contig_172037	58.52	446	162	5	29	459	54	491	0.0	539.0	4268	5665	8569	10050	766270197_ext	contig_172037
gene_5_766270197_ext	gene_11_contig_154940	59.434	424	167	3	29	452	33	451	0.0	528.0	4268	5665	10795	12159	766270197_ext	contig_154940
gene_5_775118401_ext	gene_28_786772955	51.446	484	218	5	10	487	3	475	0.0	521.0	4022	5485	33343	34776	775118401_ext	786772955
gene_5_775118401_ext	gene_61_contig_155057	51.23	447	215	2	39	484	38	482	1.47e-173	493.0	4022	5485	33605	35062	775118401_ext	contig_155057
gene_60_contig_154940	gene_28_778722464	63.942	208	74	1	6	213	1	207	1.27e-99	284.0	50761	51402	28428	29051	contig_154940	778722464
gene_60_contig_154940	gene_20_contig_155057	53.589	209	96	1	6	213	1	209	4.06e-81	237.0	50761	51402	12972	13601	contig_154940	contig_155057
gene_60_contig_154940	gene_65_786772955	53.589	209	92	3	6	213	7	211	6.71e-77	226.0	50761	51402	55378	56013	contig_154940	786772955
gene_60_contig_155057	gene_29_786772955	62.374	497	181	5	8	500	7	501	0.0	662.0	31748	33250	34888	36393	contig_155057	786772955
gene_60_contig_155057	gene_4_775118401_ext	61.569	497	182	6	8	499	7	499	0.0	647.0	31748	33250	2325	3824	contig_155057	775118401_ext
gene_60_contig_155057	gene_1_766270197_ext	62.857	490	177	4	12	497	3	491	0.0	647.0	31748	33250	56	1540	contig_155057	766270197_ext
gene_60_contig_155057	gene_8_contig_154940	53.988	489	218	6	7	490	3	489	0.0	555.0	31748	33250	7469	8950	contig_155057	contig_154940
gene_60_contig_155057	gene_63_778722464	55.215	489	211	6	8	490	10	496	0.0	541.0	31748	33250	48892	50397	contig_155057	778722464
gene_60_contig_155057	gene_6_contig_172037	57.5	400	167	3	69	466	1	399	1.05e-168	479.0	31748	33250	5291	6568	contig_155057	contig_172037
gene_61_contig_155057	gene_7_contig_172037	59.735	452	171	5	33	482	5	447	0.0	546.0	33605	35062	6917	8275	contig_155057	contig_172037
gene_61_contig_155057	gene_5_775118401_ext	51.23	447	215	2	38	482	39	484	1.46e-173	493.0	33605	35062	4022	5485	contig_155057	775118401_ext
gene_61_contig_155057	gene_2_766270197_ext	52.07	459	213	5	33	485	28	485	1.29e-172	491.0	33605	35062	1966	3429	contig_155057	766270197_ext
gene_61_contig_155057	gene_28_786772955	50.11	455	213	6	35	482	25	472	2.79e-163	467.0	33605	35062	33343	34776	contig_155057	786772955
gene_62_contig_154940	gene_48_contig_172037	60.235	425	168	1	2	426	5	428	0.0	549.0	51932	53236	48502	49857	contig_154940	contig_172037
gene_62_contig_154940	gene_21_contig_155057	58.588	425	172	2	1	424	3	424	0.0	535.0	51932	53236	13712	15040	contig_154940	contig_155057
gene_62_contig_154940	gene_64_786772955	58.588	425	173	1	3	424	4	428	0.0	532.0	51932	53236	53737	55074	contig_154940	786772955
gene_62_contig_154940	gene_55_775118401_ext	56.941	425	180	1	3	424	2	426	0.0	527.0	51932	53236	57453	58751	contig_154940	775118401_ext
gene_62_contig_154940	gene_48_766270197_ext	57.042	426	179	2	3	424	4	429	0.0	517.0	51932	53236	43268	44602	contig_154940	766270197_ext
gene_62_contig_154940	gene_31_778722464	65.789	342	116	1	87	427	1	342	5.23e-163	459.0	51932	53236	29673	30710	contig_154940	778722464
gene_62_contig_155057	gene_5_766270197_ext	62.611	452	167	1	2	451	6	457	0.0	592.0	35520	36893	4268	5665	contig_155057	766270197_ext
gene_62_contig_155057	gene_27_786772955	60.349	459	174	5	4	456	7	463	0.0	571.0	35520	36893	31615	33009	contig_155057	786772955
gene_62_contig_155057	gene_7_775118401_ext	59.268	437	167	3	21	449	34	467	0.0	546.0	35520	36893	5748	7172	contig_155057	775118401_ext
gene_62_contig_155057	gene_11_contig_154940	57.556	450	180	2	7	448	7	453	0.0	533.0	35520	36893	10795	12159	contig_155057	contig_154940
gene_62_contig_155057	gene_67_778722464	59.529	425	166	4	27	449	37	457	0.0	518.0	35520	36893	52407	53801	contig_155057	778722464
gene_62_contig_155057	gene_8_contig_172037	55.459	458	182	5	9	449	35	487	2.12e-180	509.0	35520	36893	8569	10050	contig_155057	contig_172037
