chr	name	start	end	length	strand	orf_annotation	conserved_proteins
SAMEA2620078_38	gene_43_SAMEA2620078_38	49454	50323	289_aa	-	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24
SAMEA2620078_38	gene_44_SAMEA2620078_38	50362	50835	157_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_45_SAMEA2620078_38	50837	53239	800_aa	-	DNA polymerase family B	DNA polymerase family B
SAMEA2620078_38	gene_46_SAMEA2620078_38	53249	54301	350_aa	-	IMP dehydrogenase / GMP reductase domain	
SAMEA2620078_38	gene_47_SAMEA2620078_38	54279	54545	88_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_48_SAMEA2620078_38	54526	54789	87_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_49_SAMEA2620078_38	54791	55555	254_aa	-	DNA polymerase sliding clamp, gene27	DNA polymerase sliding clamp, gene27
SAMEA2620078_38	gene_50_SAMEA2620078_38	55697	56611	304_aa	-	radB-like recombinase	radB-like recombinase
SAMEA2620078_38	gene_51_SAMEA2620078_38	56617	56841	74_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_52_SAMEA2620078_38	56912	57067	51_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_53_SAMEA2620078_38	57073	58347	424_aa	-	putative DNA-binding protein, gene29	putative DNA-binding protein, gene29
SAMEA2620078_38	gene_54_SAMEA2620078_38	58337	59248	303_aa	-	Replication factor C small subunit, gene30	Replication factor C small subunit, gene30
SAMEA2620078_38	gene_55_SAMEA2620078_38	59424	59630	68_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_56_SAMEA2620078_38	59620	59745	41_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_57_SAMEA2620078_38	59742	60092	116_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_58_SAMEA2620078_38	60083	60223	46_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_59_SAMEA2620078_38	60223	61050	275_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_60_SAMEA2620078_38	61025	61438	137_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_61_SAMEA2620078_38	61474	61740	88_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_62_SAMEA2620078_38	61737	63227	496_aa	-	ATP-dependent DNA ligase	ATP-dependent DNA ligase
SAMEA2620078_38	gene_63_SAMEA2620078_38	63316	63504	62_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_64_SAMEA2620078_38	63497	63778	93_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_65_SAMEA2620078_38	63766	64008	80_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_66_SAMEA2620078_38	64116	64541	141_aa	-	Prokaryotic homologs of the JAB domain	
SAMEA2620078_38	gene_67_SAMEA2620078_38	64541	64732	63_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_68_SAMEA2620078_38	64732	65265	177_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_69_SAMEA2620078_38	65262	65354	30_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_70_SAMEA2620078_38	65354	65437	27_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_71_SAMEA2620078_38	65443	66000	185_aa	-	ThiF family protein	
SAMEA2620078_38	gene_72_SAMEA2620078_38	65993	66487	164_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_73_SAMEA2620078_38	66570	67817	415_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_74_SAMEA2620078_38	67819	69006	395_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_75_SAMEA2620078_38	69012	69254	80_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_76_SAMEA2620078_38	69260	69475	71_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_77_SAMEA2620078_38	69587	71482	631_aa	-	ribonucleoside-triphosphate reductase	
SAMEA2620078_38	gene_78_SAMEA2620078_38	71446	71913	155_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_79_SAMEA2620078_38	71985	72281	98_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_80_SAMEA2620078_38	72278	72508	76_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_81_SAMEA2620078_38	72513	72824	103_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_82_SAMEA2620078_38	72821	73195	124_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_83_SAMEA2620078_38	73333	73554	73_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_84_SAMEA2620078_38	73569	73886	105_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_85_SAMEA2620078_38	74040	74276	78_aa	-	Domain of Unknown Function with PDB structure (DUF3860)	
SAMEA2620078_38	gene_86_SAMEA2620078_38	74251	74496	81_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_87_SAMEA2620078_38	74503	74775	90_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_88_SAMEA2620078_38	74804	75010	68_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_89_SAMEA2620078_38	75012	75305	97_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_90_SAMEA2620078_38	76022	76501	159_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_91_SAMEA2620078_38	76618	76827	69_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_92_SAMEA2620078_38	76820	77065	81_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_93_SAMEA2620078_38	77058	77195	45_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_94_SAMEA2620078_38	77192	77449	85_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_95_SAMEA2620078_38	77449	77637	62_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_96_SAMEA2620078_38	77634	77909	91_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_97_SAMEA2620078_38	78278	78754	158_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_98_SAMEA2620078_38	79347	79973	208_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_99_SAMEA2620078_38	80388	80750	120_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_100_SAMEA2620078_38	80915	81022	35_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_101_SAMEA2620078_38	81019	82089	356_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_102_SAMEA2620078_38	82070	83638	522_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_103_SAMEA2620078_38	83688	84158	156_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_104_SAMEA2620078_38	84155	84466	103_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_105_SAMEA2620078_38	84471	85226	251_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_106_SAMEA2620078_38	85229	85480	83_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_107_SAMEA2620078_38	85482	85745	87_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_108_SAMEA2620078_38	85742	86062	106_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_109_SAMEA2620078_38	86059	87111	350_aa	+	acid phosphatase	
SAMEA2620078_38	gene_110_SAMEA2620078_38	87077	87844	255_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_111_SAMEA2620078_38	87844	88170	108_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_112_SAMEA2620078_38	88167	88295	42_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_113_SAMEA2620078_38	88285	88395	36_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_114_SAMEA2620078_38	88400	88711	103_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_115_SAMEA2620078_38	88708	89847	379_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_116_SAMEA2620078_38	89893	90144	83_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_117_SAMEA2620078_38	90144	90299	51_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_118_SAMEA2620078_38	90296	91567	423_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_119_SAMEA2620078_38	91567	92862	431_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_120_SAMEA2620078_38	92868	93053	61_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_121_SAMEA2620078_38	93059	93721	220_aa	+	DUF1804 Protein of unknown function (DUF1804)	DUF1804 Protein of unknown function (DUF1804)
SAMEA2620078_38	gene_122_SAMEA2620078_38	93718	93975	85_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_123_SAMEA2620078_38	93972	94100	43_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_1_SAMEA2621151_104_ext	1	1458	485_aa	+		
SAMEA2621151_104_ext	gene_2_SAMEA2621151_104_ext	1439	2452	337_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_3_SAMEA2621151_104_ext	2483	2692	69_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_4_SAMEA2621151_104_ext	2689	2844	51_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_5_SAMEA2621151_104_ext	2849	3325	158_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_6_SAMEA2621151_104_ext	3322	4002	226_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_7_SAMEA2621151_104_ext	3992	4243	83_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_8_SAMEA2621151_104_ext	4308	4916	202_aa	-	DnaQ-like 3'-5' exonuclease, gene18	DnaQ-like 3'-5' exonuclease, gene18
SAMEA2621151_104_ext	gene_9_SAMEA2621151_104_ext	4909	6435	508_aa	-	DNA replicative helicase, gene19	DNA replicative helicase, gene19
SAMEA2621151_104_ext	gene_10_SAMEA2621151_104_ext	6435	7130	231_aa	-	ERCC4-type nuclease, gene20	ERCC4-type nuclease, gene20
SAMEA2621151_104_ext	gene_11_SAMEA2621151_104_ext	7127	8140	337_aa	-	Primase AE_Prim_S, gene21	Primase AE_Prim_S, gene21
SAMEA2621151_104_ext	gene_12_SAMEA2621151_104_ext	8155	8589	144_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_13_SAMEA2621151_104_ext	8576	9439	287_aa	-	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24
SAMEA2621151_104_ext	gene_14_SAMEA2621151_104_ext	9475	9975	166_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_15_SAMEA2621151_104_ext	9977	12427	816_aa	-	DNA polymerase family B	DNA polymerase family B
SAMEA2621151_104_ext	gene_16_SAMEA2621151_104_ext	12369	12680	103_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_17_SAMEA2621151_104_ext	12674	12904	76_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_18_SAMEA2621151_104_ext	12906	13160	84_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_19_SAMEA2621151_104_ext	13160	13390	76_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_20_SAMEA2621151_104_ext	13387	14145	252_aa	-	DNA polymerase sliding clamp, gene27	DNA polymerase sliding clamp, gene27
SAMEA2621151_104_ext	gene_21_SAMEA2621151_104_ext	14198	15112	304_aa	-	radB-like recombinase	radB-like recombinase
SAMEA2621151_104_ext	gene_22_SAMEA2621151_104_ext	15112	15312	66_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_23_SAMEA2621151_104_ext	15333	16592	419_aa	-	putative DNA-binding protein, gene29	putative DNA-binding protein, gene29
SAMEA2621151_104_ext	gene_24_SAMEA2621151_104_ext	16743	16988	81_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_25_SAMEA2621151_104_ext	17151	17282	43_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_26_SAMEA2621151_104_ext	17269	17667	132_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_27_SAMEA2621151_104_ext	17668	17892	74_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_28_SAMEA2621151_104_ext	17919	18086	55_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_29_SAMEA2621151_104_ext	18083	18268	61_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_30_SAMEA2621151_104_ext	18265	18459	64_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_31_SAMEA2621151_104_ext	18437	18664	75_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_32_SAMEA2621151_104_ext	18661	20148	495_aa	-	ATP-dependent DNA ligase	ATP-dependent DNA ligase
SAMEA2621151_104_ext	gene_33_SAMEA2621151_104_ext	20135	20380	81_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_34_SAMEA2621151_104_ext	20359	20745	128_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_35_SAMEA2621151_104_ext	20721	21194	157_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_36_SAMEA2621151_104_ext	21195	21290	31_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_37_SAMEA2621151_104_ext	21359	21931	190_aa	-	ThiF family protein	
SAMEA2621151_104_ext	gene_38_SAMEA2621151_104_ext	21915	22565	216_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_39_SAMEA2621151_104_ext	22567	23742	391_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_40_SAMEA2621151_104_ext	23742	23990	82_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_41_SAMEA2621151_104_ext	23990	24262	90_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_42_SAMEA2621151_104_ext	24293	26149	618_aa	-	ribonucleoside-triphosphate reductase	
SAMEA2621151_104_ext	gene_43_SAMEA2621151_104_ext	26149	26571	140_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_44_SAMEA2621151_104_ext	26558	27118	186_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_45_SAMEA2621151_104_ext	27272	27442	56_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_46_SAMEA2621151_104_ext	27432	27719	95_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_47_SAMEA2621151_104_ext	27720	27869	49_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_48_SAMEA2621151_104_ext	27866	28174	102_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_49_SAMEA2621151_104_ext	28174	28377	67_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_50_SAMEA2621151_104_ext	28374	28709	111_aa	-	MazG nucleotide pyrophosphohydrolase domain	
SAMEA2621151_104_ext	gene_51_SAMEA2621151_104_ext	28709	28993	94_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_52_SAMEA2621151_104_ext	29130	29291	53_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_53_SAMEA2621151_104_ext	29323	29652	109_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_54_SAMEA2621151_104_ext	29654	30061	135_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_55_SAMEA2621151_104_ext	30192	30395	67_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_56_SAMEA2621151_104_ext	30569	30793	74_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_57_SAMEA2621151_104_ext	30790	31032	80_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_58_SAMEA2621151_104_ext	31029	31301	90_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_59_SAMEA2621151_104_ext	33286	33507	73_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_60_SAMEA2621151_104_ext	33754	34347	197_aa	-	 hypothetical protein	
SAMEA2621151_104_ext	gene_61_SAMEA2621151_104_ext	34494	35006	170_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_62_SAMEA2621151_104_ext	36700	37056	118_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_63_SAMEA2621151_104_ext	37243	39636	797_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_64_SAMEA2621151_104_ext	39638	40189	183_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_65_SAMEA2621151_104_ext	40189	41028	279_aa	+	acid phosphatase	
SAMEA2621151_104_ext	gene_66_SAMEA2621151_104_ext	41009	42262	417_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_67_SAMEA2621151_104_ext	42329	43978	549_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_68_SAMEA2621151_104_ext	43984	44532	182_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_69_SAMEA2621151_104_ext	44534	44830	98_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_70_SAMEA2621151_104_ext	44827	45024	65_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_71_SAMEA2621151_104_ext	45027	45281	84_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_72_SAMEA2621151_104_ext	45283	45483	66_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_73_SAMEA2621151_104_ext	45488	45775	95_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_74_SAMEA2621151_104_ext	45780	46118	112_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_75_SAMEA2621151_104_ext	46115	46588	157_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_76_SAMEA2621151_104_ext	46585	47394	269_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_77_SAMEA2621151_104_ext	47384	47839	151_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_78_SAMEA2621151_104_ext	47845	48030	61_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_79_SAMEA2621151_104_ext	48027	48284	85_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_80_SAMEA2621151_104_ext	48284	49687	467_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_81_SAMEA2621151_104_ext	49690	49971	93_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_82_SAMEA2621151_104_ext	49964	50626	220_aa	+	DUF1804 Protein of unknown function (DUF1804)	DUF1804 Protein of unknown function (DUF1804)
SAMEA2621151_104_ext	gene_83_SAMEA2621151_104_ext	50623	50820	65_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_84_SAMEA2621151_104_ext	50826	51029	67_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_85_SAMEA2621151_104_ext	51213	51566	117_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_86_SAMEA2621151_104_ext	51563	51688	41_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_87_SAMEA2621151_104_ext	51691	51894	67_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_88_SAMEA2621151_104_ext	51926	53707	593_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_89_SAMEA2621151_104_ext	53709	56243	844_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_90_SAMEA2621151_104_ext	56240	56806	188_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_91_SAMEA2621151_104_ext	56844	58232	462_aa	+	terminase	terminase
SAMEA2621151_104_ext	gene_92_SAMEA2621151_104_ext	58219	59601	460_aa	+	UvrD-like helicase/homing endonuclease	UvrD-like helicase/homing endonuclease
SAMEA2621151_104_ext	gene_93_SAMEA2621151_104_ext	59604	61235	543_aa	+	phage portal protein	phage portal protein
SAMEA2621151_104_ext	gene_94_SAMEA2621151_104_ext	61232	61396	54_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_95_SAMEA2621151_104_ext	61398	61607	69_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_96_SAMEA2621151_104_ext	61617	63221	534_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_97_SAMEA2621151_104_ext	63208	63459	83_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_98_SAMEA2621151_104_ext	63449	64069	206_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_99_SAMEA2621151_104_ext	64128	64451	107_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_100_SAMEA2621151_104_ext	64444	66537	697_aa	+	ATP-dependent DNA ligase	ATP-dependent DNA ligase
SAMEA2621151_104_ext	gene_101_SAMEA2621151_104_ext	66588	67841	417_aa	+	phage prohead protease	phage prohead protease
SAMEA2621151_104_ext	gene_102_SAMEA2621151_104_ext	67847	69142	431_aa	+	major capsid protein	major capsid protein
SAMEA2621151_104_ext	gene_103_SAMEA2621151_104_ext	69155	69520	121_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_104_SAMEA2621151_104_ext	69522	69881	119_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_105_SAMEA2621151_104_ext	69930	70565	211_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_106_SAMEA2621151_104_ext	70573	73626	1017_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_107_SAMEA2621151_104_ext	73623	74717	364_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_108_SAMEA2621151_104_ext	74710	75420	236_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_109_SAMEA2621151_104_ext	75437	75628	63_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_110_SAMEA2621151_104_ext	75628	75942	104_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_111_SAMEA2621151_104_ext	75942	76574	210_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_112_SAMEA2621151_104_ext	76594	78927	777_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_113_SAMEA2621151_104_ext	78978	79355	125_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_114_SAMEA2621151_104_ext	79400	79594	64_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_115_SAMEA2621151_104_ext	79587	81176	529_aa	+	MAP7 (E-MAP-115) family	
SAMEA2621151_104_ext	gene_116_SAMEA2621151_104_ext	81176	82246	356_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_117_SAMEA2621151_104_ext	82243	83379	378_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_118_SAMEA2621151_104_ext	83376	90845	2489_aa	+	Domain of Unknown Function (DUF1041)	
SAMEA2621151_104_ext	gene_119_SAMEA2621151_104_ext	90842	91228	128_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_120_SAMEA2621151_104_ext	91228	93657	809_aa	+	 hypothetical protein	
SAMEA2621151_104_ext	gene_121_SAMEA2621151_104_ext	93638	94651	337_aa	+	hypothetical protein
SAMEA2621151_104_ext	gene_122_SAMEA2621151_104_ext	94682	94891	69_aa	+	hypothetical protein
SAMEA2621151_104_ext	gene_123_SAMEA2621151_104_ext	94888	95043	51_aa	+	hypothetical protein
SAMEA2621151_104_ext	gene_124_SAMEA2621151_104_ext	95048	95524	158_aa	+	hypothetical protein
SAMEA2621151_104_ext	gene_125_SAMEA2621151_104_ext	95521	96201	226_aa	+	hypothetical protein
SAMEA2621151_104_ext	gene_126_SAMEA2621151_104_ext	96191	96442	83_aa	+	hypothetical protein
SAMEA2621151_104_ext	gene_127_SAMEA2621151_104_ext	96507	97115	202_aa	-	hypothetical protein
SAMEA2621151_104_ext	gene_128_SAMEA2621151_104_ext	97108	98634	508_aa	-	hypothetical protein
SAMEA2621151_104_ext	gene_129_SAMEA2621151_104_ext	98634	99329	231_aa	-	hypothetical protein
