qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	name	start	end	query_contig	subject_contig	subject_start	subject_end
gene_89_contig_155688	gene_23_contig_154566	65.541	592	191	5	1	592	1	579	0.0	793.0	gene_23_contig_154566	32577	34319	SAMEA2621085_65	SAMEA2619923_17	32577	34319
gene_82_contig_156409	gene_23_contig_154566	56.61600000000001	597	233	9	1	594	1	574	0.0	683.0	gene_23_contig_154566	32577	34319	SAMEA2621085_65	SAMEA2619923_17	32577	34319
gene_25_SAMEA2619923_17	gene_23_contig_154566	64.846	586	196	6	1	582	1	580	0.0	768.0	gene_23_contig_154566	32577	34319	SAMEA2621085_65	SAMEA2619923_17	32577	34319
gene_29_SAMEA2621085_65	gene_23_contig_154566	70.408	588	160	4	4	586	2	580	0.0	834.0	gene_23_contig_154566	32577	34319	SAMEA2621085_65	SAMEA2619923_17	32577	34319
gene_84_SAMEA2621151_40	gene_23_contig_154566	72.40100000000001	558	137	3	1	545	27	580	0.0	838.0	gene_23_contig_154566	32577	34319	SAMEA2621085_65	SAMEA2619923_17	32577	34319
gene_84_SAMEA2621151_40	gene_23_contig_154566	72.40100000000001	558	137	3	1	545	27	580	0.0	838.0	gene_23_contig_154566	32577	34319	SAMEA2621085_65	SAMEA2619923_17	32577	34319
gene_82_contig_156409	gene_89_contig_155688	55.519	607	246	8	4	603	3	592	0.0	672.0	gene_89_contig_155688	81163	82944	SAMEA2621085_65	SAMEA2619923_17	81163	82944
gene_23_contig_154566	gene_89_contig_155688	65.541	592	191	5	1	579	1	592	0.0	800.0	gene_89_contig_155688	81163	82944	SAMEA2621085_65	SAMEA2619923_17	81163	82944
gene_25_SAMEA2619923_17	gene_89_contig_155688	58.242	637	165	7	1	581	1	592	0.0	757.0	gene_89_contig_155688	81163	82944	SAMEA2621085_65	SAMEA2619923_17	81163	82944
gene_29_SAMEA2621085_65	gene_89_contig_155688	65.008	603	182	5	1	585	1	592	0.0	818.0	gene_89_contig_155688	81163	82944	SAMEA2621085_65	SAMEA2619923_17	81163	82944
gene_84_SAMEA2621151_40	gene_89_contig_155688	67.788	565	160	3	1	544	29	592	0.0	804.0	gene_89_contig_155688	81163	82944	SAMEA2621085_65	SAMEA2619923_17	81163	82944
gene_83_contig_155688	gene_17_contig_154566	80.637	377	62	3	1	366	1	377	0.0	613.0	gene_17_contig_154566	23323	24456	SAMEA2621085_65	SAMEA2619923_17	23323	24456
gene_88_contig_156409	gene_17_contig_154566	69.531	384	107	6	1	381	1	377	0.0	535.0	gene_17_contig_154566	23323	24456	SAMEA2621085_65	SAMEA2619923_17	23323	24456
gene_83_contig_155688	gene_17_contig_154566	80.637	377	62	3	1	366	1	377	0.0	613.0	gene_17_contig_154566	23323	24456	SAMEA2621085_65	SAMEA2619923_17	23323	24456
gene_88_contig_156409	gene_17_contig_154566	69.531	384	107	6	1	381	1	377	0.0	535.0	gene_17_contig_154566	23323	24456	SAMEA2621085_65	SAMEA2619923_17	23323	24456
gene_31_SAMEA2619923_17	gene_17_contig_154566	77.215	395	71	5	1	394	1	377	0.0	608.0	gene_17_contig_154566	23323	24456	SAMEA2621085_65	SAMEA2619923_17	23323	24456
gene_35_SAMEA2621085_65	gene_17_contig_154566	86.20700000000001	377	51	1	1	376	1	377	0.0	671.0	gene_17_contig_154566	23323	24456	SAMEA2621085_65	SAMEA2619923_17	23323	24456
gene_78_SAMEA2621151_40	gene_17_contig_154566	77.551	392	72	5	1	391	1	377	0.0	610.0	gene_17_contig_154566	23323	24456	SAMEA2621085_65	SAMEA2619923_17	23323	24456
gene_78_SAMEA2621151_40	gene_17_contig_154566	77.551	392	72	5	1	391	1	377	0.0	610.0	gene_17_contig_154566	23323	24456	SAMEA2621085_65	SAMEA2619923_17	23323	24456
gene_84_contig_155688	gene_18_contig_154566	57.549	457	169	10	17	457	13	460	3.309999999999999e-158	452.0	gene_18_contig_154566	24459	25847	SAMEA2621085_65	SAMEA2619923_17	24459	25847
gene_87_contig_156409	gene_18_contig_154566	50.753	465	202	8	17	470	12	460	1.1299999999999998e-139	405.0	gene_18_contig_154566	24459	25847	SAMEA2621085_65	SAMEA2619923_17	24459	25847
gene_84_contig_155688	gene_18_contig_154566	57.549	457	169	10	17	457	13	460	3.309999999999999e-158	452.0	gene_18_contig_154566	24459	25847	SAMEA2621085_65	SAMEA2619923_17	24459	25847
gene_87_contig_156409	gene_18_contig_154566	50.753	465	202	8	17	470	12	460	1.1299999999999998e-139	405.0	gene_18_contig_154566	24459	25847	SAMEA2621085_65	SAMEA2619923_17	24459	25847
gene_30_SAMEA2619923_17	gene_18_contig_154566	53.978	465	197	7	7	459	1	460	1.5699999999999998e-152	438.0	gene_18_contig_154566	24459	25847	SAMEA2621085_65	SAMEA2619923_17	24459	25847
gene_34_SAMEA2621085_65	gene_18_contig_154566	67.028	461	136	8	14	466	8	460	0.0	561.0	gene_18_contig_154566	24459	25847	SAMEA2621085_65	SAMEA2619923_17	24459	25847
gene_79_SAMEA2621151_40	gene_18_contig_154566	64.301	465	152	9	8	464	1	459	0.0	531.0	gene_18_contig_154566	24459	25847	SAMEA2621085_65	SAMEA2619923_17	24459	25847
gene_79_SAMEA2621151_40	gene_18_contig_154566	64.301	465	152	9	8	464	1	459	0.0	531.0	gene_18_contig_154566	24459	25847	SAMEA2621085_65	SAMEA2619923_17	24459	25847
gene_86_contig_155688	gene_39_contig_154566	59.701	67	25	1	24	90	8	72	3.7e-23	85.5	gene_39_contig_154566	48368	48586	SAMEA2621085_65	SAMEA2619923_17	48368	48586
gene_86_contig_155688	gene_39_contig_154566	59.701	67	25	1	24	90	8	72	3.7e-23	85.5	gene_39_contig_154566	48368	48586	SAMEA2621085_65	SAMEA2619923_17	48368	48586
gene_87_contig_156409	gene_84_contig_155688	50.763000000000005	459	204	7	18	471	17	458	1.6699999999999996e-145	420.0	gene_84_contig_155688	72525	73904	SAMEA2621085_65	SAMEA2619923_17	72525	73904
gene_18_contig_154566	gene_84_contig_155688	59.17	458	160	11	13	460	17	457	3.729999999999999e-173	490.0	gene_84_contig_155688	72525	73904	SAMEA2621085_65	SAMEA2619923_17	72525	73904
gene_30_SAMEA2619923_17	gene_84_contig_155688	54.248000000000005	459	164	13	21	454	15	452	2.1099999999999995e-151	435.0	gene_84_contig_155688	72525	73904	SAMEA2621085_65	SAMEA2619923_17	72525	73904
gene_34_SAMEA2621085_65	gene_84_contig_155688	58.898	472	152	12	14	467	11	458	1.8299999999999992e-178	504.0	gene_84_contig_155688	72525	73904	SAMEA2621085_65	SAMEA2619923_17	72525	73904
gene_79_SAMEA2621151_40	gene_84_contig_155688	58.13399999999999	461	159	10	19	464	15	456	1.5399999999999997e-172	489.0	gene_84_contig_155688	72525	73904	SAMEA2621085_65	SAMEA2619923_17	72525	73904
gene_88_contig_156409	gene_83_contig_155688	71.916	381	92	4	1	381	1	366	0.0	551.0	gene_83_contig_155688	71407	72507	SAMEA2621085_65	SAMEA2619923_17	71407	72507
gene_17_contig_154566	gene_83_contig_155688	80.637	377	62	3	1	377	1	366	0.0	613.0	gene_83_contig_155688	71407	72507	SAMEA2621085_65	SAMEA2619923_17	71407	72507
gene_31_SAMEA2619923_17	gene_83_contig_155688	75.635	394	68	2	1	394	1	366	0.0	610.0	gene_83_contig_155688	71407	72507	SAMEA2621085_65	SAMEA2619923_17	71407	72507
gene_35_SAMEA2621085_65	gene_83_contig_155688	81.915	376	58	3	1	376	1	366	0.0	624.0	gene_83_contig_155688	71407	72507	SAMEA2621085_65	SAMEA2619923_17	71407	72507
gene_78_SAMEA2621151_40	gene_83_contig_155688	76.215	391	68	4	1	391	1	366	0.0	599.0	gene_83_contig_155688	71407	72507	SAMEA2621085_65	SAMEA2619923_17	71407	72507
gene_94_contig_155688	gene_25_contig_154566	73.32	491	130	1	3	493	4	493	0.0	772.0	gene_25_contig_154566	35538	37019	SAMEA2621085_65	SAMEA2619923_17	35538	37019
gene_94_contig_155688	gene_25_contig_154566	73.32	491	130	1	3	493	4	493	0.0	772.0	gene_25_contig_154566	35538	37019	SAMEA2621085_65	SAMEA2619923_17	35538	37019
gene_23_SAMEA2619923_17	gene_25_contig_154566	67.161	472	154	1	6	477	5	475	0.0	691.0	gene_25_contig_154566	35538	37019	SAMEA2621085_65	SAMEA2619923_17	35538	37019
gene_27_SAMEA2621085_65	gene_25_contig_154566	80.816	490	92	1	4	491	4	493	0.0	846.0	gene_25_contig_154566	35538	37019	SAMEA2621085_65	SAMEA2619923_17	35538	37019
gene_86_SAMEA2621151_40	gene_25_contig_154566	84.959	492	71	1	3	491	2	493	0.0	885.0	gene_25_contig_154566	35538	37019	SAMEA2621085_65	SAMEA2619923_17	35538	37019
gene_86_SAMEA2621151_40	gene_25_contig_154566	84.959	492	71	1	3	491	2	493	0.0	885.0	gene_25_contig_154566	35538	37019	SAMEA2621085_65	SAMEA2619923_17	35538	37019
gene_96_contig_156409	gene_74_contig_155688	56.643	143	62	0	3	145	6	148	7.37e-58	173.0	gene_74_contig_155688	66687	67136	SAMEA2621085_65	SAMEA2619923_17	66687	67136
gene_9_contig_154566	gene_74_contig_155688	65.101	149	52	0	1	149	1	149	2.39e-71	207.0	gene_74_contig_155688	66687	67136	SAMEA2621085_65	SAMEA2619923_17	66687	67136
gene_42_SAMEA2619923_17	gene_74_contig_155688	59.732	149	59	1	1	148	1	149	9.12e-65	191.0	gene_74_contig_155688	66687	67136	SAMEA2621085_65	SAMEA2619923_17	66687	67136
gene_43_SAMEA2621085_65	gene_74_contig_155688	64.43	149	53	0	1	149	1	149	1.4999999999999996e-68	200.0	gene_74_contig_155688	66687	67136	SAMEA2621085_65	SAMEA2619923_17	66687	67136
gene_72_SAMEA2621151_40	gene_74_contig_155688	64.43	149	53	0	1	149	1	149	3.019999999999999e-72	209.0	gene_74_contig_155688	66687	67136	SAMEA2621085_65	SAMEA2619923_17	66687	67136
gene_98_contig_155688	gene_30_contig_154566	60.273999999999994	219	86	1	6	224	1	218	3.4699999999999997e-99	284.0	gene_30_contig_154566	41835	42494	SAMEA2621085_65	SAMEA2619923_17	41835	42494
gene_98_contig_155688	gene_30_contig_154566	60.273999999999994	219	86	1	6	224	1	218	3.4699999999999997e-99	284.0	gene_30_contig_154566	41835	42494	SAMEA2621085_65	SAMEA2619923_17	41835	42494
gene_19_SAMEA2619923_17	gene_30_contig_154566	56.278999999999996	215	93	1	16	229	2	216	4.2399999999999995e-88	256.0	gene_30_contig_154566	41835	42494	SAMEA2621085_65	SAMEA2619923_17	41835	42494
gene_22_SAMEA2621085_65	gene_30_contig_154566	66.21	219	74	0	5	223	1	219	8.409999999999999e-112	315.0	gene_30_contig_154566	41835	42494	SAMEA2621085_65	SAMEA2619923_17	41835	42494
gene_91_SAMEA2621151_40	gene_30_contig_154566	63.0	200	74	0	2	201	14	213	4.369999999999999e-99	283.0	gene_30_contig_154566	41835	42494	SAMEA2621085_65	SAMEA2619923_17	41835	42494
gene_91_SAMEA2621151_40	gene_30_contig_154566	63.0	200	74	0	2	201	14	213	4.369999999999999e-99	283.0	gene_30_contig_154566	41835	42494	SAMEA2621085_65	SAMEA2619923_17	41835	42494
gene_106_contig_154566	gene_63_contig_155688	53.846000000000004	104	48	0	10	113	1	104	4.76e-43	133.0	gene_63_contig_155688	41810	42127	SAMEA2621085_65	SAMEA2619923_17	41810	42127
gene_52_SAMEA2621085_65	gene_63_contig_155688	60.952	105	40	1	10	114	1	104	3.1899999999999994e-42	130.0	gene_63_contig_155688	41810	42127	SAMEA2621085_65	SAMEA2619923_17	41810	42127
gene_62_SAMEA2621151_40	gene_63_contig_155688	56.731	104	45	0	10	113	1	104	3.42e-42	130.0	gene_63_contig_155688	41810	42127	SAMEA2621085_65	SAMEA2619923_17	41810	42127
gene_11_contig_154566	gene_76_contig_155688	58.172	569	187	12	1	559	1	528	0.0	633.0	gene_76_contig_155688	67560	69149	SAMEA2621085_65	SAMEA2619923_17	67560	69149
gene_41_SAMEA2619923_17	gene_76_contig_155688	66.604	533	160	9	1	520	1	528	0.0	692.0	gene_76_contig_155688	67560	69149	SAMEA2621085_65	SAMEA2619923_17	67560	69149
gene_41_SAMEA2621085_65	gene_76_contig_155688	68.868	530	153	5	1	520	1	528	0.0	730.0	gene_76_contig_155688	67560	69149	SAMEA2621085_65	SAMEA2619923_17	67560	69149
gene_74_SAMEA2621151_40	gene_76_contig_155688	70.189	530	153	3	1	527	1	528	0.0	758.0	gene_76_contig_155688	67560	69149	SAMEA2621085_65	SAMEA2619923_17	67560	69149
gene_12_contig_154566	gene_78_contig_155688	65.079	63	22	0	36	98	21	83	3.01e-30	99.4	gene_78_contig_155688	69776	70030	SAMEA2621085_65	SAMEA2619923_17	69776	70030
gene_39_SAMEA2621085_65	gene_78_contig_155688	51.22	82	37	1	13	94	1	79	2.7300000000000004e-28	94.4	gene_78_contig_155688	69776	70030	SAMEA2621085_65	SAMEA2619923_17	69776	70030
gene_75_SAMEA2621151_40	gene_78_contig_155688	53.571000000000005	84	38	1	13	96	1	83	2.59e-32	104.0	gene_78_contig_155688	69776	70030	SAMEA2621085_65	SAMEA2619923_17	69776	70030
gene_1_contig_154566	gene_67_contig_155688	51.472	781	341	18	4434	5206	4822	5572	0.0	743.0	gene_67_contig_155688	44459	61177	SAMEA2621085_65	SAMEA2619923_17	44459	61177
gene_1_contig_154566	gene_67_contig_155688	52.316	367	165	6	1	364	370	729	2.3299999999999997e-102	368.0	gene_67_contig_155688	44459	61177	SAMEA2621085_65	SAMEA2619923_17	44459	61177
gene_50_SAMEA2619923_17	gene_67_contig_155688	50.42	119	54	2	5331	5449	4975	5088	9.01e-30	128.0	gene_67_contig_155688	44459	61177	SAMEA2621085_65	SAMEA2619923_17	44459	61177
gene_64_SAMEA2621151_40	gene_67_contig_155688	51.361999999999995	771	344	15	4741	5500	4822	5572	0.0	717.0	gene_67_contig_155688	44459	61177	SAMEA2621085_65	SAMEA2619923_17	44459	61177
gene_30_contig_154566	gene_98_contig_155688	60.273999999999994	219	86	1	1	218	6	224	3.3699999999999995e-99	284.0	gene_98_contig_155688	91770	92450	SAMEA2621085_65	SAMEA2619923_17	91770	92450
gene_19_SAMEA2619923_17	gene_98_contig_155688	55.708	219	95	2	10	226	1	219	3.279999999999999e-87	254.0	gene_98_contig_155688	91770	92450	SAMEA2621085_65	SAMEA2619923_17	91770	92450
gene_22_SAMEA2621085_65	gene_98_contig_155688	62.385	218	81	1	3	219	4	221	8.129999999999997e-105	298.0	gene_98_contig_155688	91770	92450	SAMEA2621085_65	SAMEA2619923_17	91770	92450
gene_91_SAMEA2621151_40	gene_98_contig_155688	63.415	205	74	1	2	205	19	223	2.1499999999999995e-100	286.0	gene_98_contig_155688	91770	92450	SAMEA2621085_65	SAMEA2619923_17	91770	92450
gene_33_contig_154566	gene_100_contig_155688	55.326	291	127	3	5	294	9	297	1.8699999999999997e-123	352.0	gene_100_contig_155688	93618	94547	SAMEA2621085_65	SAMEA2619923_17	93618	94547
gene_16_SAMEA2619923_17	gene_100_contig_155688	62.5	280	103	1	13	290	4	283	5.699999999999999e-136	385.0	gene_100_contig_155688	93618	94547	SAMEA2621085_65	SAMEA2619923_17	93618	94547
gene_19_SAMEA2621085_65	gene_100_contig_155688	60.345	290	113	2	23	311	9	297	1.3599999999999994e-131	373.0	gene_100_contig_155688	93618	94547	SAMEA2621085_65	SAMEA2619923_17	93618	94547
gene_94_SAMEA2621151_40	gene_100_contig_155688	60.88399999999999	294	115	0	9	302	2	295	1.5799999999999996e-135	384.0	gene_100_contig_155688	93618	94547	SAMEA2621085_65	SAMEA2619923_17	93618	94547
gene_36_contig_154566	gene_104_contig_155688	54.601000000000006	163	68	3	28	188	10	168	8.68e-55	169.0	gene_104_contig_155688	95705	96232	SAMEA2621085_65	SAMEA2619923_17	95705	96232
gene_13_SAMEA2619923_17	gene_104_contig_155688	55.696000000000005	158	61	2	8	156	6	163	4.649999999999999e-59	179.0	gene_104_contig_155688	95705	96232	SAMEA2621085_65	SAMEA2619923_17	95705	96232
gene_15_SAMEA2621085_65	gene_104_contig_155688	58.475	118	47	1	11	128	9	124	6.849999999999999e-44	141.0	gene_104_contig_155688	95705	96232	SAMEA2621085_65	SAMEA2619923_17	95705	96232
gene_37_contig_154566	gene_105_contig_155688	78.495	93	20	0	178	270	910	1002	5.68e-32	124.0	gene_105_contig_155688	96549	99557	SAMEA2621085_65	SAMEA2619923_17	96549	99557
gene_11_SAMEA2619923_17	gene_105_contig_155688	58.586000000000006	99	40	1	243	340	901	999	5.04e-22	93.6	gene_105_contig_155688	96549	99557	SAMEA2621085_65	SAMEA2619923_17	96549	99557
gene_10_SAMEA2621085_65	gene_105_contig_155688	69.149	94	29	0	207	300	906	999	3.9399999999999995e-32	122.0	gene_105_contig_155688	96549	99557	SAMEA2621085_65	SAMEA2619923_17	96549	99557
gene_100_SAMEA2621151_40	gene_105_contig_155688	73.913	92	24	0	123	214	908	999	1.4199999999999998e-31	117.0	gene_105_contig_155688	96549	99557	SAMEA2621085_65	SAMEA2619923_17	96549	99557
gene_39_contig_154566	gene_86_contig_155688	59.701	67	25	1	8	72	24	90	1.1199999999999999e-23	85.5	gene_86_contig_155688	79701	80420	SAMEA2621085_65	SAMEA2619923_17	79701	80420
gene_7_contig_154566	gene_72_contig_155688	50.515	97	41	3	97	190	51	143	1.31e-24	90.9	gene_72_contig_155688	64235	64702	SAMEA2621085_65	SAMEA2619923_17	64235	64702
gene_70_SAMEA2621151_40	gene_72_contig_155688	52.43899999999999	82	31	2	114	194	55	129	1.29e-20	80.9	gene_72_contig_155688	64235	64702	SAMEA2621085_65	SAMEA2619923_17	64235	64702
gene_85_contig_154566	gene_51_contig_155688	51.995	752	318	10	58	785	1	733	0.0	778.0	gene_51_contig_155688	28759	30990	SAMEA2621085_65	SAMEA2619923_17	28759	30990
gene_91_contig_154566	gene_57_contig_155688	60.909	110	43	0	1	110	1	110	5.769999999999998e-48	153.0	gene_57_contig_155688	33030	34118	SAMEA2621085_65	SAMEA2619923_17	33030	34118
gene_66_SAMEA2621085_65	gene_57_contig_155688	55.125	361	160	2	4	363	1	360	5.4799999999999984e-155	436.0	gene_57_contig_155688	33030	34118	SAMEA2621085_65	SAMEA2619923_17	33030	34118
gene_51_SAMEA2621151_40	gene_57_contig_155688	51.105	362	174	2	1	361	1	360	8.709999999999997e-139	395.0	gene_57_contig_155688	33030	34118	SAMEA2621085_65	SAMEA2619923_17	33030	34118
gene_93_contig_154566	gene_58_contig_155688	66.22800000000001	228	76	1	1	227	6	233	8.729999999999996e-119	334.0	gene_58_contig_155688	34354	35055	SAMEA2621085_65	SAMEA2619923_17	34354	35055
gene_64_SAMEA2621085_65	gene_58_contig_155688	68.24	233	73	1	1	232	1	233	5.659999999999999e-122	342.0	gene_58_contig_155688	34354	35055	SAMEA2621085_65	SAMEA2619923_17	34354	35055
gene_52_SAMEA2621151_40	gene_58_contig_155688	60.714	224	82	1	7	224	8	231	1.8199999999999996e-102	293.0	gene_58_contig_155688	34354	35055	SAMEA2621085_65	SAMEA2619923_17	34354	35055
gene_94_contig_154566	gene_59_contig_155688	50.128	391	183	3	1	384	77	462	2.5099999999999993e-133	386.0	gene_59_contig_155688	35092	36489	SAMEA2621085_65	SAMEA2619923_17	35092	36489
gene_63_SAMEA2621085_65	gene_59_contig_155688	50.538000000000004	465	226	3	1	462	1	464	1.0599999999999997e-171	487.0	gene_59_contig_155688	35092	36489	SAMEA2621085_65	SAMEA2619923_17	35092	36489
gene_53_SAMEA2621151_40	gene_59_contig_155688	50.0	466	227	3	1	462	1	464	1.7099999999999997e-172	489.0	gene_59_contig_155688	35092	36489	SAMEA2621085_65	SAMEA2619923_17	35092	36489
gene_96_contig_154566	gene_61_contig_155688	60.835	503	191	5	2	499	5	506	0.0	619.0	gene_61_contig_155688	37246	38766	SAMEA2621085_65	SAMEA2619923_17	37246	38766
gene_60_SAMEA2621085_65	gene_61_contig_155688	50.8	500	239	6	3	497	7	504	1.3699999999999998e-172	492.0	gene_61_contig_155688	37246	38766	SAMEA2621085_65	SAMEA2619923_17	37246	38766
gene_56_SAMEA2621151_40	gene_61_contig_155688	50.19	526	220	11	13	533	16	504	1.3399999999999995e-163	471.0	gene_61_contig_155688	37246	38766	SAMEA2621085_65	SAMEA2619923_17	37246	38766
gene_103_contig_154566	gene_4_contig_156409	54.688	128	50	3	174	294	131	257	1.34e-27	112.0	gene_4_contig_156409	4487	7084	SAMEA2621085_65	SAMEA2619923_17	4487	7084
gene_60_SAMEA2621151_40	gene_4_contig_156409	67.91	134	38	1	115	248	131	259	1.4e-43	167.0	gene_4_contig_156409	4487	7084	SAMEA2621085_65	SAMEA2619923_17	4487	7084
gene_17_contig_154566	gene_88_contig_156409	69.531	384	107	6	1	377	1	381	0.0	555.0	gene_88_contig_156409	91376	92521	SAMEA2621085_65	SAMEA2619923_17	91376	92521
gene_31_SAMEA2619923_17	gene_88_contig_156409	72.544	397	90	4	1	394	1	381	0.0	602.0	gene_88_contig_156409	91376	92521	SAMEA2621085_65	SAMEA2619923_17	91376	92521
gene_35_SAMEA2621085_65	gene_88_contig_156409	71.99	382	100	4	1	376	1	381	0.0	573.0	gene_88_contig_156409	91376	92521	SAMEA2621085_65	SAMEA2619923_17	91376	92521
gene_78_SAMEA2621151_40	gene_88_contig_156409	68.02	394	110	6	1	391	1	381	0.0	558.0	gene_88_contig_156409	91376	92521	SAMEA2621085_65	SAMEA2619923_17	91376	92521
gene_18_contig_154566	gene_87_contig_156409	51.163000000000004	473	188	11	12	460	17	470	4.679999999999998e-146	422.0	gene_87_contig_156409	89952	91373	SAMEA2621085_65	SAMEA2619923_17	89952	91373
gene_30_SAMEA2619923_17	gene_87_contig_156409	51.282	468	191	9	19	459	13	470	4.939999999999998e-143	414.0	gene_87_contig_156409	89952	91373	SAMEA2621085_65	SAMEA2619923_17	89952	91373
gene_34_SAMEA2621085_65	gene_87_contig_156409	52.119	472	204	8	10	467	8	471	2.799999999999999e-144	417.0	gene_87_contig_156409	89952	91373	SAMEA2621085_65	SAMEA2619923_17	89952	91373
gene_79_SAMEA2621151_40	gene_87_contig_156409	50.107	469	212	8	12	465	9	470	1.1999999999999995e-145	421.0	gene_87_contig_156409	89952	91373	SAMEA2621085_65	SAMEA2619923_17	89952	91373
gene_23_contig_154566	gene_82_contig_156409	56.457	604	223	9	1	574	1	594	0.0	685.0	gene_82_contig_156409	80284	82125	SAMEA2621085_65	SAMEA2619923_17	80284	82125
gene_25_SAMEA2619923_17	gene_82_contig_156409	57.993	588	228	3	8	577	9	595	0.0	706.0	gene_82_contig_156409	80284	82125	SAMEA2621085_65	SAMEA2619923_17	80284	82125
gene_29_SAMEA2621085_65	gene_82_contig_156409	65.539	473	157	4	1	470	1	470	0.0	690.0	gene_82_contig_156409	80284	82125	SAMEA2621085_65	SAMEA2619923_17	80284	82125
gene_84_SAMEA2621151_40	gene_82_contig_156409	66.592	449	146	3	1	446	30	477	0.0	662.0	gene_82_contig_156409	80284	82125	SAMEA2621085_65	SAMEA2619923_17	80284	82125
gene_34_contig_154566	gene_71_contig_156409	56.25	240	99	4	1	236	1	238	1.8099999999999998e-99	286.0	gene_71_contig_156409	67550	68269	SAMEA2621085_65	SAMEA2619923_17	67550	68269
gene_15_SAMEA2619923_17	gene_71_contig_156409	59.583	240	92	3	3	239	1	238	2.6999999999999996e-109	311.0	gene_71_contig_156409	67550	68269	SAMEA2621085_65	SAMEA2619923_17	67550	68269
gene_17_SAMEA2621085_65	gene_71_contig_156409	54.393	239	104	3	1	236	2	238	1.0099999999999997e-98	284.0	gene_71_contig_156409	67550	68269	SAMEA2621085_65	SAMEA2619923_17	67550	68269
gene_95_SAMEA2621151_40	gene_71_contig_156409	56.846000000000004	241	97	3	1	236	1	239	6.969999999999998e-104	297.0	gene_71_contig_156409	67550	68269	SAMEA2621085_65	SAMEA2619923_17	67550	68269
gene_40_contig_154566	gene_15_contig_156409	82.69200000000001	104	18	0	156	259	3	106	7.76e-56	171.0	gene_15_contig_156409	17973	18293	SAMEA2621085_65	SAMEA2619923_17	17973	18293
gene_12_SAMEA2621085_65	gene_15_contig_156409	86.792	106	14	0	1	106	1	106	2.53e-62	181.0	gene_15_contig_156409	17973	18293	SAMEA2621085_65	SAMEA2619923_17	17973	18293
gene_98_SAMEA2621151_40	gene_15_contig_156409	85.84899999999999	106	13	1	35	138	1	106	9.84e-59	173.0	gene_15_contig_156409	17973	18293	SAMEA2621085_65	SAMEA2619923_17	17973	18293
gene_63_contig_154566	gene_41_contig_156409	58.47	183	58	3	1	165	1	183	2.549999999999999e-72	212.0	gene_41_contig_156409	41468	42034	SAMEA2621085_65	SAMEA2619923_17	41468	42034
gene_82_SAMEA2619923_17	gene_41_contig_156409	58.385	161	47	4	1	143	25	183	6.309999999999999e-60	180.0	gene_41_contig_156409	41468	42034	SAMEA2621085_65	SAMEA2619923_17	41468	42034
gene_94_SAMEA2621085_65	gene_41_contig_156409	51.891999999999996	185	69	3	1	168	1	182	1.74e-58	177.0	gene_41_contig_156409	41468	42034	SAMEA2621085_65	SAMEA2619923_17	41468	42034
gene_24_SAMEA2621151_40	gene_41_contig_156409	53.513999999999996	185	77	3	1	176	1	185	1.4999999999999996e-63	190.0	gene_41_contig_156409	41468	42034	SAMEA2621085_65	SAMEA2619923_17	41468	42034
gene_9_contig_154566	gene_96_contig_156409	55.63399999999999	142	63	0	7	148	4	145	6.9e-61	181.0	gene_96_contig_156409	96622	97062	SAMEA2621085_65	SAMEA2619923_17	96622	97062
gene_42_SAMEA2619923_17	gene_96_contig_156409	57.746	142	59	1	7	147	4	145	9.359999999999998e-62	183.0	gene_96_contig_156409	96622	97062	SAMEA2621085_65	SAMEA2619923_17	96622	97062
gene_43_SAMEA2621085_65	gene_96_contig_156409	55.943999999999996	143	63	0	6	148	3	145	1.6899999999999996e-62	185.0	gene_96_contig_156409	96622	97062	SAMEA2621085_65	SAMEA2619923_17	96622	97062
gene_72_SAMEA2621151_40	gene_96_contig_156409	57.343	143	61	0	6	148	3	145	2.4499999999999998e-62	184.0	gene_96_contig_156409	96622	97062	SAMEA2621085_65	SAMEA2619923_17	96622	97062
gene_100_contig_155688	gene_16_SAMEA2619923_17	62.5	280	103	1	4	283	13	290	5.259999999999999e-136	385.0	gene_16_SAMEA2619923_17	9149	10156	SAMEA2621085_65	SAMEA2619923_17	9149	10156
gene_33_contig_154566	gene_16_SAMEA2619923_17	50.325	308	143	4	5	307	18	320	4.319999999999999e-116	335.0	gene_16_SAMEA2619923_17	9149	10156	SAMEA2621085_65	SAMEA2619923_17	9149	10156
gene_94_SAMEA2621151_40	gene_16_SAMEA2619923_17	57.475	301	123	3	1	299	1	298	2.2099999999999994e-129	369.0	gene_16_SAMEA2619923_17	9149	10156	SAMEA2621085_65	SAMEA2619923_17	9149	10156
gene_19_SAMEA2621085_65	gene_16_SAMEA2619923_17	60.727	275	106	2	23	296	18	291	3.4199999999999993e-127	363.0	gene_16_SAMEA2619923_17	9149	10156	SAMEA2621085_65	SAMEA2619923_17	9149	10156
gene_102_contig_155688	gene_15_SAMEA2619923_17	66.667	234	78	0	5	238	7	240	1.9599999999999995e-123	346.0	gene_15_SAMEA2619923_17	8368	9090	SAMEA2621085_65	SAMEA2619923_17	8368	9090
gene_34_contig_154566	gene_15_SAMEA2619923_17	65.812	234	80	0	4	237	7	240	2.3699999999999996e-124	348.0	gene_15_SAMEA2619923_17	8368	9090	SAMEA2621085_65	SAMEA2619923_17	8368	9090
