	start1	end1	start2	end2
3016	1	551	1	550
3017	1	551	1	562
3018	1	546	1	562
3019	9	549	6	534
3020	1	550	1	577
3021	1	550	1	556
3022	1	541	1	555
3023	1	799	1	721
3024	10	812	15	784
3025	5	806	18	789
3026	1	799	1	729
3027	68	801	78	786
3028	1	802	1	737
3029	1	802	1	737
3030	12	802	16	736
3031	1	802	1	729
3032	5	807	30	794
3033	1	802	5	728
3034	69	808	79	816
3035	65	807	11	740
3036	55	807	72	796
3037	553	812	2	308
3038	553	812	2	297
3039	553	812	2	302
3040	553	812	2	304
3041	553	812	2	299
3042	553	812	2	302
3043	553	812	2	305
3044	553	812	2	306
3045	527	631	2050	2154
3046	426	536	4084	4189
3047	12	64	1	51
3048	665	699	88	122
3049	516	574	1	69
3050	1	64	1	64
3051	1	43	21	63
3052	1	47	21	67
3053	2	43	10	51
3054	36	60	79	100
3055	17	58	830	871
3056	32	64	486	516
3057	33	63	4569	4599
3058	1	21	49	69
3059	12	44	8	39
3060	1	59	293	352
3061	24	40	93	109
3062	32	64	502	532
3063	1	19	135	153
3064	26	49	80	103
3065	1	441	1	441
3066	8	441	9	442
3067	1	431	4	434
3068	1	430	8	436
3069	36	437	107	511
3070	36	440	52	461
3071	8	437	20	462
3072	35	439	49	456
3073	66	427	6	383
3074	78	408	34	374
3075	79	422	85	444
3076	78	423	66	429
3077	84	423	53	405
3078	78	373	38	350
3079	264	422	277	433
3080	43	97	2	53
3081	241	258	99	116
3082	222	259	91	131
3083	57	126	670	732
3084	1	81	1	81
3085	13	77	74	139
3086	10	31	56	77
3087	22	48	12	37
3088	38	52	1	15
3089	7	36	39	68
3090	23	45	482	504
3091	34	79	38	99
3092	59	79	51	71
3093	4	32	66	94
3094	51	76	134	159
3095	34	61	163	192
3096	16	40	45	69
3097	1	302	1	302
3098	1	299	1	288
3099	16	45	42	71
3100	216	248	1319	1347
3101	1	71	1	64
3102	99	151	1397	1444
3103	4	85	177	249
3104	1	53	1	53
3105	147	176	636	665
3106	1	32	1	32
3107	1	11	1	11
3108	1	482	1	482
3109	8	482	12	485
3110	7	482	12	488
3111	7	478	8	479
3112	9	482	15	492
3113	26	479	30	505
3114	9	480	21	519
3115	2	482	10	516
3116	6	481	7	501
3117	27	480	33	505
3118	6	482	7	506
3119	29	480	35	503
3120	42	482	26	484
3121	32	480	16	471
3122	47	481	30	462
3123	42	481	25	465
3124	47	482	30	462
3125	35	482	18	464
3126	160	481	48	385
3127	77	94	2	19
3128	73	98	6	31
3129	283	356	355	432
3130	79	204	367	476
3131	77	100	79	102
3132	77	140	82	146
3133	148	193	28	66
3134	326	367	446	481
3135	77	147	83	146
3136	22	100	357	431
3137	221	298	140	213
3138	1	379	1	379
3139	107	136	238	268
3140	309	340	50	81
3141	1	39	1	39
3142	104	134	197	230
3143	236	355	125	238
3144	1	14	1	14
3145	1	23	1	23
3146	197	241	137	181
3147	354	378	630	654
3148	185	273	7	87
3149	1	163	1	163
3150	1	154	1	150
3151	3	154	2	154
3152	1	159	1	160
3153	11	38	488	515
3154	121	155	352	385
3155	111	129	6	24
3156	117	155	71	123
3157	94	155	316	377
3158	134	153	90	109
3159	14	41	268	296
3160	73	156	102	203
3161	13	42	176	205
3162	35	53	17	36
3163	82	99	17	34
3164	90	110	321	341
3165	1	529	1	529
3166	78	526	39	485
3167	143	528	28	410
3168	443	529	514	597
3169	392	527	324	449
3170	269	528	394	656
3171	259	527	230	484
3172	250	524	411	685
3173	419	525	365	473
3174	464	528	342	413
3175	201	225	96	120
3176	443	526	350	436
3177	195	213	2	20
3178	299	353	69	121
3179	449	503	550	619
3180	220	257	212	253
3181	83	125	144	186
3182	1	84	80	158
3183	389	409	11	31
3184	1	479	1	479
3185	3	479	2	477
3186	3	479	2	478
3187	96	479	1	384
3188	17	478	1	462
3189	7	479	1	471
3190	7	478	1	469
3191	8	478	3	473
3192	10	457	9	460
3193	8	456	8	470
3194	8	461	8	476
3195	2	461	3	477
3196	12	457	14	473
3197	9	466	10	483
3198	9	473	8	484
3199	4	440	1	456
3200	7	440	1	453
3201	15	441	1	446
3202	7	440	1	453
3203	10	452	1	465
3204	1	69	1	69
3205	13	441	8	452
3206	70	440	1	384
3207	224	284	49	115
3208	226	244	552	570
3209	1	64	1	64
3210	1	60	1	61
3211	20	49	48	77
3212	35	64	429	471
3213	15	38	47	71
3214	20	41	222	241
3215	5	40	418	449
3216	25	39	50	64
3217	1	649	1	649
3218	2	648	3	655
3219	455	504	974	1023
3220	24	88	345	410
3221	105	156	2959	3014
3222	614	628	39	53
3223	93	141	67	113
3224	616	644	527	555
3225	26	96	8	83
3226	589	610	41	62
3227	146	164	142	160
3228	378	514	378	524
3229	568	642	124	205
3230	416	446	11	44
3231	1	82	1	82
3232	13	81	1	69
3233	8	78	5	74
3234	8	78	5	74
3235	7	82	2	75
3236	7	77	2	71
3237	9	77	7	74
3238	7	77	3	72
3239	56	82	208	234
3240	15	77	524	585
3241	14	35	65	84
3242	18	44	200	226
3243	36	82	267	313
3244	14	39	65	89
3245	21	69	233	275
3246	20	36	269	293
3247	36	82	237	283
3248	14	64	278	325
3249	60	80	39	59
3250	15	69	164	218
3251	61	79	335	353
3252	36	82	267	313
3253	22	69	18	62
3254	1	83	1	83
3255	1	69	1	64
3256	1	21	1	23
3257	7	51	400	448
3258	1	78	4	75
3259	22	71	194	237
3260	56	79	183	207
3261	4	72	158	225
3262	47	81	202	236
3263	1	44	269	311
3264	19	62	395	432
3265	16	72	23	77
3266	3	17	323	337
3267	1	22	1	27
3268	27	64	968	1017
3269	44	66	26	48
3270	22	75	624	683
3271	42	69	2	29
3272	47	81	85	119
3273	36	57	124	145
3274	29	64	51	82
3275	43	75	352	377
3276	1	285	1	285
3277	1	285	1	289
3278	1	285	1	287
3279	2	285	11	304
3280	7	285	3	288
3281	3	278	4	293
3282	7	276	7	287
3283	7	276	3	282
3284	7	276	3	282
3285	3	276	17	300
3286	7	284	2	281
3287	6	276	9	290
3288	1	221	25	249
3289	6	273	10	300
3290	9	275	32	314
3291	1	278	18	316
3292	9	255	39	305
3293	5	274	30	324
3294	9	283	12	306
3295	17	282	21	277
3296	10	279	9	291
3297	19	279	13	284
3298	13	262	22	241
3299	19	279	20	277
3300	19	202	20	187
3301	153	284	72	219
3302	66	133	2528	2584
3303	256	285	147	178
3304	65	104	1848	1894
3305	158	217	2454	2500
3306	97	141	147	189
3307	44	101	2140	2198
3308	186	226	460	492
3309	53	82	1	28
3310	66	103	2218	2255
3311	103	165	334	406
3312	210	219	1369	1378
3313	1	356	1	356
3314	9	335	7	333
3315	88	338	3	248
3316	105	333	17	221
3317	104	286	7	175
3318	107	312	5	196
3319	107	336	5	217
3320	127	286	29	180
3321	108	289	5	157
3322	128	182	19	68
3323	40	98	647	712
3324	139	226	6	93
3325	223	257	43	83
3326	218	329	180	302
3327	299	352	343	398
3328	264	284	151	171
3329	1	49	1549	1599
3330	1	186	1	186
3331	13	181	8	158
3332	112	137	2520	2550
3333	114	153	359	403
3334	4	33	299	321
3335	129	174	2	44
3336	77	111	31	65
3337	90	137	2795	2843
3338	45	65	53	73
3339	127	155	296	325
3340	112	137	2868	2898
3341	55	92	327	365
3342	29	62	6	35
3343	1	81	1	81
3344	1	80	1	75
3345	8	81	5	71
3346	1	80	1	75
3347	2	80	3	74
3348	2	80	8	79
3349	2	80	3	76
3350	2	80	7	89
3351	2	79	3	79
3352	2	73	15	104
3353	5	38	95	134
3354	1	75	4	80
3355	22	69	99	146
3356	37	75	38	72
3357	22	69	78	126
3358	11	38	8	37
3359	44	74	31	60
3360	1	815	1	815
3361	5	815	8	848
3362	735	815	821	901
3363	115	478	191	538
3364	735	815	290	370
3365	533	815	543	846
3366	726	815	755	844
3367	723	815	772	864
3368	170	376	191	385
3369	738	815	738	815
3370	162	245	157	247
3371	187	236	5	56
3372	167	261	94	200
3373	653	722	2	66
3374	228	253	20	45
3375	468	601	47	171
3376	13	66	102	155
3377	144	183	627	663
3378	7	27	10	31
3379	156	194	18	51
3380	446	481	326	367
3381	1	27	1	27
3382	9	27	243	261
3383	11	26	575	590
3384	3	11	49	57
3385	13	21	55	63
3386	1	10	855	864
3387	11	22	1058	1069
3388	1	51	1	51
3389	1	49	1	52
3390	1	45	1	45
3391	1	38	211	247
3392	17	35	66	84
3393	1	49	9	59
3394	10	32	1458	1480
3395	3	36	422	454
3396	14	50	415	439
3397	1	31	1	31
3398	24	49	1460	1485
3399	13	25	68	80
3400	34	46	92	104
3401	19	38	382	401
3402	1	109	1	109
3403	16	98	1	75
3404	23	84	2	59
3405	18	53	14	50
3406	17	89	209	266
3407	16	80	1	61
3408	35	77	20	62
3409	64	107	270	312
3410	12	88	19	109
3411	32	86	699	757
3412	8	34	1	27
3413	1	23	139	161
3414	6	32	602	628
3415	5	45	5	29
3416	1	378	1	378
3417	1	377	1	370
3418	8	377	7	382
3419	13	378	13	339
3420	6	373	5	347
3421	1	376	1	447
3422	6	375	7	358
3423	36	373	123	428
3424	11	31	10	30
3425	6	176	5	171
3426	223	375	760	913
3427	128	234	564	672
3428	198	373	328	493
3429	195	260	1927	1990
3430	223	250	19	46
3431	109	188	127	206
3432	223	246	2840	2863
3433	197	252	59	109
3434	163	205	62	104
3435	135	201	5511	5576
3436	31	73	307	351
3437	195	268	13	84
3438	223	249	261	287
3439	208	303	433	517
3440	72	129	354	408
3441	1	370	1	370
3442	17	370	526	901
3443	284	370	762	848
3444	290	370	735	815
3445	259	370	727	846
3446	258	370	754	864
3447	290	370	764	844
3448	81	124	914	957
3449	217	231	2693	2707
3450	285	370	637	721
3451	290	368	268	347
3452	338	369	65	96
3453	259	278	1971	1990
3454	1	97	1	97
3455	24	49	23	49
3456	3	49	8	51
3457	15	49	376	403
3458	59	91	59	91
3459	16	53	718	754
3460	58	86	1	29
3461	7	92	378	473
3462	32	59	218	237
3463	6	30	557	582
3464	12	26	372	386
3465	1	94	1	94
3466	3	85	1	83
3467	3	89	1	87
3468	1	91	1	91
3469	14	94	3	86
3470	12	94	1	86
3471	15	93	1	78
3472	7	82	1	79
3473	10	54	291	337
3474	28	57	25	54
3475	10	66	134	180
3476	20	76	229	281
3477	48	76	18	46
3478	41	54	66	79
3479	73	91	24	42
3480	17	65	110	159
3481	16	32	543	559
3482	42	72	12	42
3483	36	70	23	56
3484	2	34	179	213
3485	1	72	1	72
3486	1	70	1	70
3487	1	66	701	766
3488	13	30	1025	1042
3489	19	52	113	146
3490	41	60	170	189
3491	30	60	138	168
3492	23	69	673	720
3493	1	423	1	423
3494	382	422	47	84
3495	382	422	65	102
3496	143	194	7	60
3497	246	280	118	158
3498	30	77	450	497
3499	1	10	1	10
3500	1	50	1	57
3501	1	50	1	54
3502	228	269	25	68
3503	375	400	309	334
3504	125	177	667	708
3505	174	356	13	176
3506	1	154	1	154
3507	6	153	12	159
3508	16	154	15	143
3509	12	114	12	103
3510	13	105	22	114
3511	12	105	6	97
3512	16	116	9	97
3513	76	149	148	220
3514	16	108	11	92
3515	110	146	13	49
3516	34	58	17	41
3517	126	148	630	652
3518	64	120	23	80
3519	90	135	35	80
3520	11	45	156	190
3521	109	144	703	737
3522	23	67	131	176
3523	1	2489	1	2489
3524	1871	2488	243	881
3525	49	1285	64	1391
3526	1761	2488	1826	2586
3527	1	1239	1	1234
3528	1872	2473	1792	2350
3529	16	1023	29	1107
3530	1966	2453	2302	2810
3531	925	1239	1105	1445
3532	1884	2027	2135	2255
3533	247	1249	371	1284
3534	1931	2447	1675	2239
3535	43	237	48	272
3536	1937	2461	1879	2398
3537	302	933	342	893
3538	70	272	60	250
3539	1124	1238	1180	1293
3540	131	952	175	894
3541	1779	2204	1384	1730
3542	2220	2473	1817	2062
3543	1139	1263	1004	1128
3544	245	1243	386	1277
3545	1937	2481	1711	2306
3546	4	241	9	296
3547	302	1240	500	1333
3548	114	235	149	276
3549	503	946	20	421
3550	1929	2215	1039	1329
3551	1127	1266	552	687
3552	2276	2461	1461	1640
3553	640	681	1063	1103
3554	50	234	59	284
3555	248	317	386	452
3556	1866	2260	93	490
3557	2276	2486	574	780
3558	1076	1262	285	505
3559	1413	1633	1470	1650
3560	1318	1392	1456	1525
3561	1125	1188	205	276
3562	1693	1760	2076	2151
3563	88	118	25	55
3564	2120	2154	1	35
3565	2409	2450	508	549
3566	1968	2105	118	235
3567	1	57	1	57
3568	5	43	104	136
3569	6	40	68	102
3570	1	33	136	166
3571	1	31	276	306
3572	5	33	232	260
3573	19	45	179	205
3574	10	27	58	75
3575	1	148	1	148
3576	45	140	19	115
3577	77	132	192	241
3578	64	99	43	85
3579	7	37	1	31
3580	29	115	154	248
3581	92	111	1909	1934
3582	91	143	2406	2450
3583	64	110	95	139
3584	99	130	333	364
3585	103	131	75	102
3586	110	130	1	20
3587	101	113	2497	2509
3588	64	85	313	334
3589	1	198	1	198
3590	1	198	1	198
3591	3	198	2	197
3592	1	198	1	198
3593	3	198	2	197
3594	3	198	2	197
3595	3	198	2	197
3596	1	198	1	199
3597	1	198	1	201
3598	1	198	1	202
3599	1	198	3	205
3600	1	198	1	197
3601	4	198	3	200
3602	1	198	21	220
3603	1	198	1	197
3604	1	198	1	203
3605	1	198	1	202
3606	1	198	1	204
3607	5	198	1	198
3608	161	183	85	107
3609	161	191	85	115
3610	161	184	85	108
3611	71	98	214	243
3612	84	136	17	67
3613	14	61	127	175
3614	1	431	1	431
3615	7	358	2	349
3616	112	358	28	270
3617	14	313	23	328
3618	10	218	19	223
3619	12	313	26	338
3620	43	266	37	267
3621	46	213	54	226
3622	186	212	133	159
3623	166	203	222	262
3624	75	233	104	265
3625	56	88	245	277
3626	1	343	1	343
3627	7	342	1	337
3628	7	343	1	340
3629	1	341	6	346
3630	21	342	3	313
3631	21	343	3	311
3632	21	342	3	313
3633	27	341	4	319
3634	24	342	1	317
3635	21	340	3	312
3636	1	339	1	358
3637	21	342	3	319
3638	3	337	8	354
3639	3	337	8	347
3640	3	337	7	355
3641	3	340	11	359
3642	3	340	7	334
3643	3	340	8	361
3644	34	322	23	315
3645	21	337	24	353
3646	65	342	1	273
3647	1	341	3	333
3648	62	340	9	283
3649	62	340	5	280
3650	28	338	2	309
3651	133	340	34	236
3652	21	97	24	110
3653	99	166	493	573
3654	148	195	55	102
3655	7	115	103	203
3656	41	74	231	264
3657	90	201	317	416
3658	1	128	1	128
3659	1	127	1	112
3660	2	127	3	114
3661	22	127	2	90
3662	1	127	1	119
3663	17	127	27	122
3664	1	127	1	116
3665	1	125	1	112
3666	10	127	11	111
3667	12	127	13	113
3668	1	127	1	110
3669	10	66	258	306
3670	1	196	1	196
3671	2	196	11	203
3672	2	196	3	191
3673	2	182	4	172
3674	1	195	1	185
3675	2	196	5	195
3676	1	196	1	194
3677	2	183	3	176
3678	2	186	4	178
3679	14	193	16	185
3680	14	195	19	189
3681	12	61	105	155
3682	34	149	288	390
3683	129	172	59	102
3684	125	147	83	105
3685	1	306	1	306
3686	2	306	1	305
3687	6	304	2	309
3688	4	305	1	308
3689	6	306	2	300
3690	1	304	3	303
3691	2	306	3	305
3692	28	60	367	399
3693	250	284	202	236
3694	126	175	144	193
3695	257	300	123	176
3696	104	140	176	211
3697	82	128	336	377
3698	1	65	1	65
3699	1	61	1	60
3700	27	65	393	431
3701	1	308	1	308
3702	3	308	5	304
3703	3	307	2	309
3704	1	308	4	305
3705	3	307	7	303
3706	1	307	6	303
3707	3	307	2	298
3708	130	260	67	190
3709	222	263	8	50
3710	4	53	31	80
3711	116	216	1595	1688
3712	115	148	223	256
3713	101	135	176	209
3714	79	124	336	376
3715	225	265	173	213
3716	19	133	63	148
3717	1	79	1	79
3718	5	64	1	55
3719	5	67	1	58
3720	5	58	1	48
3721	30	69	8	47
3722	21	72	260	310
3723	11	47	25	76
3724	27	57	28	58
3725	27	54	97	124
3726	12	54	194	242
3727	10	56	588	634
3728	3	28	2533	2562
3729	3	27	1599	1623
3730	26	66	118	161
3731	20	47	12	39
3732	17	40	32	55
3733	1	2332	1	2332
3734	828	2330	892	2428
3735	1	617	1	626
3736	1120	1722	1058	1664
3737	10	614	12	690
3738	1840	2328	1703	2262
3739	789	858	907	965
3740	1	615	2	623
3741	1397	1724	1437	1772
3742	1840	2329	1800	2329
3743	1125	1213	1026	1114
3744	1234	1303	1202	1272
3745	825	908	868	946
3746	1	668	2	697
3747	1428	1733	1610	1914
3748	1815	2061	1923	2186
3749	1125	1213	1132	1220
3750	1234	1365	1313	1433
3751	2108	2331	2265	2490
3752	833	854	1004	1025
3753	1	674	2	710
3754	1372	1726	1820	2162
3755	1840	2330	2188	2738
3756	1111	1213	1348	1454
3757	1234	1380	1554	1687
3758	825	856	1229	1260
3759	210	615	2	453
3760	1387	1725	1174	1518
3761	1837	2077	1547	1813
3762	1124	1213	735	824
3763	1235	1375	924	1058
3764	832	856	629	653
3765	803	844	1081	1121
3766	918	1003	198	276
3767	1039	1070	35	66
3768	242	300	227	286
3769	700	752	1108	1158
3770	235	289	1083	1138
3771	1460	1491	1	32
3772	515	564	804	852
3773	407	475	133	205
3774	839	934	365	432
3775	1311	1368	3939	3993
3776	2024	2088	181	248
3777	1	83	1	83
3778	5	77	3	75
3779	6	79	6	83
3780	6	76	4	78
3781	2	27	3995	4020
3782	59	80	674	695
3783	5	60	31	86
3784	1	28	1	28
3785	28	67	299	338
3786	5	23	3459	3477
3787	1	360	1	360
3788	21	358	2	310
3789	25	358	1	317
3790	14	358	7	336
3791	22	358	15	334
3792	21	358	2	311
3793	25	358	1	314
3794	1	358	1	339
3795	21	358	2	310
3796	21	358	2	307
3797	1	358	6	344
3798	21	358	2	316
3799	3	356	7	355
3800	1	356	6	353
3801	1	356	6	354
3802	22	356	16	347
3803	66	357	1	269
3804	1	356	9	356
3805	1	357	3	330
3806	1	358	5	333
3807	61	357	3	278
3808	1	356	6	358
3809	159	356	43	233
3810	61	358	7	282
3811	29	357	2	309
3812	21	357	13	330
3813	1	75	6	80
3814	49	115	223	283
3815	49	115	224	284
3816	131	201	36	118
3817	49	102	49	101
3818	302	322	11	31
3819	7	38	890	921
3820	278	325	23	70
3821	106	151	545	595
3822	1	87	1	87
3823	8	25	86	103
3824	24	68	63	99
3825	8	66	360	412
3826	46	56	24	34
3827	4	87	342	429
3828	60	84	101	125
3829	1	601	1	601
3830	42	248	1	204
3831	376	458	44	125
3832	92	160	481	534
3833	85	160	82	161
3834	1	349	1	349
3835	215	345	83	219
3836	167	193	112	138
3837	250	345	209	305
3838	174	193	205	224
3839	243	340	501	610
3840	249	343	175	270
3841	5	21	174	190
3842	178	192	176	190
3843	243	340	901	999
3844	7	22	188	203
3845	134	192	154	202
3846	247	264	471	488
3847	7	24	192	209
3848	178	192	192	206
3849	5	59	331	379
3850	177	192	332	347
3851	247	264	189	206
3852	254	271	2	19
3853	185	206	6	29
3854	180	192	265	277
3855	252	277	265	289
3856	176	193	128	145
3857	11	21	267	277
3858	87	118	569	598
3859	43	104	2135	2193
3860	94	112	29	47
3861	242	329	93	214
3862	256	304	150	194
3863	203	252	51	101
3864	243	280	157	201
3865	149	181	3	34
3866	164	194	261	291
3867	1	466	1	466
3868	53	466	104	515
3869	7	465	9	461
3870	36	463	29	455
3871	20	462	8	437
3872	12	465	5	441
3873	18	457	9	435
3874	13	457	5	438
3875	99	449	49	406
3876	40	449	21	446
3877	103	452	27	383
3878	99	449	36	393
3879	86	449	48	430
3880	101	393	42	348
3881	98	449	80	435
3882	51	118	162	219
3883	125	238	236	355
3884	95	129	1	35
3885	307	348	36	82
3886	403	429	56	83
3887	200	241	22	66
3888	280	332	173	223
3889	1	77	1	77
3890	17	75	5	63
3891	8	77	2	72
3892	2	30	632	660
3893	25	61	757	789
3894	45	63	34	52
3895	43	70	28	55
3896	37	56	569	588
3897	30	42	56	68
3898	57	75	92	110
3899	12	32	146	166
3900	1	206	1	206
3901	14	188	4	172
3902	21	205	6	193
3903	5	203	12	224
3904	10	206	1	195
3905	19	203	11	208
3906	21	131	16	127
3907	114	183	693	766
3908	107	132	1417	1442
3909	24	70	398	440
3910	130	154	83	107
3911	141	159	2690	2708
3912	161	186	6170	6195
3913	145	171	2049	2075
3914	26	54	340	368
3915	10	43	119	153
3916	1	260	1	260
3917	2	202	4	204
3918	2	29	13	42
3919	122	188	956	1021
3920	66	84	17	35
3921	61	175	255	362
3922	149	161	1	13
3923	89	132	292	336
3924	150	162	37	49
3925	149	161	1	13
3926	7	83	818	885
3927	12	74	62	118
3928	1	337	1	337
3929	1	337	7	342
3930	1	336	1	338
3931	1	335	12	345
3932	15	337	3	313
3933	15	337	3	310
3934	15	337	3	313
3935	15	335	3	312
3936	18	335	1	315
3937	21	336	4	319
3938	14	337	2	319
3939	15	334	22	358
3940	15	332	24	353
3941	8	332	17	354
3942	15	335	27	359
3943	15	332	16	347
3944	15	335	24	361
3945	15	316	14	314
3946	11	335	11	334
3947	15	335	23	357
3948	15	335	13	332
3949	56	335	5	280
3950	56	335	9	283
3951	59	337	1	273
3952	22	333	2	309
3953	138	335	43	236
3954	15	91	24	110
3955	68	118	114	164
3956	185	206	283	307
3957	271	336	32	116
3958	1	72	1	72
3959	21	72	468	513
3960	3	34	149	181
3961	19	50	79	102
3962	57	71	109	123
3963	1	37	7	46
3964	51	72	218	239
3965	25	65	2048	2079
3966	17	33	477	493
3967	57	71	88	102
3968	23	71	224	272
3969	52	72	222	242
3970	40	60	378	398
3971	1	560	1	560
3972	1	559	1	520
3973	1	559	1	520
3974	1	559	1	527
3975	1	559	1	528
3976	1	559	1	522
3977	1	559	1	536
3978	115	230	36	152
3979	462	560	259	358
3980	459	560	266	367
3981	100	361	11	255
3982	101	333	18	225
3983	459	560	255	356
3984	461	560	270	369
3985	120	213	39	132
3986	134	229	51	153
3987	455	560	257	363
3988	461	550	265	354
3989	130	212	47	131
3990	461	560	256	356
3991	134	304	49	202
3992	130	327	44	223
3993	390	560	193	361
3994	376	424	62	108
3995	376	451	49	121
3996	373	416	71	112
3997	376	416	62	100
3998	28	47	594	613
3999	431	466	1110	1143
4000	274	298	23	47
4001	23	75	302	350
4002	82	112	91	121
4003	499	523	51	75
4004	1	197	1	197
4005	2	193	72	263
4006	1	192	1	191
4007	3	192	2	188
4008	54	126	129	190
4009	24	52	102	136
4010	16	39	230	252
4011	122	138	216	232
4012	152	177	66	91
4013	31	79	173	221
4014	1	16	1	23
4015	1	218	1	218
4016	1	190	6	163
4017	1	190	17	174
4018	1	181	1	160
4019	1	190	1	174
4020	1	186	1	160
4021	1	186	1	175
4022	1	181	1	173
4023	1	187	9	177
4024	1	186	1	169
4025	1	187	27	191
4026	1	187	1	161
4027	1	187	1	203
4028	1	195	1	175
4029	1	186	1	160
4030	1	175	1	149
4031	1	177	1	210
4032	93	182	206	289
4033	68	187	12	125
4034	68	187	33	137
4035	1	187	1	165
4036	73	187	38	139
4037	1	183	1	172
4038	143	173	184	214
4039	40	95	215	271
4040	104	118	14	28
4041	1	79	1	79
4042	1	25	1	25
4043	44	77	92	125
4044	40	67	50	77
4045	29	75	15	66
4046	14	39	16	41
4047	34	74	798	841
4048	30	67	454	491
4049	1	454	1	454
4050	7	453	7	448
4051	33	451	29	452
4052	6	451	10	453
4053	39	450	41	453
4054	35	451	40	464
4055	33	451	54	484
4056	123	170	128	175
4057	73	97	138	162
4058	94	166	2	79
4059	401	430	120	147
4060	137	245	163	269
4061	21	76	637	693
4062	1	307	1	307
4063	1	304	1	297
4064	1	302	16	316
4065	1	300	1	294
4066	4	305	6	305
4067	2	306	5	300
4068	37	303	7	270
4069	4	266	2	274
4070	4	198	2	204
4071	5	243	3	243
4072	5	197	3	201
4073	4	196	2	199
4074	41	166	30	154
4075	1	196	2	209
4076	4	215	2	221
4077	12	195	10	198
4078	4	196	1	205
4079	1	203	4	212
4080	5	204	6	210
4081	4	196	2	202
4082	4	196	5	205
4083	4	196	2	200
4084	10	192	8	204
4085	5	198	32	231
4086	114	164	68	118
4087	46	260	4	185
4088	48	145	17	99
4089	72	99	1003	1030
4090	29	48	69	88
4091	256	276	331	351
4092	264	291	255	282
4093	229	284	9	60
4094	163	197	1712	1746
4095	128	188	258	316
4096	150	173	199	222
4097	1	113	1	113
4098	64	95	124	159
4099	67	113	452	503
4100	21	59	383	424
4101	48	71	397	419
4102	85	110	19	44
4103	68	92	55	83
4104	76	105	433	459
4105	2	45	566	602
4106	46	110	498	545
4107	25	67	177	234
4108	73	85	92	104
4109	1	102	1	102
4110	52	95	17	61
4111	10	53	401	439
4112	10	43	401	434
4113	2	88	147	239
4114	16	36	169	189
4115	23	86	1298	1374
4116	4	88	84	175
4117	1	63	1	63
4118	47	63	5	23
4119	3	43	520	560
4120	6	51	538	583
4121	12	28	1612	1628
4122	47	63	102	122
4123	31	51	13	39
4124	41	63	29	48
4125	38	61	15	40
4126	20	61	226	272
4127	5	30	9	31
4128	41	55	172	191
4129	18	37	71	90
4130	12	35	6	29
4131	42	52	56	66
4132	3	41	406	444
4133	37	53	5	21
4134	38	59	1432	1450
4135	18	55	21	59
4136	1	484	1	484
4137	100	463	237	610
4138	112	465	267	624
4139	130	471	63	419
4140	130	474	465	826
4141	142	481	474	844
4142	130	307	290	467
4143	301	463	607	777
4144	89	117	97	125
4145	92	120	7	35
4146	309	374	7	68
4147	272	358	124	209
4148	167	247	3289	3374
4149	143	217	2246	2317
4150	259	326	47	110
4151	216	252	346	381
4152	52	143	67	156
4153	131	170	318	357
4154	426	456	8	41
4155	1	69	1	69
4156	3	69	2	68
4157	3	69	2	68
4158	1	69	1	69
4159	13	68	7	62
4160	13	68	7	62
4161	8	68	3	63
4162	17	68	1	52
4163	9	69	10	70
4164	13	69	15	71
4165	8	69	8	69
4166	9	69	9	69
4167	5	69	3	68
4168	13	69	14	70
4169	13	64	12	63
4170	2	51	1862	1912
4171	2	43	422	462
4172	4	43	424	462
4173	3	36	31	65
4174	1	43	429	470
4175	12	60	584	644
4176	20	56	52	86
4177	44	69	26	51
4178	24	32	55	63
4179	6	44	187	225
4180	37	52	275	290
4181	42	62	341	361
4182	38	68	1	31
4183	2	43	424	464
4184	13	54	436	494
4185	7	25	192	210
4186	36	54	236	254
4187	1	51	1	51
4188	2	50	1	49
4189	6	49	7	50
4190	15	48	1	34
4191	1	51	1	56
4192	22	49	23	50
4193	4	47	3	46
4194	15	50	284	317
4195	5	27	11	33
4196	25	40	554	569
4197	24	40	108	124
4198	1	61	1	61
4199	1	39	1	36
4200	1	22	4	25
4201	12	49	4	39
4202	1	61	1	74
4203	1	41	1	42
4204	28	49	478	499
4205	1	24	1	24
4206	1	10	1	10
4207	17	61	482	527
4208	1	28	1	36
4209	1	14	1	14
4210	1	29	1	31
4211	1	9	1	9
4212	6	53	10	57
4213	1	30	1	28
4214	9	33	1816	1840
4215	1	18	1	18
4216	1	8	1	8
4217	10	57	1465	1512
4218	1	26	1	27
4219	1	8	1	8
4220	1	8	1	8
4221	1	10	1	10
4222	1	224	1	224
4223	1	224	1	225
4224	1	223	1	230
4225	2	224	1	228
4226	2	223	3	230
4227	2	219	4	227
4228	2	223	3	231
4229	1	223	1	228
4230	2	219	4	226
4231	2	222	4	224
4232	2	222	4	224
4233	2	219	3	225
4234	2	223	6	226
4235	4	219	7	215
4236	2	222	6	224
4237	2	205	6	207
4238	2	219	1	216
4239	2	222	4	224
4240	34	223	25	212
4241	1	212	1	231
4242	1	212	1	229
4243	1	215	1	232
4244	1	212	1	225
4245	1	212	5	231
4246	84	124	134	172
4247	2	70	623	685
4248	3	40	180	217
4249	3	40	180	217
4250	20	57	759	794
4251	3	40	180	217
4252	3	40	180	217
4253	99	122	868	891
4254	1	809	1	809
4255	1	374	1	383
4256	410	486	246	320
4257	17	211	14	204
4258	330	414	374	458
4259	1	179	1	181
