chr	name	start	end	length	strand	orf_annotation	conserved_proteins
775118401_ext	gene_32_775118401_ext	33214	41433	2739_aa	+	 hypothetical protein	
775118401_ext	gene_33_775118401_ext	41430	42146	238_aa	-	ERCC4-type nuclease, gene20	ERCC4-type nuclease, gene20
775118401_ext	gene_34_775118401_ext	42164	42832	222_aa	-	 hypothetical protein	
775118401_ext	gene_35_775118401_ext	43011	43832	273_aa	-	Primase AE_Prim_S, gene21	Primase AE_Prim_S, gene21
775118401_ext	gene_36_775118401_ext	44014	44139	41_aa	-	 hypothetical protein	
775118401_ext	gene_37_775118401_ext	44136	44297	53_aa	-	 hypothetical protein	
775118401_ext	gene_38_775118401_ext	44288	44950	220_aa	-	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24
775118401_ext	gene_39_775118401_ext	45139	45408	89_aa	-	 hypothetical protein	
775118401_ext	gene_40_775118401_ext	45512	47755	747_aa	-	DNA polymerase family B	DNA polymerase family B
775118401_ext	gene_41_775118401_ext	47752	48048	98_aa	-	 hypothetical protein	
775118401_ext	gene_42_775118401_ext	48061	48930	289_aa	-	 hypothetical protein	
775118401_ext	gene_43_775118401_ext	48908	49897	329_aa	-	radB-like recombinase	radB-like recombinase
775118401_ext	gene_44_775118401_ext	49928	51427	499_aa	-	GroupA: Archaeal cpn60 chaperonin family (gene16, thermosome); other groups: GroEL_like type I chaperonin (bacterial and organelar)	GroupA: Archaeal cpn60 chaperonin family (gene16, thermosome); other groups: GroEL_like type I chaperonin (bacterial and organelar)
775118401_ext	gene_45_775118401_ext	51468	51716	82_aa	-	 hypothetical protein	
775118401_ext	gene_46_775118401_ext	51716	52915	399_aa	-	putative DNA-binding protein, gene29	putative DNA-binding protein, gene29
775118401_ext	gene_47_775118401_ext	52965	53921	318_aa	-	Replication factor C small subunit, gene30	Replication factor C small subunit, gene30
775118401_ext	gene_48_775118401_ext	54059	54418	119_aa	-	 hypothetical protein	
775118401_ext	gene_49_775118401_ext	54889	55050	53_aa	-	 hypothetical protein	
775118401_ext	gene_50_775118401_ext	55041	55706	221_aa	-	 hypothetical protein	
775118401_ext	gene_51_775118401_ext	55732	56001	89_aa	-	 hypothetical protein	
775118401_ext	gene_52_775118401_ext	55998	56279	93_aa	-	 hypothetical protein	
775118401_ext	gene_53_775118401_ext	56276	56899	207_aa	-	DUF1804 Protein of unknown function (DUF1804)	DUF1804 Protein of unknown function (DUF1804)
775118401_ext	gene_54_775118401_ext	56883	57164	93_aa	-	 hypothetical protein	
775118401_ext	gene_55_775118401_ext	57453	58751	432_aa	-	DNA replicative helicase, gene19	DNA replicative helicase, gene19
775118401_ext	gene_56_775118401_ext	58748	59599	283_aa	-	 hypothetical protein	
775118401_ext	gene_57_775118401_ext	59596	59964	122_aa	-	 hypothetical protein	
775118401_ext	gene_58_775118401_ext	60208	61014	268_aa	-	 hypothetical protein	
775118401_ext	gene_59_775118401_ext	60987	61193	68_aa	-	 hypothetical protein	
775118401_ext	gene_60_775118401_ext	61201	61488	95_aa	-	 hypothetical protein	
775118401_ext	gene_61_775118401_ext	61523	61705	60_aa	-	 hypothetical protein	
775118401_ext	gene_62_775118401_ext	61702	61926	74_aa	-	 hypothetical protein	
775118401_ext	gene_63_775118401_ext	61923	62153	76_aa	-	 hypothetical protein	
775118401_ext	gene_64_775118401_ext	62150	62689	179_aa	-	 hypothetical protein	
775118401_ext	gene_65_775118401_ext	62744	63013	89_aa	-	 hypothetical protein	
775118401_ext	gene_66_775118401_ext	63017	63157	46_aa	-	 hypothetical protein	
775118401_ext	gene_67_775118401_ext	63159	63308	49_aa	-	 hypothetical protein	
775118401_ext	gene_68_775118401_ext	63305	63550	81_aa	-	 hypothetical protein	
775118401_ext	gene_69_775118401_ext	63547	64656	369_aa	-	 hypothetical protein	
775118401_ext	gene_70_775118401_ext	64653	64979	108_aa	-	 hypothetical protein	
775118401_ext	gene_71_775118401_ext	64955	65272	105_aa	-	 hypothetical protein	
775118401_ext	gene_72_775118401_ext	65411	65671	86_aa	-	 hypothetical protein	
775118401_ext	gene_73_775118401_ext	65662	66027	121_aa	-	 hypothetical protein	
775118401_ext	gene_74_775118401_ext	66024	66239	71_aa	-	 hypothetical protein	
775118401_ext	gene_75_775118401_ext	66236	66400	54_aa	-	 hypothetical protein	
775118401_ext	gene_76_775118401_ext	66656	67642	328_aa	-	Domain of unknown function (DUF932)	
775118401_ext	gene_77_775118401_ext	68139	68570	143_aa	-	 hypothetical protein	
775118401_ext	gene_78_775118401_ext	68675	68872	65_aa	+	 hypothetical protein	
775118401_ext	gene_79_775118401_ext	68872	69045	57_aa	+	 hypothetical protein	
775118401_ext	gene_80_775118401_ext	69642	69866	74_aa	-	 hypothetical protein	
775118401_ext	gene_81_775118401_ext	69865	70170	101_aa	+	 hypothetical protein	
775118401_ext	gene_82_775118401_ext	70316	70624	102_aa	+	 hypothetical protein	
775118401_ext	gene_83_775118401_ext	70774	70968	64_aa	+	 hypothetical protein	
775118401_ext	gene_84_775118401_ext	71236	71478	81_aa	+	 hypothetical protein	
778722464	gene_1_778722464	3	554	183_aa	+	 hypothetical protein	
778722464	gene_2_778722464	606	947	113_aa	+	 hypothetical protein	
778722464	gene_3_778722464	1154	1510	118_aa	+	SAP domain	
778722464	gene_4_778722464	1521	2060	179_aa	+	 hypothetical protein	
778722464	gene_5_778722464	2060	2815	251_aa	+	 hypothetical protein	
778722464	gene_6_778722464	2815	3888	357_aa	+	 hypothetical protein	
778722464	gene_7_778722464	3938	4999	353_aa	+	 hypothetical protein	
778722464	gene_8_778722464	5043	5396	117_aa	+	 hypothetical protein	
778722464	gene_9_778722464	5453	5674	73_aa	+	 hypothetical protein	
778722464	gene_10_778722464	5677	9132	1151_aa	+	Intermediate filament protein. 	
778722464	gene_11_778722464	9129	16127	2332_aa	+	 hypothetical protein	
778722464	gene_12_778722464	16115	16831	238_aa	-	ERCC4-type nuclease, gene20	ERCC4-type nuclease, gene20
778722464	gene_13_778722464	16996	17997	333_aa	-	Primase AE_Prim_S, gene21	Primase AE_Prim_S, gene21
778722464	gene_14_778722464	17997	18155	52_aa	-	 hypothetical protein	
778722464	gene_15_778722464	18152	18988	278_aa	-	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24
778722464	gene_16_778722464	19036	19323	95_aa	-	 hypothetical protein	
778722464	gene_17_778722464	19359	21602	747_aa	-	DNA polymerase family B	DNA polymerase family B
778722464	gene_18_778722464	21876	22733	285_aa	-	 hypothetical protein	
778722464	gene_19_778722464	22949	23944	331_aa	-	 hypothetical protein	
778722464	gene_20_778722464	23941	25152	403_aa	-	putative DNA-binding protein, gene29	putative DNA-binding protein, gene29
778722464	gene_21_778722464	25157	26098	313_aa	-	Replication factor C small subunit, gene30	Replication factor C small subunit, gene30
778722464	gene_22_778722464	26082	26651	189_aa	-	 hypothetical protein	
778722464	gene_23_778722464	26675	27046	123_aa	-	 hypothetical protein	
778722464	gene_24_778722464	27104	27280	58_aa	-	 hypothetical protein	
778722464	gene_25_778722464	27268	27912	214_aa	-	 hypothetical protein	
778722464	gene_26_778722464	27909	28124	71_aa	-	 hypothetical protein	
778722464	gene_27_778722464	28108	28431	107_aa	-	 hypothetical protein	
778722464	gene_28_778722464	28428	29051	207_aa	-	DUF1804 Protein of unknown function (DUF1804)	DUF1804 Protein of unknown function (DUF1804)
778722464	gene_29_778722464	29060	29395	111_aa	-	 hypothetical protein	
778722464	gene_30_778722464	29398	29673	91_aa	-	 hypothetical protein	
778722464	gene_31_778722464	29673	30710	345_aa	-	DNA replicative helicase, gene19	DNA replicative helicase, gene19
778722464	gene_32_778722464	30974	31711	245_aa	-	 hypothetical protein	
778722464	gene_33_778722464	31716	32078	120_aa	-	 hypothetical protein	
778722464	gene_34_778722464	32264	32974	236_aa	-	 hypothetical protein	
778722464	gene_35_778722464	33286	33792	168_aa	-	 hypothetical protein	
778722464	gene_36_778722464	33789	33989	66_aa	-	 hypothetical protein	
778722464	gene_37_778722464	33986	34093	35_aa	-	 hypothetical protein	
778722464	gene_38_778722464	34400	34639	79_aa	-	 hypothetical protein	
778722464	gene_39_778722464	34627	35115	162_aa	-	 hypothetical protein	
778722464	gene_40_778722464	35115	35828	237_aa	-	 hypothetical protein	
778722464	gene_41_778722464	35958	36320	120_aa	-	 hypothetical protein	
778722464	gene_42_778722464	36689	37339	216_aa	-	 hypothetical protein	
778722464	gene_43_778722464	37336	37476	46_aa	-	 hypothetical protein	
778722464	gene_44_778722464	37734	37880	48_aa	-	 hypothetical protein	
778722464	gene_45_778722464	37877	38080	67_aa	-	 hypothetical protein	
778722464	gene_46_778722464	38080	38214	44_aa	-	 hypothetical protein	
778722464	gene_47_778722464	38211	38573	120_aa	-	 hypothetical protein	
778722464	gene_48_778722464	38570	38965	131_aa	-	 hypothetical protein	
778722464	gene_49_778722464	38968	39318	116_aa	-	 hypothetical protein	
778722464	gene_50_778722464	39321	39680	119_aa	-	Domain of unknown function (DUF3846)	
778722464	gene_51_778722464	39886	40545	219_aa	-	 hypothetical protein	
778722464	gene_52_778722464	40549	40857	102_aa	-	 hypothetical protein	
778722464	gene_53_778722464	40854	41129	91_aa	-	 hypothetical protein	
778722464	gene_54_778722464	41126	41707	193_aa	-	 hypothetical protein	
778722464	gene_55_778722464	41710	42333	207_aa	-	 hypothetical protein	
778722464	gene_56_778722464	42334	42687	117_aa	-	 hypothetical protein	
778722464	gene_57_778722464	43159	43440	93_aa	-	 hypothetical protein	
778722464	gene_58_778722464	43434	44372	312_aa	-	 hypothetical protein	
778722464	gene_59_778722464	44423	46219	598_aa	-	AAA domain (dynein-related subfamily)	
778722464	gene_60_778722464	46920	47777	285_aa	-	 hypothetical protein	
778722464	gene_61_778722464	47848	48330	160_aa	-	 hypothetical protein	
778722464	gene_62_778722464	48605	48895	96_aa	+	 hypothetical protein	
778722464	gene_63_778722464	48892	50397	501_aa	-	terminase	terminase
778722464	gene_64_778722464	50384	50626	80_aa	-	 hypothetical protein	
778722464	gene_65_778722464	50628	51821	397_aa	-	UvrD-like helicase/homing endonuclease	UvrD-like helicase/homing endonuclease
778722464	gene_66_778722464	52093	52374	93_aa	+	 hypothetical protein	
778722464	gene_67_778722464	52407	53801	464_aa	+	phage portal protein	phage portal protein
778722464	gene_68_778722464	53791	54276	161_aa	+	 hypothetical protein	
778722464	gene_69_778722464	54279	54584	101_aa	+	 hypothetical protein	
778722464	gene_70_778722464	54682	55059	125_aa	+	 hypothetical protein	
778722464	gene_71_778722464	55059	57554	831_aa	+	phage prohead protease	phage prohead protease
778722464	gene_72_778722464	57554	58006	150_aa	+	 hypothetical protein	
778722464	gene_73_778722464	58016	58918	300_aa	+	major capsid protein	major capsid protein
778722464	gene_74_778722464	58934	59236	100_aa	+	 hypothetical protein	
778722464	gene_75_778722464	59463	59852	129_aa	+	 hypothetical protein	
778722464	gene_76_778722464	59852	61006	384_aa	+	 hypothetical protein	
778722464	gene_77_778722464	61135	65397	1420_aa	+	 hypothetical protein	
778722464	gene_78_778722464	65402	65983	193_aa	+	 hypothetical protein	
778722464	gene_79_778722464	65988	66530	180_aa	+	 hypothetical protein	
786772955	gene_1_786772955	2	6301	2330_aa	-	 hypothetical protein	
786772955	gene_2_786772955	6306	9350	1014_aa	-	Phage-related minor tail protein	
786772955	gene_3_786772955	9337	9624	95_aa	-	 hypothetical protein	
786772955	gene_4_786772955	9645	9995	116_aa	-	 hypothetical protein	
786772955	gene_5_786772955	10047	10232	61_aa	-	 hypothetical protein	
786772955	gene_6_786772955	10242	11264	340_aa	-	 hypothetical protein	
786772955	gene_7_786772955	11317	12372	351_aa	-	 hypothetical protein	
786772955	gene_8_786772955	12377	13030	217_aa	-	 hypothetical protein	
786772955	gene_9_786772955	13039	13575	178_aa	-	 hypothetical protein	
786772955	gene_10_786772955	13550	13717	55_aa	-	 hypothetical protein	
786772955	gene_11_786772955	13722	13973	83_aa	-	 hypothetical protein	
786772955	gene_12_786772955	13963	14364	133_aa	-	 SAP domain protein	
786772955	gene_13_786772955	14365	14553	62_aa	-	 hypothetical protein	
786772955	gene_14_786772955	14578	14934	118_aa	-	 hypothetical protein	
786772955	gene_15_786772955	14964	15515	183_aa	-	 hypothetical protein	
786772955	gene_16_786772955	15508	15813	101_aa	-	 hypothetical protein	
786772955	gene_17_786772955	16114	24711	2865_aa	-	 hypothetical protein	
786772955	gene_18_786772955	24751	25983	410_aa	-	 hypothetical protein	
786772955	gene_19_786772955	25994	26464	156_aa	-	 hypothetical protein	
786772955	gene_20_786772955	26486	26920	144_aa	-	 hypothetical protein	
786772955	gene_21_786772955	26938	27855	305_aa	-	major capsid protein	major capsid protein
786772955	gene_22_786772955	27883	28293	136_aa	-	 hypothetical protein	
786772955	gene_23_786772955	28295	29587	430_aa	-	phage prohead protease	phage prohead protease
786772955	gene_24_786772955	29913	30620	235_aa	-	 hypothetical protein	
786772955	gene_25_786772955	30617	30955	112_aa	-	 hypothetical protein	
786772955	gene_26_786772955	31094	31618	174_aa	-	 hypothetical protein	
786772955	gene_27_786772955	31615	33009	464_aa	-	phage portal protein	phage portal protein
786772955	gene_28_786772955	33343	34776	477_aa	+	UvrD-like helicase/homing endonuclease	UvrD-like helicase/homing endonuclease
786772955	gene_29_786772955	34888	36393	501_aa	+	terminase	terminase
786772955	gene_30_786772955	36393	36641	82_aa	+	 hypothetical protein	
786772955	gene_31_786772955	36874	37767	297_aa	-	 hypothetical protein	
786772955	gene_32_786772955	38049	38177	42_aa	+	 hypothetical protein	
786772955	gene_33_786772955	39387	39539	50_aa	-	 hypothetical protein	
786772955	gene_34_786772955	39766	40083	105_aa	-	 hypothetical protein	
786772955	gene_35_786772955	40317	40619	100_aa	-	 hypothetical protein	
786772955	gene_36_786772955	40947	41138	63_aa	-	 hypothetical protein	
786772955	gene_37_786772955	42106	42411	101_aa	-	 hypothetical protein	
786772955	gene_38_786772955	42557	42745	62_aa	-	 hypothetical protein	
786772955	gene_39_786772955	43213	43866	217_aa	+	 hypothetical protein	
786772955	gene_40_786772955	43863	44138	91_aa	+	 hypothetical protein	
786772955	gene_41_786772955	44195	44374	59_aa	+	 hypothetical protein	
786772955	gene_42_786772955	44387	44758	123_aa	+	 hypothetical protein	
786772955	gene_43_786772955	44755	45174	139_aa	+	 hypothetical protein	
786772955	gene_44_786772955	45177	45401	74_aa	+	 hypothetical protein	
786772955	gene_45_786772955	45404	46393	329_aa	+	Domain of unknown function (DUF932)	
786772955	gene_46_786772955	46688	47176	162_aa	+	 hypothetical protein	
786772955	gene_47_786772955	47291	47971	226_aa	+	 hypothetical protein	
786772955	gene_48_786772955	47974	48204	76_aa	+	 hypothetical protein	
786772955	gene_49_786772955	48201	48494	97_aa	+	 hypothetical protein	
786772955	gene_50_786772955	48656	48877	73_aa	+	 hypothetical protein	
786772955	gene_51_786772955	48874	49116	80_aa	+	 hypothetical protein	
786772955	gene_52_786772955	49113	49340	75_aa	+	 hypothetical protein	
786772955	gene_53_786772955	49337	49606	89_aa	+	 hypothetical protein	
786772955	gene_54_786772955	49611	49805	64_aa	+	 hypothetical protein	
786772955	gene_55_786772955	49802	50125	107_aa	+	 hypothetical protein	
786772955	gene_56_786772955	50122	50325	67_aa	+	 hypothetical protein	
786772955	gene_57_786772955	50327	50581	84_aa	+	 hypothetical protein	
786772955	gene_58_786772955	50681	50917	78_aa	+	 hypothetical protein	
786772955	gene_59_786772955	50962	51216	84_aa	+	 hypothetical protein	
786772955	gene_60_786772955	51213	51473	86_aa	+	 hypothetical protein	
786772955	gene_61_786772955	51457	52329	290_aa	+	 hypothetical protein	
786772955	gene_62_786772955	52647	52970	107_aa	+	 hypothetical protein	
786772955	gene_63_786772955	52967	53740	257_aa	+	 hypothetical protein	
786772955	gene_64_786772955	53737	55074	445_aa	+	DNA replicative helicase, gene19	DNA replicative helicase, gene19
786772955	gene_65_786772955	55378	56013	211_aa	+	DUF1804 Protein of unknown function (DUF1804)	DUF1804 Protein of unknown function (DUF1804)
786772955	gene_66_786772955	56010	56279	89_aa	+	 hypothetical protein	
786772955	gene_67_786772955	56266	56529	87_aa	+	 hypothetical protein	
786772955	gene_68_786772955	56647	57306	219_aa	+	 hypothetical protein	
786772955	gene_69_786772955	57563	57772	69_aa	-	 hypothetical protein	
786772955	gene_70_786772955	57940	58278	112_aa	+	 hypothetical protein	
786772955	gene_71_786772955	58381	59196	271_aa	+	Replication factor C small subunit, gene30	Replication factor C small subunit, gene30
786772955	gene_72_786772955	59244	60419	391_aa	+	putative DNA-binding protein, gene29	putative DNA-binding protein, gene29
786772955	gene_73_786772955	60852	62246	464_aa	+	GroupA: Archaeal cpn60 chaperonin family (gene16, thermosome); other groups: GroEL_like type I chaperonin (bacterial and organelar)	GroupA: Archaeal cpn60 chaperonin family (gene16, thermosome); other groups: GroEL_like type I chaperonin (bacterial and organelar)
786772955	gene_74_786772955	62277	63224	315_aa	+	radB-like recombinase	radB-like recombinase
786772955	gene_75_786772955	63209	64069	286_aa	+	 hypothetical protein	
786772955	gene_76_786772955	64066	64347	93_aa	+	 hypothetical protein	
786772955	gene_77_786772955	64344	64553	69_aa	+	 hypothetical protein	
786772955	gene_78_786772955	64550	64723	57_aa	+	 hypothetical protein	
786772955	gene_79_786772955	64713	66932	739_aa	+	DNA polymerase family B	DNA polymerase family B
786772955	gene_80_786772955	66968	67273	101_aa	+	 hypothetical protein	
786772955	gene_81_786772955	67278	68129	283_aa	+	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24
786772955	gene_82_786772955	68439	69296	285_aa	+	Primase AE_Prim_S, gene21	Primase AE_Prim_S, gene21
786772955	gene_83_786772955	69501	70190	229_aa	+	ERCC4-type nuclease, gene20	ERCC4-type nuclease, gene20
786772955	gene_84_786772955	70187	70924	245_aa	-	hypothetical protein	
contig_154940	gene_1_contig_154940	7	807	266_aa	-	 hypothetical protein	
contig_154940	gene_2_contig_154940	976	1494	172_aa	-	 hypothetical protein	
contig_154940	gene_3_contig_154940	1581	2045	154_aa	-	 hypothetical protein	
contig_154940	gene_4_contig_154940	2046	2306	86_aa	-	 hypothetical protein	
contig_154940	gene_5_contig_154940	2843	3769	308_aa	-	 hypothetical protein	
contig_154940	gene_6_contig_154940	3854	5872	672_aa	-	AAA domain (dynein-related subfamily)	
contig_154940	gene_7_contig_154940	7226	7453	75_aa	-	 hypothetical protein	
contig_154940	gene_8_contig_154940	7469	8950	493_aa	-	terminase	terminase
contig_154940	gene_9_contig_154940	8931	9140	69_aa	-	 hypothetical protein	
contig_154940	gene_10_contig_154940	9133	10359	408_aa	-	UvrD-like helicase/homing endonuclease	UvrD-like helicase/homing endonuclease
contig_154940	gene_11_contig_154940	10795	12159	454_aa	+	phage portal protein	phage portal protein
contig_154940	gene_12_contig_154940	12159	12413	84_aa	+	 hypothetical protein	
contig_154940	gene_13_contig_154940	12448	12855	135_aa	+	 hypothetical protein	
contig_154940	gene_14_contig_154940	12862	15396	844_aa	+	phage prohead protease	phage prohead protease
contig_154940	gene_15_contig_154940	15404	15811	135_aa	+	 hypothetical protein	
contig_154940	gene_16_contig_154940	15825	16742	305_aa	+	major capsid protein	major capsid protein
contig_154940	gene_17_contig_154940	16760	16969	69_aa	+	 hypothetical protein	
contig_154940	gene_18_contig_154940	16959	17381	140_aa	+	 hypothetical protein	
contig_154940	gene_19_contig_154940	17344	17742	132_aa	+	 hypothetical protein	
contig_154940	gene_20_contig_154940	17748	19865	705_aa	+	 hypothetical protein	
contig_154940	gene_21_contig_154940	19850	19975	41_aa	+	 hypothetical protein	
contig_154940	gene_22_contig_154940	19972	20145	57_aa	+	 hypothetical protein	
contig_154940	gene_23_contig_154940	20142	20462	106_aa	+	 hypothetical protein	
contig_154940	gene_24_contig_154940	20464	21009	181_aa	+	 hypothetical protein	
contig_154940	gene_25_contig_154940	21016	21729	237_aa	+	 hypothetical protein	
contig_154940	gene_26_contig_154940	21732	22829	365_aa	+	 hypothetical protein	
contig_154940	gene_27_contig_154940	22884	23933	349_aa	+	 hypothetical protein	
contig_154940	gene_28_contig_154940	23948	24145	65_aa	+	 hypothetical protein	
contig_154940	gene_29_contig_154940	24191	24541	116_aa	+	 hypothetical protein	
contig_154940	gene_30_contig_154940	24637	24828	63_aa	+	 hypothetical protein	
contig_154940	gene_31_contig_154940	24830	28318	1162_aa	+	Phage-related minor tail protein	
contig_154940	gene_32_contig_154940	28315	35601	2428_aa	+	 hypothetical protein	
contig_154940	gene_33_contig_154940	35707	36408	233_aa	-	ERCC4-type nuclease, gene20	ERCC4-type nuclease, gene20
contig_154940	gene_34_contig_154940	36450	36674	74_aa	-	 hypothetical protein	
contig_154940	gene_35_contig_154940	36643	37584	313_aa	-	Primase AE_Prim_S, gene21	Primase AE_Prim_S, gene21
contig_154940	gene_36_contig_154940	37797	38651	284_aa	-	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24
contig_154940	gene_37_contig_154940	38648	38932	94_aa	-	 hypothetical protein	
contig_154940	gene_38_contig_154940	39097	41325	742_aa	-	DNA polymerase family B	DNA polymerase family B
contig_154940	gene_39_contig_154940	41322	41813	163_aa	-	 hypothetical protein	
contig_154940	gene_40_contig_154940	41849	42157	102_aa	-	 hypothetical protein	
contig_154940	gene_41_contig_154940	42158	42526	122_aa	-	 hypothetical protein	
contig_154940	gene_42_contig_154940	42526	43356	276_aa	-	 hypothetical protein	
contig_154940	gene_43_contig_154940	43388	43624	78_aa	-	 hypothetical protein	
contig_154940	gene_44_contig_154940	43629	44609	326_aa	-	radB-like recombinase	radB-like recombinase
contig_154940	gene_45_contig_154940	44603	45904	433_aa	-	putative DNA-binding protein, gene29	putative DNA-binding protein, gene29
contig_154940	gene_46_contig_154940	45897	46790	297_aa	-	Replication factor C small subunit, gene30	Replication factor C small subunit, gene30
contig_154940	gene_47_contig_154940	46787	46957	56_aa	-	 hypothetical protein	
contig_154940	gene_48_contig_154940	46954	47214	86_aa	-	 hypothetical protein	
contig_154940	gene_49_contig_154940	47211	47804	197_aa	-	Phosphomevalonate kinase	
contig_154940	gene_50_contig_154940	47801	48040	79_aa	-	 hypothetical protein	
contig_154940	gene_51_contig_154940	48066	48497	143_aa	-	 hypothetical protein	
contig_154940	gene_52_contig_154940	48494	48670	58_aa	-	 hypothetical protein	
contig_154940	gene_53_contig_154940	48667	49320	217_aa	-	 hypothetical protein	
contig_154940	gene_54_contig_154940	49295	49558	87_aa	-	 hypothetical protein	
contig_154940	gene_55_contig_154940	49692	49919	75_aa	-	 hypothetical protein	
contig_154940	gene_56_contig_154940	49919	50134	71_aa	-	 hypothetical protein	
contig_154940	gene_57_contig_154940	50124	50291	55_aa	-	 hypothetical protein	
contig_154940	gene_58_contig_154940	50281	50586	101_aa	-	 hypothetical protein	
contig_154940	gene_59_contig_154940	50576	50761	61_aa	-	 hypothetical protein	
contig_154940	gene_60_contig_154940	50761	51402	213_aa	-	DUF1804 Protein of unknown function (DUF1804)	DUF1804 Protein of unknown function (DUF1804)
contig_154940	gene_61_contig_154940	51664	51945	93_aa	-	 hypothetical protein	
contig_154940	gene_62_contig_154940	51932	53236	434_aa	-	DNA replicative helicase, gene19	DNA replicative helicase, gene19
contig_154940	gene_63_contig_154940	53233	54045	270_aa	-	 hypothetical protein	
contig_154940	gene_64_contig_154940	54278	55102	274_aa	-	 hypothetical protein	
contig_154940	gene_65_contig_154940	55126	55806	226_aa	-	 hypothetical protein	
contig_154940	gene_66_contig_154940	55964	56242	92_aa	-	 hypothetical protein	
contig_154940	gene_67_contig_154940	56517	56660	47_aa	+	 hypothetical protein	
contig_154940	gene_68_contig_154940	56758	57444	228_aa	-	 hypothetical protein	
contig_154940	gene_69_contig_154940	57441	57899	152_aa	-	 hypothetical protein	
contig_154940	gene_70_contig_154940	57896	58342	148_aa	-	Domain of unknown function (DUF3846)	
contig_154940	gene_71_contig_154940	58446	58664	72_aa	-	 hypothetical protein	
contig_154940	gene_72_contig_154940	58661	58897	78_aa	-	 hypothetical protein	
contig_154940	gene_73_contig_154940	58894	59226	110_aa	-	 hypothetical protein	
contig_154940	gene_74_contig_154940	59223	59552	109_aa	-	 hypothetical protein	
contig_154940	gene_75_contig_154940	59549	59854	101_aa	-	 hypothetical protein	
contig_154940	gene_76_contig_154940	59851	60276	141_aa	-	 hypothetical protein	
