	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
11916	gene_27_SAMEA2621061_122	gene_89_contig_155688	68.729	598	176	6	1	593	1	592	0.0	843.0
11917	gene_27_SAMEA2621061_122	gene_29_SAMEA2621085_65	68.93	589	172	4	8	594	7	586	0.0	831.0
11918	gene_27_SAMEA2621061_122	gene_25_SAMEA2619923_17	63.487	608	182	10	1	594	1	582	0.0	786.0
11919	gene_27_SAMEA2621061_122	gene_82_contig_156409	62.88	493	173	4	4	487	3	494	0.0	674.0
11935	gene_27_SAMEA2621085_65	gene_86_SAMEA2621151_40	82.787	488	83	1	4	491	5	491	0.0	870.0
11936	gene_27_SAMEA2621085_65	gene_25_contig_154566	80.816	490	92	1	4	491	4	493	0.0	846.0
11937	gene_27_SAMEA2621085_65	gene_94_contig_155688	76.065	493	115	1	2	491	1	493	0.0	808.0
11938	gene_27_SAMEA2621085_65	gene_23_SAMEA2621061_122	76.025	488	117	0	4	491	6	493	0.0	805.0
11939	gene_27_SAMEA2621085_65	gene_23_SAMEA2619923_17	68.507	489	150	2	6	490	7	495	0.0	723.0
12329	gene_28_SAMEA2621061_122	gene_22_contig_154566	52.679	112	52	1	1	112	1	111	7.95e-39	122.0
12344	gene_28_SAMEA2621085_65	gene_85_SAMEA2621151_40	62.865	377	140	0	8	384	21	397	6.07e-180	502.0
12345	gene_28_SAMEA2621085_65	gene_26_SAMEA2621061_122	54.642	377	171	0	8	384	34	410	5.64e-153	434.0
12389	gene_28_contig_154566	gene_20_SAMEA2621061_122	50.0	152	64	6	1	149	1	143	2.92e-20	89.0
12752	gene_29_SAMEA2621061_122	gene_82_SAMEA2621151_40	52.632	114	50	2	1	113	1	111	6.5e-37	117.0
12754	gene_29_SAMEA2621061_122	gene_87_contig_155688	50.0	114	47	2	5	114	4	111	7.61e-31	102.0
12779	gene_29_SAMEA2621085_65	gene_84_SAMEA2621151_40	74.555	562	121	6	30	586	1	545	0.0	867.0
12780	gene_29_SAMEA2621085_65	gene_27_SAMEA2621061_122	69.966	596	167	6	1	586	1	594	0.0	847.0
12781	gene_29_SAMEA2621085_65	gene_23_contig_154566	70.408	588	160	4	4	586	2	580	0.0	834.0
12782	gene_29_SAMEA2621085_65	gene_89_contig_155688	65.008	603	182	5	1	585	1	592	0.0	818.0
12783	gene_29_SAMEA2621085_65	gene_25_SAMEA2619923_17	62.795	594	201	7	1	586	1	582	0.0	764.0
12784	gene_29_SAMEA2621085_65	gene_82_contig_156409	65.539	473	157	4	1	470	1	470	0.0	690.0
13307	gene_2_contig_155688	gene_102_SAMEA2621061_122	53.927	191	80	2	653	841	3	187	3e-67	218.0
13527	gene_30_SAMEA2619923_17	gene_32_SAMEA2621061_122	57.391	460	170	9	16	459	10	459	4.25e-170	482.0
13528	gene_30_SAMEA2619923_17	gene_79_SAMEA2621151_40	55.921	456	183	8	17	459	15	465	1.22e-168	479.0
13529	gene_30_SAMEA2619923_17	gene_34_SAMEA2621085_65	54.585	458	188	6	17	459	14	466	5.78e-155	444.0
13530	gene_30_SAMEA2619923_17	gene_18_contig_154566	53.978	465	197	7	7	459	1	460	1.57e-152	438.0
13531	gene_30_SAMEA2619923_17	gene_84_contig_155688	54.248	459	164	13	21	454	15	452	2.11e-151	435.0
13532	gene_30_SAMEA2619923_17	gene_87_contig_156409	51.282	468	191	9	19	459	13	470	4.94e-143	414.0
13643	gene_30_contig_154566	gene_22_SAMEA2621085_65	67.143	210	69	0	1	210	5	214	2.01e-108	307.0
13644	gene_30_contig_154566	gene_18_SAMEA2621061_122	63.256	215	79	0	1	215	16	230	3.76e-101	289.0
13645	gene_30_contig_154566	gene_98_contig_155688	60.274	219	86	1	1	218	6	224	3.37e-99	284.0
13646	gene_30_contig_154566	gene_91_SAMEA2621151_40	63.0	200	74	0	14	213	2	201	4.58e-99	283.0
13647	gene_30_contig_154566	gene_19_SAMEA2619923_17	56.279	215	93	1	2	216	16	229	3.82e-88	256.0
14025	gene_31_SAMEA2619923_17	gene_78_SAMEA2621151_40	75.628	398	86	5	1	394	1	391	0.0	632.0
14026	gene_31_SAMEA2619923_17	gene_33_SAMEA2621061_122	77.778	396	78	4	1	394	1	388	0.0	619.0
14027	gene_31_SAMEA2619923_17	gene_35_SAMEA2621085_65	76.962	395	71	3	1	394	1	376	0.0	617.0
14028	gene_31_SAMEA2619923_17	gene_83_contig_155688	75.635	394	68	2	1	394	1	366	0.0	610.0
14029	gene_31_SAMEA2619923_17	gene_17_contig_154566	77.215	395	71	5	1	394	1	377	0.0	608.0
14030	gene_31_SAMEA2619923_17	gene_88_contig_156409	72.544	397	90	4	1	394	1	381	0.0	602.0
14171	gene_31_contig_154566	gene_92_SAMEA2621151_40	51.724	87	36	1	1	87	2	82	2.8e-24	84.0
14509	gene_32_SAMEA2621061_122	gene_18_contig_154566	67.245	461	133	9	9	458	6	459	0.0	555.0
14510	gene_32_SAMEA2621061_122	gene_79_SAMEA2621151_40	63.499	463	137	9	13	458	17	464	0.0	546.0
14511	gene_32_SAMEA2621061_122	gene_84_contig_155688	60.208	480	149	13	1	460	1	458	0.0	519.0
14512	gene_32_SAMEA2621061_122	gene_34_SAMEA2621085_65	64.957	468	150	8	3	461	6	468	0.0	517.0
14513	gene_32_SAMEA2621061_122	gene_30_SAMEA2619923_17	57.391	460	170	9	10	459	16	459	1.75e-165	471.0
14514	gene_32_SAMEA2621061_122	gene_87_contig_156409	50.429	466	206	8	13	460	13	471	3.25e-142	412.0
14541	gene_32_SAMEA2621085_65	gene_81_SAMEA2621151_40	54.902	204	55	2	3	206	2	168	4.73e-67	199.0
14595	gene_32_contig_154566	gene_20_SAMEA2621085_65	54.369	206	86	6	1	204	1	200	8.27e-66	197.0
14944	gene_33_SAMEA2619923_17	gene_81_contig_155688	59.14	93	37	1	3	94	13	105	1.92e-33	109.0
15026	gene_33_SAMEA2621061_122	gene_78_SAMEA2621151_40	77.806	392	82	3	1	388	1	391	0.0	641.0
15027	gene_33_SAMEA2621061_122	gene_31_SAMEA2619923_17	77.778	396	78	4	1	388	1	394	0.0	639.0
15028	gene_33_SAMEA2621061_122	gene_35_SAMEA2621085_65	80.412	388	64	3	1	388	1	376	0.0	636.0
15029	gene_33_SAMEA2621061_122	gene_17_contig_154566	78.462	390	69	3	1	388	1	377	0.0	623.0
15030	gene_33_SAMEA2621061_122	gene_83_contig_155688	75.773	388	72	3	1	388	1	366	0.0	597.0
15031	gene_33_SAMEA2621061_122	gene_88_contig_156409	70.918	392	99	8	1	388	1	381	0.0	559.0
15104	gene_33_contig_154566	gene_19_SAMEA2621085_65	74.394	289	73	1	2	290	20	307	7.67e-157	438.0
15105	gene_33_contig_154566	gene_15_SAMEA2621061_122	63.701	281	99	3	14	293	20	298	8.25e-140	394.0
15106	gene_33_contig_154566	gene_94_SAMEA2621151_40	62.776	317	114	4	2	317	13	326	5.52e-130	370.0
15107	gene_33_contig_154566	gene_100_contig_155688	55.326	291	127	3	5	294	9	297	1.87e-123	352.0
15108	gene_33_contig_154566	gene_16_SAMEA2619923_17	50.325	308	143	4	5	307	18	320	4.32e-116	335.0
15449	gene_34_SAMEA2621085_65	gene_79_SAMEA2621151_40	63.214	473	157	7	1	465	1	464	0.0	565.0
15450	gene_34_SAMEA2621085_65	gene_32_SAMEA2621061_122	65.032	469	148	8	6	468	3	461	0.0	563.0
15451	gene_34_SAMEA2621085_65	gene_18_contig_154566	67.028	461	136	8	14	466	8	460	0.0	561.0
15452	gene_34_SAMEA2621085_65	gene_84_contig_155688	58.898	472	152	12	14	467	11	458	1.83e-178	504.0
15453	gene_34_SAMEA2621085_65	gene_30_SAMEA2619923_17	55.172	464	176	9	14	466	17	459	9.43e-163	464.0
15454	gene_34_SAMEA2621085_65	gene_87_contig_156409	52.119	472	204	8	10	467	8	471	2.8e-144	417.0
15510	gene_34_SAMEA2621151_40	gene_81_SAMEA2621085_65	61.333	225	82	2	24	244	2	225	9.51e-87	253.0
15511	gene_34_SAMEA2621151_40	gene_16_contig_155688	52.885	208	87	4	41	244	7	207	6.02e-64	194.0
15525	gene_34_contig_154566	gene_13_SAMEA2621061_122	72.222	234	63	1	5	236	6	239	1.64e-131	367.0
15526	gene_34_contig_154566	gene_102_contig_155688	70.085	234	70	0	4	237	5	238	3.36e-131	366.0
15527	gene_34_contig_154566	gene_95_SAMEA2621151_40	70.69	232	66	1	4	235	5	234	3.68e-129	360.0
15528	gene_34_contig_154566	gene_17_SAMEA2621085_65	67.511	237	77	0	1	237	1	237	1.1e-128	359.0
15529	gene_34_contig_154566	gene_15_SAMEA2619923_17	65.812	234	80	0	4	237	7	240	2.37e-124	348.0
15530	gene_34_contig_154566	gene_71_contig_156409	56.25	240	99	4	1	236	1	238	1.81e-99	286.0
15916	gene_35_SAMEA2621085_65	gene_17_contig_154566	86.207	377	51	1	1	376	1	377	0.0	671.0
15917	gene_35_SAMEA2621085_65	gene_78_SAMEA2621151_40	80.102	392	61	5	1	376	1	391	0.0	642.0
15918	gene_35_SAMEA2621085_65	gene_31_SAMEA2619923_17	76.962	395	71	3	1	376	1	394	0.0	637.0
15919	gene_35_SAMEA2621085_65	gene_33_SAMEA2621061_122	80.412	388	64	3	1	376	1	388	0.0	636.0
15920	gene_35_SAMEA2621085_65	gene_83_contig_155688	81.915	376	58	3	1	376	1	366	0.0	624.0
15921	gene_35_SAMEA2621085_65	gene_88_contig_156409	71.99	382	100	4	1	376	1	381	0.0	573.0
15967	gene_35_contig_154566	gene_16_SAMEA2621085_65	68.235	85	27	0	1	85	1	85	3.26e-41	126.0
15968	gene_35_contig_154566	gene_96_SAMEA2621151_40	67.949	78	25	0	3	80	13	90	4.37e-37	116.0
15969	gene_35_contig_154566	gene_14_SAMEA2619923_17	54.321	81	33	1	1	77	1	81	1.05e-26	89.7
15970	gene_35_contig_154566	gene_103_contig_155688	56.25	80	35	0	1	80	1	80	2.09e-26	89.0
15971	gene_35_contig_154566	gene_12_SAMEA2621061_122	53.086	81	37	1	1	80	1	81	1.53e-23	82.0
16276	gene_36_SAMEA2621085_65	gene_89_contig_156409	53.147	143	63	4	1	141	1	141	9.79e-35	114.0
16309	gene_36_contig_154566	gene_97_SAMEA2621151_40	57.143	210	72	6	25	230	2	197	6.66e-78	229.0
16312	gene_36_contig_154566	gene_104_contig_155688	54.601	163	68	3	28	188	10	168	8.68e-55	169.0
16313	gene_36_contig_154566	gene_13_SAMEA2619923_17	57.037	135	55	1	20	154	4	135	3.49e-50	159.0
16600	gene_37_SAMEA2621061_122	gene_75_SAMEA2621151_40	61.458	96	35	1	1	96	1	94	1.74e-44	135.0
16601	gene_37_SAMEA2621061_122	gene_39_SAMEA2621085_65	62.637	91	34	0	1	91	1	91	2.23e-43	132.0
16603	gene_37_SAMEA2621061_122	gene_78_contig_155688	59.756	82	30	1	13	94	1	79	2.46e-33	107.0
16669	gene_37_contig_154566	gene_100_SAMEA2621151_40	81.111	90	17	0	180	269	127	216	5.65e-45	151.0
16670	gene_37_contig_154566	gene_10_SAMEA2621061_122	59.292	113	35	1	174	275	506	618	9.3e-39	143.0
16671	gene_37_contig_154566	gene_10_SAMEA2621085_65	66.316	95	32	0	176	270	209	303	1.15e-35	129.0
16672	gene_37_contig_154566	gene_105_contig_155688	78.495	93	20	0	178	270	910	1002	5.68e-32	124.0
16673	gene_37_contig_154566	gene_11_SAMEA2619923_17	60.417	96	37	1	175	270	249	343	1.65e-31	119.0
17066	gene_38_SAMEA2621085_65	gene_14_contig_154566	93.548	93	6	0	1	93	1	93	1.25e-51	153.0
17462	gene_39_SAMEA2619923_17	gene_12_contig_154566	55.682	88	39	0	6	93	7	94	4.3e-34	109.0
17463	gene_39_SAMEA2619923_17	gene_39_SAMEA2621085_65	50.0	88	44	0	6	93	7	94	3.5e-28	94.4
17558	gene_39_SAMEA2621085_65	gene_37_SAMEA2621061_122	62.637	91	34	0	1	91	1	91	2.12e-43	132.0
17559	gene_39_SAMEA2621085_65	gene_12_contig_154566	59.341	91	37	0	1	91	1	91	1.72e-39	123.0
17560	gene_39_SAMEA2621085_65	gene_75_SAMEA2621151_40	53.763	93	41	1	1	93	1	91	6.1e-38	119.0
17561	gene_39_SAMEA2621085_65	gene_78_contig_155688	51.22	82	37	1	13	94	1	79	2.73e-28	94.4
17562	gene_39_SAMEA2621085_65	gene_39_SAMEA2619923_17	50.0	88	44	0	7	94	6	93	3.54e-28	94.4
17597	gene_39_contig_154566	gene_86_contig_155688	59.701	67	25	1	8	72	24	90	1.12e-23	85.5
18379	gene_40_SAMEA2621061_122	gene_41_SAMEA2621085_65	71.429	525	144	3	1	523	1	521	0.0	778.0
18380	gene_40_SAMEA2621061_122	gene_41_SAMEA2619923_17	69.772	526	151	5	1	523	1	521	0.0	749.0
18381	gene_40_SAMEA2621061_122	gene_76_contig_155688	69.868	531	148	4	1	522	1	528	0.0	731.0
18382	gene_40_SAMEA2621061_122	gene_74_SAMEA2621151_40	67.232	531	163	6	1	523	1	528	0.0	725.0
18383	gene_40_SAMEA2621061_122	gene_11_contig_154566	56.838	563	198	9	1	522	1	559	0.0	606.0
18448	gene_40_contig_154566	gene_12_SAMEA2621085_65	92.308	104	8	0	156	259	3	106	1.35e-64	193.0
18449	gene_40_contig_154566	gene_98_SAMEA2621151_40	77.686	121	25	1	139	259	20	138	4.19e-64	193.0
18451	gene_40_contig_154566	gene_7_SAMEA2621061_122	82.143	112	14	1	148	259	112	217	2.57e-58	181.0
18452	gene_40_contig_154566	gene_15_contig_156409	82.692	104	18	0	156	259	3	106	7.76e-56	171.0
18453	gene_40_contig_154566	gene_66_contig_155688	76.786	112	20	1	148	259	7	112	9.41e-55	168.0
18732	gene_41_SAMEA2619923_17	gene_41_SAMEA2621085_65	71.839	522	145	2	1	521	1	521	0.0	784.0
18733	gene_41_SAMEA2619923_17	gene_40_SAMEA2621061_122	69.772	526	151	5	1	521	1	523	0.0	738.0
18734	gene_41_SAMEA2619923_17	gene_74_SAMEA2621151_40	65.974	529	171	6	1	521	1	528	0.0	717.0
18735	gene_41_SAMEA2619923_17	gene_76_contig_155688	66.604	533	160	9	1	520	1	528	0.0	692.0
18736	gene_41_SAMEA2619923_17	gene_11_contig_154566	62.075	559	173	8	1	520	1	559	0.0	659.0
18829	gene_41_SAMEA2621085_65	gene_74_SAMEA2621151_40	74.242	528	129	4	1	521	1	528	0.0	811.0
18830	gene_41_SAMEA2621085_65	gene_41_SAMEA2619923_17	71.839	522	145	2	1	521	1	521	0.0	784.0
18831	gene_41_SAMEA2621085_65	gene_40_SAMEA2621061_122	71.429	525	144	3	1	521	1	523	0.0	767.0
18832	gene_41_SAMEA2621085_65	gene_76_contig_155688	68.868	530	153	5	1	520	1	528	0.0	730.0
18833	gene_41_SAMEA2621085_65	gene_11_contig_154566	60.286	559	183	9	1	520	1	559	0.0	666.0
19012	gene_41_contig_156409	gene_63_contig_154566	58.47	183	58	3	1	183	1	165	2.88e-72	212.0
19013	gene_41_contig_156409	gene_83_SAMEA2621061_122	58.289	187	58	4	1	187	1	167	1.92e-70	208.0
19015	gene_41_contig_156409	gene_24_SAMEA2621151_40	53.514	185	77	3	1	185	1	176	1.6e-63	190.0
19016	gene_41_contig_156409	gene_82_SAMEA2619923_17	58.385	161	47	4	25	183	1	143	8.12e-60	180.0
19018	gene_41_contig_156409	gene_94_SAMEA2621085_65	51.892	185	69	3	1	182	1	168	1.93e-58	177.0
19019	gene_41_contig_156409	gene_24_contig_155688	55.975	159	52	3	25	183	1	141	9.37e-55	167.0
19220	gene_42_SAMEA2619923_17	gene_43_SAMEA2621085_65	71.812	149	41	1	1	148	1	149	1.41e-80	231.0
19221	gene_42_SAMEA2619923_17	gene_42_SAMEA2621061_122	71.622	148	42	0	1	148	1	148	8.54e-80	229.0
19222	gene_42_SAMEA2619923_17	gene_72_SAMEA2621151_40	67.114	149	48	1	1	148	1	149	5.73e-74	214.0
19223	gene_42_SAMEA2619923_17	gene_9_contig_154566	65.101	149	51	1	1	148	1	149	4.75e-73	211.0
19224	gene_42_SAMEA2619923_17	gene_74_contig_155688	59.732	149	59	1	1	148	1	149	9.12e-65	191.0
19225	gene_42_SAMEA2619923_17	gene_96_contig_156409	57.746	142	59	1	7	147	4	145	9.36e-62	183.0
19271	gene_42_SAMEA2621061_122	gene_9_contig_154566	73.154	149	39	1	1	148	1	149	1.25e-80	231.0
19272	gene_42_SAMEA2621061_122	gene_72_SAMEA2621151_40	73.826	149	38	1	1	148	1	149	2.61e-80	230.0
19273	gene_42_SAMEA2621061_122	gene_42_SAMEA2619923_17	71.622	148	42	0	1	148	1	148	8.54e-80	229.0
19274	gene_42_SAMEA2621061_122	gene_43_SAMEA2621085_65	71.141	149	42	1	1	148	1	149	1.9e-78	225.0
19275	gene_42_SAMEA2621061_122	gene_74_contig_155688	65.772	149	50	1	1	148	1	149	8.95e-71	206.0
19276	gene_42_SAMEA2621061_122	gene_96_contig_156409	61.972	142	53	1	7	147	4	145	4.47e-64	189.0
19712	gene_43_SAMEA2621061_122	gene_71_SAMEA2621151_40	63.077	195	65	2	587	774	485	679	7.39e-75	253.0
19714	gene_43_SAMEA2621061_122	gene_44_SAMEA2621085_65	58.115	191	78	1	587	775	484	674	3.15e-71	243.0
19718	gene_43_SAMEA2621061_122	gene_73_contig_155688	54.0	200	83	3	584	774	432	631	9.27e-64	221.0
19719	gene_43_SAMEA2621061_122	gene_8_contig_154566	63.776	196	65	1	587	776	549	744	1.72e-77	261.0
19755	gene_43_SAMEA2621085_65	gene_72_SAMEA2621151_40	75.168	149	37	0	1	149	1	149	8.6e-86	244.0
19756	gene_43_SAMEA2621085_65	gene_42_SAMEA2619923_17	71.812	149	41	1	1	149	1	148	1.42e-80	231.0
19757	gene_43_SAMEA2621085_65	gene_9_contig_154566	72.483	149	41	0	1	149	1	149	8.06e-80	229.0
19758	gene_43_SAMEA2621085_65	gene_42_SAMEA2621061_122	71.141	149	42	1	1	149	1	148	1.91e-78	225.0
19759	gene_43_SAMEA2621085_65	gene_74_contig_155688	64.43	149	53	0	1	149	1	149	1.5e-68	200.0
19760	gene_43_SAMEA2621085_65	gene_96_contig_156409	55.944	143	63	0	6	148	3	145	1.69e-62	185.0
20099	gene_44_SAMEA2621085_65	gene_8_contig_154566	50.79	443	190	10	247	674	314	743	1.67e-145	437.0
20103	gene_44_SAMEA2621085_65	gene_43_SAMEA2621061_122	58.115	191	78	1	484	674	587	775	2.74e-71	243.0
20160	gene_44_SAMEA2621151_40	gene_71_SAMEA2621085_65	56.17	235	100	2	2	233	80	314	1.15e-93	274.0
20161	gene_44_SAMEA2621151_40	gene_69_SAMEA2621061_122	53.659	246	95	5	2	233	87	327	1.84e-90	266.0
20162	gene_44_SAMEA2621151_40	gene_83_contig_154566	55.372	242	88	6	6	233	97	332	1.92e-89	264.0
20553	gene_45_SAMEA2621061_122	gene_69_SAMEA2621151_40	58.333	108	42	2	5	111	14	119	5.31e-47	143.0
20554	gene_45_SAMEA2621061_122	gene_6_contig_154566	50.943	106	51	1	6	111	16	120	1.23e-40	127.0
20555	gene_45_SAMEA2621061_122	gene_46_SAMEA2621085_65	52.222	90	43	0	22	111	1	90	5.45e-37	117.0
21045	gene_46_SAMEA2621085_65	gene_69_SAMEA2621151_40	63.043	92	31	2	1	91	31	120	3.27e-42	130.0
21046	gene_46_SAMEA2621085_65	gene_6_contig_154566	62.637	91	33	1	1	91	32	121	1.12e-40	126.0
21047	gene_46_SAMEA2621085_65	gene_45_SAMEA2621061_122	52.222	90	43	0	1	90	22	111	4.39e-37	117.0
21079	gene_46_SAMEA2621151_40	gene_69_SAMEA2621085_65	52.19	799	362	9	1	798	17	796	0.0	847.0
21970	gene_48_SAMEA2621151_40	gene_87_contig_154566	98.387	62	1	0	6	67	1	62	1.45e-40	123.0
21971	gene_48_SAMEA2621151_40	gene_72_SAMEA2621085_65	79.661	59	12	0	6	64	1	59	1.04e-32	103.0
21972	gene_48_SAMEA2621151_40	gene_64_SAMEA2619923_17	79.661	59	12	0	6	64	1	59	3.14e-31	99.8
22309	gene_49_SAMEA2621061_122	gene_67_contig_155688	55.203	567	223	10	2304	2852	1909	2462	0.0	644.0
22313	gene_49_SAMEA2621061_122	gene_1_contig_154566	50.963	779	335	15	5493	6241	4443	5204	0.0	770.0
22321	gene_49_SAMEA2621061_122	gene_64_SAMEA2621151_40	51.348	779	336	17	5487	6241	4739	5498	0.0	739.0
22324	gene_49_SAMEA2621061_122	gene_64_SAMEA2621151_40	57.322	239	95	3	1762	1998	1650	1883	1.54e-78	289.0
22333	gene_49_SAMEA2621061_122	gene_50_SAMEA2621085_65	62.81	242	78	5	1762	1998	1686	1920	1.09e-83	306.0
22341	gene_49_SAMEA2621061_122	gene_103_contig_156409	53.744	227	66	4	1767	1988	1420	1612	2.14e-64	242.0
22342	gene_49_SAMEA2621061_122	gene_103_contig_156409	50.0	114	39	3	4008	4103	3017	3130	1.71e-24	110.0
22350	gene_49_SAMEA2621061_122	gene_50_SAMEA2619923_17	50.213	235	90	4	1766	1988	1719	1938	2.31e-61	232.0
22351	gene_49_SAMEA2621061_122	gene_50_SAMEA2619923_17	59.292	113	46	0	5646	5758	5337	5449	3.43e-36	149.0
22965	gene_4_contig_156409	gene_103_contig_154566	57.273	110	40	2	131	240	174	276	7.03e-25	105.0
23154	gene_50_SAMEA2619923_17	gene_50_SAMEA2621085_65	52.756	127	51	2	5330	5449	4946	5070	3.19e-34	142.0
23169	gene_50_SAMEA2619923_17	gene_67_contig_155688	50.42	119	54	2	5331	5449	4975	5088	9.01e-30	128.0
23190	gene_50_SAMEA2619923_17	gene_64_SAMEA2621151_40	59.292	113	44	1	5337	5449	4895	5005	5.23e-36	148.0
23202	gene_50_SAMEA2619923_17	gene_49_SAMEA2621061_122	59.292	113	46	0	5337	5449	5646	5758	3.75e-36	149.0
23315	gene_50_SAMEA2621085_65	gene_50_SAMEA2619923_17	52.756	127	51	2	4946	5070	5330	5449	2.74e-34	142.0
23333	gene_50_SAMEA2621085_65	gene_49_SAMEA2621061_122	62.81	242	78	5	1686	1920	1762	1998	7.77e-84	306.0
23717	gene_51_SAMEA2621061_122	gene_62_SAMEA2621151_40	53.043	115	53	1	1	115	1	114	4.97e-45	138.0
23719	gene_51_SAMEA2621061_122	gene_52_SAMEA2621085_65	51.724	116	54	2	1	115	1	115	1.4e-41	129.0
23720	gene_51_SAMEA2621061_122	gene_63_contig_155688	50.476	105	51	1	10	114	1	104	3.75e-38	120.0
23759	gene_51_SAMEA2621151_40	gene_66_SAMEA2621085_65	55.342	365	162	1	1	365	4	367	1.11e-164	461.0
23760	gene_51_SAMEA2621151_40	gene_62_SAMEA2621061_122	54.521	365	160	2	1	360	1	364	2.08e-159	448.0
23761	gene_51_SAMEA2621151_40	gene_57_contig_155688	51.105	362	174	2	1	361	1	360	8.71e-139	395.0
23763	gene_51_SAMEA2621151_40	gene_92_contig_154566	52.479	242	109	2	126	362	1	241	3.16e-91	270.0
23765	gene_51_SAMEA2621151_40	gene_91_contig_154566	52.727	110	52	0	1	110	1	110	8.06e-38	128.0
23899	gene_51_contig_155688	gene_85_contig_154566	51.995	752	318	10	1	733	58	785	0.0	778.0
24202	gene_52_SAMEA2621085_65	gene_62_SAMEA2621151_40	66.957	115	37	1	1	115	1	114	8.61e-57	168.0
24203	gene_52_SAMEA2621085_65	gene_106_contig_154566	59.13	115	46	1	1	115	1	114	1.73e-48	147.0
24204	gene_52_SAMEA2621085_65	gene_63_contig_155688	60.952	105	40	1	10	114	1	104	3.19e-42	130.0
24205	gene_52_SAMEA2621085_65	gene_51_SAMEA2621061_122	51.724	116	54	2	1	115	1	115	1.4e-41	129.0
24222	gene_52_SAMEA2621151_40	gene_60_SAMEA2621061_122	67.699	226	68	1	7	227	8	233	7.86e-115	324.0
24223	gene_52_SAMEA2621151_40	gene_64_SAMEA2621085_65	65.471	223	72	1	7	224	8	230	1.74e-109	310.0
24224	gene_52_SAMEA2621151_40	gene_93_contig_154566	64.474	228	76	1	5	227	1	228	2.17e-108	307.0
24225	gene_52_SAMEA2621151_40	gene_58_contig_155688	60.714	224	82	1	7	224	8	231	1.82e-102	293.0
24250	gene_52_contig_154566	gene_16_SAMEA2621151_40	52.381	189	78	4	53	240	1	178	6.16e-60	195.0
24251	gene_52_contig_154566	gene_95_SAMEA2621061_122	50.256	195	85	5	50	244	6	188	2.62e-55	182.0
24636	gene_53_SAMEA2621085_65	gene_54_SAMEA2621085_65	58.947	95	38	1	443	536	250	344	7.31e-19	87.4
24666	gene_53_SAMEA2621151_40	gene_63_SAMEA2621085_65	65.591	465	159	1	1	464	1	465	0.0	660.0
24667	gene_53_SAMEA2621151_40	gene_58_SAMEA2621061_122	60.73	466	177	3	1	461	1	465	0.0	578.0
24668	gene_53_SAMEA2621151_40	gene_59_contig_155688	50.0	466	227	3	1	462	1	464	1.71e-172	489.0
24669	gene_53_SAMEA2621151_40	gene_94_contig_154566	61.14	386	148	2	77	461	1	385	1.3e-167	474.0
24930	gene_54_SAMEA2621061_122	gene_96_contig_154566	55.556	504	206	8	4	497	1	496	0.0	534.0
24931	gene_54_SAMEA2621061_122	gene_61_contig_155688	50.602	498	231	5	12	498	11	504	5.82e-163	468.0
24951	gene_54_SAMEA2621085_65	gene_53_SAMEA2621085_65	58.947	95	38	1	250	344	443	536	7.94e-19	87.4
25000	gene_54_SAMEA2621151_40	gene_62_SAMEA2621085_65	66.01	203	68	1	1	202	1	203	5.55e-102	289.0
25001	gene_54_SAMEA2621151_40	gene_60_contig_155688	58.416	202	82	2	1	202	21	220	1.39e-86	251.0
25002	gene_54_SAMEA2621151_40	gene_55_SAMEA2621061_122	57.576	198	84	0	5	202	1	198	1.67e-86	250.0
25003	gene_54_SAMEA2621151_40	gene_95_contig_154566	57.353	204	85	2	1	202	1	204	4.08e-82	239.0
25004	gene_54_SAMEA2621151_40	gene_18_contig_156409	50.99	202	94	3	1	202	1	197	2.87e-74	219.0
25317	gene_55_SAMEA2619923_17	gene_96_contig_154566	54.455	505	217	8	5	503	2	499	0.0	527.0
25364	gene_55_SAMEA2621061_122	gene_54_SAMEA2621151_40	57.576	198	84	0	1	198	5	202	1.64e-86	250.0
25365	gene_55_SAMEA2621061_122	gene_62_SAMEA2621085_65	58.291	199	82	1	1	198	5	203	3.8e-83	241.0
25366	gene_55_SAMEA2621061_122	gene_60_contig_155688	57.576	198	82	2	1	198	25	220	8.89e-82	238.0
25367	gene_55_SAMEA2621061_122	gene_18_contig_156409	56.061	198	82	3	1	198	5	197	1.89e-75	221.0
25368	gene_55_SAMEA2621061_122	gene_95_contig_154566	50.0	200	98	2	1	198	5	204	1.05e-68	205.0
25729	gene_56_SAMEA2619923_17	gene_60_contig_155688	53.234	201	87	3	3	200	24	220	1.6e-74	220.0
25730	gene_56_SAMEA2619923_17	gene_18_contig_156409	54.545	198	86	2	3	200	4	197	1.65e-73	217.0
25731	gene_56_SAMEA2619923_17	gene_62_SAMEA2621085_65	53.171	205	84	5	3	200	4	203	5.19e-72	213.0
25816	gene_56_SAMEA2621151_40	gene_61_contig_155688	50.19	526	220	11	13	533	16	504	1.34e-163	471.0
25841	gene_56_contig_154566	gene_102_SAMEA2621061_122	56.647	173	75	0	469	641	18	190	1.05e-63	205.0
26161	gene_57_SAMEA2621061_122	gene_58_SAMEA2621085_65	56.164	73	29	1	15	84	1	73	2.84e-25	86.7
26162	gene_57_SAMEA2621061_122	gene_97_contig_154566	50.0	76	35	1	12	84	1	76	2.81e-23	81.6
26195	gene_57_SAMEA2621151_40	gene_97_contig_154566	81.395	86	16	0	1	86	1	86	3.3e-51	151.0
